[일시]사조대림,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2007/06/29,19150,19500,18900,19300,▼100,－0.52%,18990,19645,18714,18613,4350,57432
2007/06/28,18900,19650,18900,19400,▲550,＋2.92%,18970,19730,18687,18620,11808,57432
2007/06/27,18400,19800,18150,18850,▲350,＋1.89%,18920,19798,18660,18630,8422,57432
2007/06/26,18800,18800,18400,18500,▼400,－2.12%,18970,19830,18643,18650,7070,57432
2007/06/25,18850,19200,18850,18900,▼300,－1.56%,19180,19828,18631,18674,4450,57432
2007/06/22,19300,19550,19150,19200,▲50,＋0.26%,19320,19808,18614,18695,4800,57432
2007/06/21,18550,19550,18550,19150,▲50,＋0.26%,19480,19805,18593,18715,9530,57432
2007/06/20,19650,19650,18750,19100,▼450,－2.30%,19660,19783,18573,18738,13311,57432
2007/06/19,19650,19800,19450,19550,▼50,－0.26%,19800,19758,18557,18767,9211,57432
2007/06/18,20150,20250,19400,19600,▼400,－2.00%,19730,19740,18531,18792,14760,57432
2007/06/15,20000,20400,19700,20000,▼50,－0.25%,19700,19718,18508,18817,7330,57432
2007/06/14,19900,20450,19800,20050,▲250,＋1.26%,19850,19705,18475,18839,19316,57432
2007/06/13,19200,20150,19200,19800,▲600,＋3.13%,20040,19688,18441,18860,9261,57432
2007/06/12,19300,19450,19200,19200,▼250,－1.29%,20210,19555,18423,18885,8035,57432
2007/06/11,20650,20700,19300,19450,▼1300,－6.27%,20480,19460,18399,18914,22253,57432
2007/06/08,21400,21400,20600,20750,▼250,－1.19%,20570,19360,18370,18941,17611,57432
2007/06/07,20800,21750,20800,21000,▲350,＋1.69%,20620,19213,18324,18962,35723,57432
2007/06/05,21000,22100,20650,20650,▲100,＋0.49%,20570,19063,18276,19002,57797,57432
2007/06/04,20400,21450,20200,20550,▲650,＋3.27%,20340,18925,18237,19017,21197,57432
2007/06/01,21050,21450,19900,19900,▼1100,－5.24%,19920,18768,18199,19038,34290,57432
2007/05/31,20800,21500,20200,21000,▲250,＋1.20%,19640,18633,18169,19065,37909,57432
2007/05/30,19300,21500,19300,20750,▲1250,＋6.41%,19270,18438,18119,19082,84993,57432
2007/05/29,18550,19900,18550,19500,▲1050,＋5.69%,18860,18250,18075,19101,22183,57432
2007/05/28,18000,18900,18000,18450,▼50,－0.27%,18680,18153,18050,19133,12050,57432
2007/05/25,19050,19100,18150,18500,▼650,－3.39%,18830,18115,18043,19177,12577,57432
2007/05/23,18500,20150,18300,19150,▲450,＋2.41%,18960,18083,18039,19225,9071,57432
2007/05/22,18700,18900,18000,18700,▲100,＋0.54%,19080,18020,18025,19291,13321,57432
2007/05/21,19200,19200,18500,18600,▼600,－3.13%,19280,17985,18022,19376,15460,57432
2007/05/18,19250,20100,18850,19200,▲50,＋0.26%,18990,17950,18019,19430,26711,57432
2007/05/17,19800,19800,18500,19150,▼600,－3.04%,18610,17890,18005,19488,34426,59022
2007/05/16,21400,21400,19700,19750,▲50,＋0.25%,18270,17848,17995,19518,73221,59022
2007/05/15,17950,19700,17850,19700,▲2550,＋14.87%,17880,17795,17974,19541,31322,59022
2007/05/14,17300,17400,17150,17150,▼150,－0.87%,17540,17725,17951,19569,3885,59022
2007/05/11,17250,17300,17150,17300,▼150,－0.86%,17690,17773,17973,19619,3680,59022
2007/05/10,18000,18000,17450,17450,▼350,－1.97%,17710,17805,17995,19670,5070,60202
2007/05/09,18000,18000,17550,17800,▼200,－1.11%,17660,17825,18018,19720,1592,60202
2007/05/08,18100,18100,17600,18000,▲100,＋0.56%,17520,17825,18038,19770,4314,60202
2007/05/07,17700,18000,17550,17900,▲500,＋2.87%,17320,17815,18049,19817,4621,60202
2007/05/04,17300,18300,17300,17400,▲200,＋1.16%,17250,17818,18060,19865,13500,60202
2007/05/03,17050,17400,17000,17200,▲100,＋0.58%,17310,17838,18083,19920,4807,60202
2007/05/02,17150,17150,16850,17100,▲100,＋0.59%,17440,17865,18112,19975,5673,60202
2007/04/30,17300,17400,17000,17000,▼550,－3.13%,17600,17893,18134,20040,7070,60202
2007/04/27,17600,17750,17500,17550,▼150,－0.85%,17800,17933,18157,20114,3430,60202
2007/04/26,17950,17950,17650,17700,▼150,－0.84%,17870,17945,18173,20188,5665,60202
2007/04/25,17700,17950,17700,17850,▼50,－0.28%,17930,17950,18190,20241,6610,60202
2007/04/24,18000,18100,17800,17900,▼100,－0.56%,18020,17953,18209,20292,2621,60202
2007/04/23,18150,18150,17800,18000,▲100,＋0.56%,18180,17953,18218,20339,6120,60202
2007/04/20,17900,18000,17750,17900,▼100,－0.56%,18240,17953,18223,20389,4920,60202
2007/04/19,18200,18350,17950,18000,▼300,－1.64%,18280,17963,18227,20438,4060,60202
2007/04/18,18600,18700,18300,18300,▼400,－2.14%,18270,17963,18228,20488,7670,60202
2007/04/17,18300,19300,18150,18700,▲400,＋2.19%,18180,17960,18243,20539,12030,60202
2007/04/16,18350,18350,17900,18300,▲200,＋1.10%,18000,17925,18244,20594,12760,60202
2007/04/13,18350,18350,17950,18100,▲150,＋0.84%,17900,17910,18263,20656,3420,60202
2007/04/12,17800,18300,17800,17950,▲100,＋0.56%,17870,17940,18286,20692,8500,60202
2007/04/11,17950,17950,17800,17850,▲50,＋0.28%,17840,17933,18312,20723,4381,60202
2007/04/10,17650,17900,17600,17800,0.0,0.00%,17820,17925,18344,20763,4620,60202
2007/04/09,18000,18000,17500,17800,▼150,－0.84%,17790,17935,18378,20802,2499,60202
2007/04/06,17800,18250,17750,17950,▲150,＋0.84%,17790,17950,18419,20845,8500,60202
2007/04/05,17650,17850,17650,17800,▲50,＋0.28%,17760,17968,18444,20874,2150,60202
2007/04/04,17750,17850,17650,17750,▲100,＋0.57%,17760,17993,18480,20898,3323,60202
2007/04/03,17750,17800,17650,17650,▼150,－0.84%,17790,18010,18511,20919,3442,60202
2007/04/02,17800,17850,17700,17800,0.0,0.00%,17840,18028,18553,20944,4062,60202
2007/03/30,17950,17950,17750,17800,0.0,0.00%,17880,18043,18599,20960,1556,60202
2007/03/29,17900,17950,17600,17800,▼100,－0.56%,17940,18053,18657,21005,6020,60202
2007/03/28,17900,18150,17850,17900,0.0,0.00%,17980,18063,18717,21051,2429,60202
2007/03/27,17800,18250,17800,17900,▼100,－0.56%,18050,18083,18777,21089,1712,60202
2007/03/26,18000,18050,17850,18000,▼100,－0.55%,18070,18103,18837,21136,1843,60202
2007/03/23,18000,18100,17900,18100,▲100,＋0.56%,18070,18128,18902,21178,2120,60202
2007/03/22,18000,18250,18000,18000,▼250,－1.37%,18190,18145,18978,21232,2131,60202
2007/03/21,18000,18500,17950,18250,▲250,＋1.39%,18150,18163,19053,21285,4170,60202
2007/03/20,18000,18150,17850,18000,0.0,0.00%,18040,18178,19126,21366,3490,60202
2007/03/19,18600,18600,18000,18000,▼700,－3.74%,18040,18203,19203,21437,5275,60202
2007/03/16,17800,18700,17700,18700,▲900,＋5.06%,18060,18218,19279,21520,3480,60202
2007/03/15,17750,17900,17750,17800,▲100,＋0.56%,17980,18208,19348,21568,2612,60202
2007/03/14,17950,17950,17550,17700,▼300,－1.67%,18080,18248,19429,21596,4690,60202
2007/03/13,18000,18050,17850,18000,▼100,－0.55%,18160,18305,19512,21602,4054,60202
2007/03/12,18200,18250,18100,18100,▼200,－1.09%,18160,18355,19600,21605,2488,60202
2007/03/09,18900,18900,18250,18300,0.0,0.00%,18160,18383,19728,21608,5240,60202
2007/03/08,17800,18900,17800,18300,▲200,＋1.10%,18100,18395,19798,21612,10450,60202
2007/03/07,18800,18800,18100,18100,▲100,＋0.56%,18040,18418,19878,21616,1950,60202
2007/03/06,18100,18300,17950,18000,▼100,－0.55%,18080,18460,19961,21623,702,60202
2007/03/05,17800,19800,17800,18100,▲100,＋0.56%,18140,18483,20044,21632,3655,60202
2007/03/02,17800,18100,17800,18000,0.0,0.00%,18220,18495,20128,21640,2520,60202
2007/02/28,18150,18150,17400,18000,▼300,－1.64%,18310,18523,20216,21647,2790,60202
2007/02/27,18200,18500,18100,18300,0.0,0.00%,18380,18558,20312,21653,5040,60202
2007/02/26,18550,18550,18250,18300,▼200,－1.08%,18430,18593,20412,21658,3353,60202
2007/02/23,18450,18750,18450,18500,▲50,＋0.27%,18470,18598,20557,21664,1770,60202
2007/02/22,18550,18750,18400,18450,▲100,＋0.54%,18430,18588,20730,21660,6785,60202
2007/02/21,18350,18550,18350,18350,▼200,－1.08%,18440,18573,20842,21656,5850,60202
2007/02/20,18500,18700,18200,18550,▲50,＋0.27%,18490,18560,20971,21651,1041,60202
2007/02/16,18200,18550,18100,18500,▲200,＋1.09%,18550,18593,21040,21645,2960,60202
2007/02/15,18150,18450,18150,18300,▼200,－1.08%,18650,18605,21108,21640,7132,60202
2007/02/14,18600,18900,18350,18500,▼100,－0.54%,18720,18660,21187,21635,4810,60712
2007/02/13,18800,18800,18500,18600,▼250,－1.33%,18730,18710,21265,21629,4720,61022
2007/02/12,19500,20000,18850,18850,▼150,－0.79%,18760,18755,21344,21627,16778,61532
2007/02/09,18700,19200,18700,19000,▲350,＋1.88%,18780,18803,21421,21624,2650,62242
2007/02/08,18500,18950,18400,18650,▲100,＋0.54%,18670,18843,21501,21624,2043,62232
2007/02/07,18800,18850,18400,18550,▼200,－1.07%,18610,18925,21585,21627,3590,62152
2007/02/06,18900,19200,18350,18750,▼200,－1.06%,18610,18970,21669,21634,2806,61932
2007/02/05,18600,19300,18550,18950,▲500,＋2.71%,18600,19030,21758,21629,6771,61832
2007/02/02,18350,18700,18050,18450,▲100,＋0.54%,18610,19063,21838,21621,4734,61832
2007/02/01,18600,19000,18350,18350,▼200,－1.08%,18600,19148,21947,21620,4286,61592
2007/01/31,18450,18750,18450,18550,▼150,－0.80%,18590,19260,22072,21612,3100,61512
2007/01/30,18850,19350,18550,18700,▼300,－1.58%,18510,19395,22202,21605,2721,61352
2007/01/29,18650,19400,18500,19000,▲600,＋3.26%,18390,19530,22293,21601,2600,61332
2007/01/26,18200,18500,18200,18400,▲100,＋0.55%,18430,19655,22374,21595,3120,61302
2007/01/25,18000,18500,18000,18300,▲150,＋0.83%,18500,19810,22460,21598,3910,61082
2007/01/24,18050,18500,17900,18150,▲50,＋0.28%,18720,19990,22556,21599,7730,60532
2007/01/23,18900,19000,18100,18100,▼1100,－5.73%,18990,20215,22650,21604,6770,60512
2007/01/22,20000,20350,19000,19200,▲450,＋2.40%,19270,20438,22747,21610,14170,60552
2007/01/19,19200,19400,18700,18750,▼650,－3.35%,19390,20608,22835,21606,3291,61102
2007/01/18,19500,19800,19400,19400,▼100,－0.51%,19600,20800,22944,21611,2034,61232
2007/01/17,19300,19550,19250,19500,0.0,0.00%,19780,20960,23050,21613,5458,61132
2007/01/16,19550,20200,19450,19500,▼300,－1.52%,19770,21128,23098,21613,7400,61262
2007/01/15,19700,20250,19700,19800,0.0,0.00%,19860,21285,23135,21617,3540,61252
2007/01/12,20100,20100,19750,19800,▼500,－2.46%,19820,21428,23183,21618,5180,61162
2007/01/11,19350,21150,19200,20300,▲850,＋4.37%,19890,21603,23226,21619,25110,61232
2007/01/10,19550,20200,19400,19450,▼500,－2.51%,19950,21878,23271,21615,4426,207822
2007/01/09,19450,20500,19450,19950,▲350,＋1.79%,20310,22028,23303,21624,3120,207762
2007/01/08,20150,20200,19500,19600,▼550,－2.73%,20600,22185,23317,21634,5340,207222
2007/01/05,20350,20700,19850,20150,▼450,－2.18%,20980,22360,23327,21644,5780,206582
2007/01/04,20950,21300,20500,20600,▼650,－3.06%,21250,22503,23336,21655,5980,206442
2007/01/03,21400,21700,21250,21250,▼150,－0.70%,21510,22628,23322,21661,4366,206682
2007/01/02,21500,22000,21200,21400,▼100,－0.47%,21790,22730,23354,21663,7951,206722
2006/12/28,21350,21900,21350,21500,0.0,0.00%,22020,22848,23385,21658,5580,206852
2006/12/27,21550,22000,21500,21500,▼400,－1.83%,22240,22988,23402,21658,8781,206852
2006/12/26,23000,23150,21600,21900,▼750,－3.31%,22460,23263,23436,21662,13370,206832
2006/12/22,24450,24500,22650,22650,▲100,＋0.44%,22600,23613,23454,21668,28463,208162
2006/12/21,22350,22800,22350,22550,▼50,－0.22%,22640,23738,23486,21668,8987,209412
2006/12/20,22450,22850,22450,22600,0.0,0.00%,22660,23915,23516,21667,10465,209332
2006/12/19,22700,22900,22400,22600,0.0,0.00%,22670,23920,23606,21665,8380,208952
2006/12/18,22500,23000,22500,22600,▼250,－1.09%,22810,23920,23672,21645,10850,208952
2006/12/15,22850,23300,22800,22850,▲200,＋0.88%,23450,23940,23762,21637,11170,208612
2006/12/14,22200,22950,22200,22650,0.0,0.00%,23370,23958,23787,21638,23620,208032
2006/12/13,23300,24000,22400,22650,▼650,－2.79%,23460,23993,23763,21653,29752,206692
2006/12/12,25800,25900,23200,23300,▼2500,－9.69%,23550,24033,23693,21677,45497,207162
2006/12/11,22450,25800,22200,25800,▲3350,＋14.92%,23490,24058,23611,21700,90265,207462
2006/12/08,23150,23200,22300,22450,▼650,－2.81%,22950,23953,23488,21713,16284,206862
2006/12/07,23400,24000,23100,23100,0.0,0.00%,23120,24010,23427,21760,21457,206792
2006/12/06,23000,23300,22800,23100,▲100,＋0.43%,23250,24060,23354,21802,11650,205702
2006/12/05,23100,23450,23000,23000,▼100,－0.43%,23490,24090,23286,21861,18913,207082
2006/12/04,23300,23600,23000,23100,▼200,－0.86%,24290,24190,23220,21918,22058,208192
2006/12/01,23500,24250,23300,23300,▼450,－1.89%,25450,24328,23152,21993,34098,208762
2006/11/30,24100,25000,23300,23750,▼550,－2.26%,25820,24480,23078,22053,58465,207332
2006/11/29,26600,26900,23750,24300,▼2700,－10.00%,26290,24500,22993,22079,92208,205672
2006/11/28,28500,30000,25000,27000,▼1900,－6.57%,25970,24480,22905,22102,200785,205602
2006/11/27,28450,28900,27200,28900,▲3750,＋14.91%,25090,24308,22772,22110,133693,205632
2006/11/24,28700,29700,24350,25150,▼950,－3.64%,23910,24065,22590,22102,209098,206132
2006/11/23,22500,26100,22500,26100,▲3400,＋14.98%,23520,23998,22471,22123,137076,206582
2006/11/22,23200,23200,22600,22700,▲100,＋0.44%,22970,23888,22332,22143,7742,205602
2006/11/21,22400,23000,22300,22600,▼400,－1.74%,23120,23978,22249,22193,11180,205522
2006/11/20,23300,23500,22700,23000,▼200,－0.86%,23360,24113,22173,22235,6271,204652
2006/11/17,23350,23400,23000,23200,▼150,－0.64%,23500,24250,22084,22267,8402,205462
2006/11/16,23350,23950,23250,23350,▼100,－0.43%,23580,24210,21993,22302,9057,204992
2006/11/15,24150,24150,23450,23450,▼350,－1.47%,23730,24128,21909,22332,7386,204642
2006/11/14,24300,24400,23500,23800,▲100,＋0.42%,23780,24088,21827,22363,8300,204872
2006/11/13,23700,24000,23000,23700,▲100,＋0.42%,24020,24018,21748,22386,12500,204922
