[일시]수출포장,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2000/09/21,8780,9790,8450,9790,▲1270,＋14.91%,8674,8433,7879,8496,743180,30214
2000/09/20,8650,8950,8310,8520,▲270,＋3.27%,8476,8335,7844,8519,76140,30214
2000/09/19,8000,8500,7850,8250,▲250,＋3.13%,8516,8316,7828,8552,121300,30254
2000/09/18,8800,8800,7600,8000,▼810,－9.19%,8528,8310,7816,8588,124700,30254
2000/09/15,8610,9380,8610,8810,▲10,＋0.11%,8688,8317,7807,8624,208430,30254
2000/09/14,8720,8960,8450,8800,▲80,＋0.92%,8692,8267,7788,8659,80620,30254
2000/09/08,8400,8900,8230,8720,▲410,＋4.93%,8630,8197,7770,8697,176840,31784
2000/09/07,8800,9300,8310,8310,▼490,－5.57%,8506,8118,7759,8733,166310,31784
2000/09/06,8930,9200,8630,8800,▼30,－0.34%,8460,8064,7754,8772,205380,31784
2000/09/05,8510,9010,8460,8830,▲340,＋4.00%,8314,7983,7739,8800,268650,31784
2000/09/04,7910,8560,7910,8490,▲390,＋4.81%,8248,7900,7719,8827,223210,31784
2000/09/01,8150,8200,7950,8100,▲20,＋0.25%,8210,7865,7708,8857,46780,31784
2000/08/31,8020,8200,7850,8080,▲10,＋0.12%,8248,7850,7708,8889,60420,31789
2000/08/30,8430,8490,8070,8070,▼430,－5.06%,8222,7836,7708,8923,72000,31789
2000/08/29,8400,8500,8200,8500,▲200,＋2.41%,8218,7801,7699,8955,116870,62429
2000/08/28,8250,8440,8110,8300,▲10,＋0.12%,8118,7732,7685,8983,50050,62429
2000/08/25,7980,8430,7940,8290,▲340,＋4.28%,8022,7675,7675,9013,112460,62349
2000/08/24,8050,8050,7800,7950,▼100,－1.24%,7992,7618,7660,9038,49060,62349
2000/08/23,8000,8080,7910,8050,▲50,＋0.63%,8030,7578,7645,9065,80140,62189
2000/08/22,7900,8050,7820,8000,▲180,＋2.30%,8048,7525,7629,9093,80280,62149
2000/08/21,8020,8190,7800,7820,▼320,－3.93%,8008,7461,7627,9132,80450,62029
2000/08/18,8290,8550,8010,8140,0.0,0.00%,7924,7424,7622,9159,321040,62029
2000/08/17,8200,8300,8020,8140,0.0,0.00%,7726,7368,7610,9184,123490,62029
2000/08/16,8010,8250,7900,8140,▲340,＋4.36%,7542,7321,7594,9212,204500,62029
2000/08/14,7770,8000,7600,7800,▲400,＋5.41%,7352,7292,7583,9242,147710,61829
2000/08/11,7300,7600,7300,7400,▲250,＋3.50%,7226,7283,7578,9274,107710,61789
2000/08/10,7270,7270,7060,7150,▼70,－0.97%,7302,7306,7587,9308,100720,61789
2000/08/09,7230,7300,7160,7220,▲30,＋0.42%,7432,7337,7623,9343,95460,61789
2000/08/08,7120,7500,7120,7190,▲20,＋0.28%,7548,7365,7659,9388,53180,61569
2000/08/07,7780,7780,7170,7170,▼610,－7.84%,7584,7426,7703,9433,52660,61569
2000/08/04,8000,8050,7720,7780,▼20,－0.26%,7576,7477,7754,9482,95120,61569
2000/08/03,7990,8110,7640,7800,0.0,0.00%,7450,7482,7795,9526,111980,61569
2000/08/02,7500,8280,7370,7800,▲430,＋5.83%,7322,7474,7836,9573,195560,61569
2000/08/01,7250,7410,7060,7370,▲240,＋3.37%,7192,7481,7881,9620,59610,61529
2000/07/31,7110,7250,7050,7130,▼20,－0.28%,7116,7503,7930,9677,34410,61529
2000/07/28,7250,7450,7130,7150,▼10,－0.14%,7034,7533,7978,9733,47520,61589
2000/07/27,7200,7220,7050,7160,▲10,＋0.14%,7020,7564,8014,9786,26180,61109
2000/07/26,7300,7390,7150,7150,▲160,＋2.29%,6992,7605,8048,9844,62760,61109
2000/07/25,6900,6990,6670,6990,▲270,＋4.02%,7002,7641,8079,9903,36580,60809
2000/07/24,7100,7100,6720,6720,▼360,－5.08%,7114,7694,8115,9956,42320,60669
2000/07/21,7050,7460,7050,7080,▲60,＋0.85%,7296,7743,8156,10004,41930,60669
2000/07/20,7190,7190,6900,7020,▼180,－2.50%,7452,7774,8188,10051,44320,60669
2000/07/19,7620,7620,7110,7200,▼350,－4.64%,7602,7800,8224,10098,56290,60949
2000/07/18,7660,7760,7500,7550,▼80,－1.05%,7718,7818,8258,10149,53820,60949
2000/07/14,7960,7960,7620,7630,▼230,－2.93%,7888,7811,8274,10193,72240,60949
2000/07/13,7920,7920,7700,7860,▲90,＋1.16%,8002,7814,8287,10238,80020,60949
2000/07/12,7940,8080,7750,7770,▼10,－0.13%,8006,7806,8321,10276,70710,50949
2000/07/11,8500,8580,7500,7780,▼620,－7.38%,7978,7823,8362,10313,169000,59449
2000/07/10,8490,8490,8210,8400,▲200,＋2.44%,8012,7834,8405,10341,163950,59449
2000/07/07,8000,8700,7950,8200,▲320,＋4.06%,7892,7809,8450,10362,294180,59149
2000/07/06,7710,7950,7600,7880,▲250,＋3.28%,7798,7780,8501,10385,144700,59149
2000/07/05,7860,7950,7580,7630,▼320,－4.03%,7778,7778,8548,10411,98190,59149
2000/07/04,7990,8060,7820,7950,▲150,＋1.92%,7848,7802,8590,10438,182720,59149
2000/07/03,7700,7980,7700,7800,▲70,＋0.91%,7830,7808,8644,10464,145130,59149
2000/06/30,7710,7820,7650,7730,▼50,－0.64%,7880,7793,8706,10493,51680,59149
2000/06/29,7980,8000,7740,7780,▼200,－2.51%,7874,7792,8763,10524,63410,59149
2000/06/28,7900,7990,7790,7980,▲120,＋1.53%,7858,7788,8826,10558,95320,59149
2000/06/27,8200,8270,7850,7860,▼190,－2.36%,7770,7756,8895,10590,103350,59149
2000/06/26,7800,8050,7750,8050,▲350,＋4.55%,7712,7716,8970,10620,176230,59149
2000/06/23,7890,8000,7610,7700,0.0,0.00%,7584,7669,9036,10657,219100,59149
2000/06/22,7550,7990,7520,7700,▲160,＋2.12%,7582,7679,9114,10703,93190,59149
2000/06/21,7500,7700,7500,7540,▼30,－0.40%,7582,7669,9194,10735,74580,59149
2000/06/20,7250,7600,7250,7570,▲160,＋2.16%,7694,7662,9277,10783,47650,59149
2000/06/19,7300,7640,7300,7410,▼280,－3.64%,7780,7643,9359,10835,62640,59149
2000/06/16,7400,7690,7400,7690,▼10,－0.13%,7878,7648,9441,10893,119270,59149
2000/06/15,8150,8150,7700,7700,▼400,－4.94%,7864,7638,9530,10949,111490,59149
2000/06/14,8200,8360,7730,8100,▲100,＋1.25%,7894,7649,9624,11008,262900,59149
2000/06/13,8200,8300,7900,8000,▲100,＋1.27%,7894,7708,9707,11061,477600,59149
2000/06/12,7650,7960,7450,7900,▲280,＋3.67%,7910,7778,9790,11105,189860,59149
2000/06/09,7700,7950,7530,7620,▼230,－2.93%,7830,7875,9860,11150,205620,59149
2000/06/08,8250,8500,7620,7850,▼250,－3.09%,7846,8004,9935,11195,213920,59149
2000/06/07,8300,8300,7900,8100,▲20,＋0.25%,7816,8124,10007,11234,181190,59149
2000/06/05,7500,8200,7500,8080,▲580,＋7.73%,7666,8234,10070,11288,210450,59149
2000/06/02,7700,7940,7500,7500,▼200,－2.60%,7462,8355,10138,11341,119250,59149
2000/06/01,7820,8000,7480,7700,0.0,0.00%,7382,8495,10211,11394,90730,59149
2000/05/31,7460,7960,7400,7700,▲350,＋4.76%,7422,8609,10281,11439,210850,59149
2000/05/30,7150,7590,7150,7350,▲290,＋4.11%,7382,8689,10351,11481,100400,59149
2000/05/29,6500,7290,6500,7060,▼40,－0.56%,7392,8783,10416,11525,111690,59219
2000/05/26,7600,7800,7100,7100,▼800,－10.13%,7420,8880,10486,11575,115810,59219
2000/05/25,7500,8240,7500,7900,▲400,＋5.33%,7500,8983,10556,11638,297050,59219
2000/05/24,7400,7660,6950,7500,▲100,＋1.35%,7420,9048,10636,11691,143230,59219
2000/05/23,7200,7470,7030,7400,▲200,＋2.78%,7504,9123,10695,11742,61790,59219
2000/05/22,7700,7950,7150,7200,▼300,－4.00%,7880,9212,10759,11794,263570,59219
2000/05/19,7200,7900,7060,7500,0.0,0.00%,8320,9312,10830,11855,178380,59249
2000/05/18,7500,7900,7160,7500,▼420,－5.30%,8788,9362,10900,11912,87000,59249
2000/05/17,9010,9210,7910,7920,▼1360,－14.66%,9328,9408,10969,11965,125970,59249
2000/05/16,9200,9680,8810,9280,▼120,－1.28%,9794,9507,11029,12014,106960,59499
2000/05/15,9500,9830,9300,9400,▼440,－4.47%,9998,9556,11063,12045,257410,59599
2000/05/12,10200,10400,9720,9840,▼360,－3.53%,10218,9603,11118,12078,241800,59699
2000/05/10,10250,10500,10000,10200,▼50,－0.49%,10310,9666,11162,12110,287530,59849
2000/05/09,10500,11050,10250,10250,▼50,－0.49%,10264,9719,11210,12142,525510,59999
2000/05/08,10400,10600,10100,10300,▼200,－1.90%,10076,9741,11258,12177,290880,60119
2000/05/04,10500,10700,10000,10500,▲200,＋1.94%,9862,9734,11310,12208,463410,60239
2000/05/03,10100,10750,9920,10300,▲330,＋3.31%,9562,9769,11358,12232,507920,60319
2000/05/02,9350,10650,9270,9970,▲660,＋7.09%,9332,9829,11423,12254,748440,60519
2000/04/28,9500,9680,9210,9310,▲80,＋0.87%,9178,9890,11488,12282,557070,60679
2000/04/27,8950,9600,8800,9230,▲230,＋2.56%,9118,10002,11558,12315,725600,60679
2000/04/26,9230,9300,8600,9000,▼150,－1.64%,9108,10146,11639,12353,308930,60679
2000/04/25,9600,9700,9100,9150,▼50,－0.54%,9148,10313,11727,12382,215500,60679
2000/04/24,8990,9650,8760,9200,▲190,＋2.11%,9018,10456,11797,12409,238480,60679
2000/04/21,9300,9300,8890,9010,▼170,－1.85%,8862,10616,11852,12428,98830,60679
2000/04/20,9250,9350,8900,9180,▼20,－0.22%,9040,10790,11913,12448,212020,60679
2000/04/19,9200,9370,8500,9200,▲700,＋8.24%,9254,10956,11972,12469,459350,60679
2000/04/18,8730,9000,8250,8500,▲80,＋0.95%,9484,11121,12040,12484,121070,60679
2000/04/17,8610,9300,8420,8420,▼1480,－14.95%,10004,11314,12112,12505,73570,60679
2000/04/14,10000,10250,9350,9900,▼350,－3.41%,10570,11543,12188,12530,59540,60679
2000/04/12,10400,10500,10100,10250,▼100,－0.97%,10730,11715,12232,12538,16830,60679
2000/04/11,10800,11300,10300,10350,▼750,－6.76%,10710,11858,12263,12544,29940,60679
2000/04/10,11200,11500,10800,11100,▼150,－1.33%,10880,11990,12278,12555,93120,60679
2000/04/07,11000,11300,10400,11250,▲550,＋5.14%,10960,12040,12273,12562,105900,60679
2000/04/06,10300,11000,9500,10700,▲550,＋5.42%,10950,12083,12269,12567,302720,60679
2000/04/04,10800,11900,10150,10150,▼1050,－9.38%,11120,12155,12274,12573,25260,60679
2000/04/03,11500,11500,11000,11200,▼300,－2.61%,11510,12243,12287,12583,14750,60679
2000/03/31,11600,11700,11200,11500,▲300,＋2.68%,11740,12290,12283,12587,30750,60679
2000/03/30,11600,11700,11000,11200,▼350,－3.03%,11840,12310,12280,12588,21720,60679
2000/03/29,12050,12450,11500,11550,▼550,－4.55%,12080,12345,12285,12588,83960,60679
2000/03/28,12400,12400,12100,12100,▼250,－2.02%,12270,12363,12289,12580,13060,40679
2000/03/27,12400,12750,12100,12350,▲350,＋2.92%,12350,12320,12284,12571,27790,40679
2000/03/24,12100,12850,12000,12000,▼400,－3.23%,12380,12265,12270,12568,32890,40679
2000/03/23,12200,12700,11850,12400,▼100,－0.80%,12450,12230,12278,12560,42260,40679
2000/03/22,12600,12650,12000,12500,0.0,0.00%,12570,12245,12293,12555,39280,40679
2000/03/21,12200,12800,12100,12500,0.0,0.00%,12740,12173,12277,12549,12780,40679
2000/03/20,12200,12650,11900,12500,▲150,＋1.21%,12860,12108,12290,12547,38390,40679
2000/03/17,13200,13200,12350,12350,▼650,－5.00%,12960,12058,12312,12548,21050,40679
2000/03/16,13700,14100,12500,13000,▼350,－2.62%,12910,12025,12346,12553,68290,40679
2000/03/15,12800,13400,12700,13350,▲250,＋1.91%,12730,11958,12369,12551,47810,40679
2000/03/14,13200,13300,12500,13100,▲100,＋0.77%,12490,11865,12392,12541,78710,42179
2000/03/13,12500,13200,12200,13000,▲900,＋7.44%,12250,11775,12415,12537,98100,42179
2000/03/10,12000,13400,11700,12100,0.0,0.00%,12080,11760,12420,12533,96820,42179
2000/03/09,12200,12300,11600,12100,▼50,－0.41%,12040,11780,12440,12534,93640,42179
2000/03/08,12000,12300,11600,12150,▲250,＋2.10%,12000,11830,12454,12545,44770,45279
2000/03/07,12500,12700,11900,11900,▼250,－2.06%,11950,11878,12462,12559,43380,45279
2000/03/06,12100,12400,11600,12150,▲250,＋2.10%,11820,11953,12505,12569,50420,45279
2000/03/03,12500,12550,11700,11900,0.0,0.00%,11640,12015,12544,12580,17170,45279
2000/03/02,11500,12750,11500,11900,0.0,0.00%,11520,12130,12576,12590,50950,45279
2000/02/29,12200,12200,10100,11900,▲650,＋5.78%,11680,12230,12596,12593,45920,45279
2000/02/28,11450,11650,11000,11250,0.0,0.00%,11510,12310,12611,12593,16750,45279
2000/02/25,11300,11500,11100,11250,▼50,－0.44%,11500,12453,12633,12602,11870,45279
2000/02/24,12500,12500,11000,11300,▼1400,－11.02%,11550,12603,12664,12604,21270,45279
2000/02/23,11100,12700,11000,12700,▲1650,＋14.93%,11630,12705,12721,12610,78500,45279
2000/02/22,11500,11750,10600,11050,▼150,－1.34%,11420,12695,12745,12605,26660,45279
2000/02/21,11500,11500,10050,11200,▼300,－2.61%,11510,12778,12788,12618,44150,45279
2000/02/18,11800,11800,10900,11500,▼200,－1.71%,11530,12853,12830,12631,47050,45279
2000/02/17,11600,11900,11200,11700,▲50,＋0.43%,11770,12943,12879,12645,17470,45279
2000/02/16,11400,11800,10800,11650,▲150,＋1.30%,11930,12998,12924,12658,16140,45279
2000/02/15,11100,11600,10700,11500,▲200,＋1.77%,12220,13065,12961,12675,29330,45279
2000/02/14,11400,12000,11300,11300,▼1400,－11.02%,12540,13115,12998,12690,26910,45239
2000/02/11,12100,12700,10800,12700,▲200,＋1.60%,12960,13158,13027,12698,42630,45239
2000/02/10,12850,12850,12100,12500,▼600,－4.58%,13100,13083,13038,12693,36230,45239
2000/02/09,13500,13500,12800,13100,0.0,0.00%,13440,13000,13058,12693,34930,45239
2000/02/08,13400,13500,12500,13100,▼300,－2.24%,13600,12895,13073,12695,62000,45239
2000/02/07,13400,13800,13050,13400,0.0,0.00%,13680,12790,13097,12700,33530,45239
2000/02/03,14200,14500,13400,13400,▼800,－5.63%,13820,12665,13107,12705,16060,45239
2000/02/02,13500,14450,13500,14200,▲300,＋2.16%,13990,12545,13107,12710,42890,45239
2000/02/01,13700,14000,13200,13900,▲400,＋2.96%,13820,12400,13085,12710,33860,45239
2000/01/31,13900,14150,13250,13500,▼600,－4.26%,13540,12280,13075,12721,26640,45239
2000/01/28,14200,14700,13550,14100,▼150,－1.05%,13380,12195,13072,12730,95350,45239
2000/01/27,13500,14850,13100,14250,▲900,＋6.74%,13100,12080,13067,12737,200380,45239
2000/01/26,12300,13500,12300,13350,▲850,＋6.80%,12910,11943,13038,12747,51620,45239
2000/01/25,12700,12800,12200,12500,▼200,－1.57%,12800,11900,13022,12763,35350,45239
2000/01/24,12700,12700,12000,12700,0.0,0.00%,12900,11938,13005,12787,62230,45239
2000/01/21,13000,13600,12100,12700,▼600,－4.51%,12860,11880,12983,12810,181230,45239
2000/01/20,12500,14500,11750,13300,▲500,＋3.91%,12750,11910,12966,12833,261300,45239
2000/01/19,12500,13450,12350,12800,▼200,－1.54%,12330,11935,12928,12848,85480,45119
2000/01/18,12700,13700,12400,13000,▲500,＋4.00%,11940,12015,12898,12868,209650,45119
2000/01/17,12300,12500,11850,12500,▲350,＋2.88%,11540,12085,12872,12880,90350,45079
2000/01/14,11500,12300,11250,12150,▲950,＋8.48%,11240,12195,12845,12910,132980,44959
2000/01/13,11150,11600,10850,11200,▲350,＋3.23%,10990,12313,12824,12953,54490,111229
2000/01/12,11200,11300,10800,10850,▼150,－1.36%,10950,12418,12833,13005,10240,111229
2000/01/11,11100,11400,10900,11000,0.0,0.00%,11040,12540,12850,13068,23880,111229
2000/01/10,10900,11300,10900,11000,▲100,＋0.92%,11140,12638,12865,13130,15750,111229
2000/01/07,10550,11400,10550,10900,▼100,－0.91%,11300,12718,12871,13198,6730,111229
2000/01/06,11900,11900,11000,11000,▼300,－2.65%,11480,12898,12879,13263,9050,111069
2000/01/05,11500,11950,11050,11300,▼200,－1.74%,11580,13073,12891,13334,12870,111069
2000/01/04,10300,11800,10300,11500,▼300,－2.54%,11820,13198,12895,13413,13140,111069
1999/12/28,11500,12200,10450,11800,0.0,0.00%,12170,13278,12892,13476,24270,111069
1999/12/27,11900,12600,11500,11800,▲300,＋2.61%,12120,13328,12870,13536,129130,111069
1999/12/24,12000,12500,11250,11500,▼1000,－8.00%,12420,13368,12858,13593,23220,111069
1999/12/23,12850,12850,11950,12500,▼750,－5.66%,12880,13448,12865,13650,48440,111069
1999/12/22,11500,13250,11450,13250,▲1700,＋14.72%,13260,13558,12842,13700,26740,111029
1999/12/21,13000,13400,11550,11550,▼1750,－13.16%,13490,13603,12818,13748,38120,111029
1999/12/20,13100,13500,13100,13300,▼500,－3.62%,14120,13708,12821,13810,46460,111029
1999/12/17,14600,15000,13000,13800,▼600,－4.17%,14360,13728,12804,13859,70760,111029
1999/12/16,14500,16200,14000,14400,0.0,0.00%,14260,13760,12784,13893,154490,111029
1999/12/15,15000,15300,13600,14400,▼300,－2.04%,14040,13760,12761,13919,47050,111029
1999/12/14,14700,15300,14200,14700,▲200,＋1.38%,13750,13733,12733,13947,149880,106029
1999/12/13,14000,14700,13600,14500,▲1200,＋9.02%,13330,13685,12690,13968,111140,84759
1999/12/10,12400,13700,12400,13300,0.0,0.00%,13330,13610,12658,13995,10470,44759
1999/12/09,12400,13400,12400,13300,▲350,＋2.70%,13570,13615,12645,14029,52550,44759
1999/12/08,12600,13500,11750,12950,▲350,＋2.78%,13670,13635,12628,14067,23670,44759
1999/12/07,14300,14300,12600,12600,▼1900,－13.10%,13700,13688,12637,14104,44090,44619
1999/12/06,14500,15000,14000,14500,0.0,0.00%,13740,13783,12657,14149,109960,44619
1999/12/03,13500,14800,13500,14500,▲700,＋5.07%,13360,13758,12633,14179,58120,44539
1999/12/02,13100,13850,13100,13800,▲700,＋5.34%,13080,13703,12615,14206,41510,44499
1999/12/01,12650,13300,12650,13100,▲300,＋2.34%,13260,13658,12605,14233,47950,44499
1999/11/30,12600,13050,12600,12800,▲200,＋1.59%,13470,13668,12590,14269,52900,44499
1999/11/29,13200,13500,12550,12600,▼500,－3.82%,13640,13693,12575,14304,78170,44499
1999/11/26,14750,15700,13100,13100,▼1600,－10.88%,13860,13753,12570,14342,162960,44499
1999/11/25,14150,14700,14050,14700,▲550,＋3.89%,14130,13723,12543,14375,110590,44499
1999/11/24,13700,14400,13700,14150,▲500,＋3.66%,14070,13608,12498,14396,70100,44459
1999/11/23,13500,14100,13500,13650,▼50,－0.36%,14010,13475,12464,14426,32150,44459
1999/11/22,14250,14500,13700,13700,▼750,－5.19%,14030,13363,12448,14459,45390,44299
1999/11/19,14550,14900,14400,14450,▲50,＋0.35%,13890,13260,12433,14485,208740,44299
1999/11/18,13650,14950,13500,14400,▲550,＋3.97%,13680,13090,12411,14511,151380,43979
1999/11/17,13500,13900,13500,13850,▲100,＋0.73%,13540,12920,12393,14532,65090,43619
1999/11/16,12800,13750,12800,13750,▲750,＋5.77%,13570,12798,12390,14558,65450,43539
1999/11/15,13900,13900,13000,13000,▼400,－2.99%,13720,12655,12383,14588,52230,43539
1999/11/12,13800,14100,13300,13400,▼300,－2.19%,13920,12550,12369,14625,45890,43539
1999/11/11,14300,14300,13400,13700,▼300,－2.14%,13920,12468,12348,14661,84600,43539
1999/11/10,14450,14450,13750,14000,▼500,－3.45%,13760,12375,12328,14694,47950,43539
1999/11/09,13700,14500,13700,14500,▲500,＋3.57%,13620,12270,12318,14719,77230,43539
1999/11/08,13450,14100,13200,14000,▲600,＋4.48%,13380,12113,12303,14738,159100,43219
1999/11/05,13000,13650,12800,13400,▲500,＋3.88%,13340,11983,12303,14760,118750,43219
1999/11/04,13100,13700,12800,12900,▼400,－3.01%,13160,11898,12313,14791,100970,43219
1999/11/03,13500,13600,12850,13300,0.0,0.00%,13060,11830,12336,14821,52090,43059
1999/11/02,13800,13800,13000,13300,▼500,－3.62%,12700,11730,12368,14848,64090,43059
1999/11/01,13300,13850,12600,13800,▲1300,＋10.40%,12320,11590,12388,14886,120170,43059
1999/10/29,12450,13100,12100,12500,▲100,＋0.81%,11890,11455,12407,14924,164130,43059
1999/10/28,11800,12400,11700,12400,▲900,＋7.83%,11600,11425,12457,14982,114320,43059
1999/10/27,11500,11800,11100,11500,▲100,＋0.88%,11320,11360,12505,15045,17840,43059
1999/10/26,11150,11500,11100,11400,▼250,－2.15%,11300,11375,12568,15120,7120,43059
1999/10/25,11150,11650,10750,11650,▲600,＋5.43%,11200,11393,12637,15187,69860,43059
1999/10/22,11400,11400,10700,11050,▲50,＋0.45%,11050,11425,12701,15257,12310,43059
1999/10/21,12100,12100,11000,11000,▼400,－3.51%,11190,11503,12768,15325,10550,43059
1999/10/20,11000,11500,11000,11400,▲500,＋4.59%,11360,11603,12838,15388,24180,43059
1999/10/19,11300,11300,10700,10900,0.0,0.00%,11460,11668,12889,15441,14610,43059
1999/10/18,11100,11500,10800,10900,▼850,－7.23%,11550,11730,12974,15498,19380,43059
1999/10/15,12200,12200,11450,11750,▼100,－0.84%,11650,11815,13083,15563,39840,43059
1999/10/14,11800,12100,11400,11850,▼50,－0.42%,11640,11853,13178,15611,50860,43059
1999/10/13,11450,11950,11100,11900,▲550,＋4.85%,11580,11875,13287,15660,53290,72269
1999/10/12,10800,11600,10800,11350,▼50,－0.44%,11460,11953,13395,15705,36650,72269
1999/10/11,11600,11600,11200,11400,▼300,－2.56%,11290,12075,13525,15753,15740,72269
1999/10/08,11350,11700,11100,11700,▲150,＋1.30%,11230,12160,13647,15807,19720,72249
1999/10/07,11000,11550,10600,11550,▲250,＋2.21%,11270,12245,13777,15862,22170,72249
1999/10/06,10050,11300,10000,11300,▲800,＋7.62%,11180,12328,13931,15907,36550,72149
1999/10/05,9650,11250,9650,10500,▼600,－5.41%,11280,12373,14061,15957,30190,72059
1999/10/04,11200,11700,11100,11100,▼800,－6.72%,11530,12443,14203,16017,28090,71689
1999/10/01,11050,11900,10300,11900,▲800,＋7.21%,11770,12503,14328,16058,26130,71689
1999/09/30,11700,12200,11100,11100,▼700,－5.93%,11910,12483,14434,16091,37430,71289
1999/09/29,12300,12500,11800,11800,▲50,＋0.43%,12290,12528,14558,16130,22390,70969
1999/09/28,12300,12700,11700,11750,▼550,－4.47%,12470,12543,14679,16165,27960,70869
1999/09/27,12700,12700,12100,12300,▼300,－2.38%,12550,12588,14800,16201,12990,70769
1999/09/22,12500,13000,12500,12600,▼400,－3.08%,12610,12613,14913,16232,30940,70769
1999/09/21,13000,13400,12800,13000,▲300,＋2.36%,12590,12640,15002,16255,79580,70769
1999/09/20,12050,12750,12050,12700,▲550,＋4.53%,12450,12655,15077,16273,30310,70749
1999/09/17,12000,12500,11500,12150,▼450,－3.57%,12600,12705,15162,16293,19210,70709
1999/09/16,12800,12800,12400,12600,▲100,＋0.80%,12930,12763,15247,16313,14570,70678
1999/09/15,12950,12950,12500,12500,▲200,＋1.63%,13030,12743,15331,16325,35860,70618
1999/09/14,13450,13450,12000,12300,▼1150,－8.55%,13210,12725,15413,16333,63420,84078
1999/09/13,14000,14100,13200,13450,▼350,－2.54%,13390,12733,15506,16340,38020,108148
1999/09/10,13100,13900,13100,13800,▲700,＋5.34%,13140,12730,15572,16338,66760,107988
1999/09/09,13800,13800,12700,13100,▼300,－2.24%,12760,12720,15642,16335,44440,107948
1999/09/08,13200,14000,13200,13400,▲200,＋1.52%,12600,12765,15725,16336,144260,107988
1999/09/07,12400,13700,12200,13200,▲1000,＋8.20%,12220,12795,15797,16337,72840,107988
1999/09/06,11500,12400,11500,12200,▲300,＋2.52%,11980,12850,15862,16338,15020,107988
1999/09/03,12200,12550,11900,11900,▼400,－3.25%,11960,13000,15948,16345,24510,107988
