[일시]롯데푸드,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2012/11/16,677191,686977,654683,686977,0.0,0.00%,713791,709142,603576,556664,13227,143997
2012/11/15,714378,716335,675234,686977,▼37187,－5.14%,712421,707968,600037,555213,12159,145131
2012/11/14,741779,741779,717314,724164,▼17615,－2.37%,713204,707136,596522,553737,4125,146322
2012/11/13,731993,751565,721228,741779,▲12722,＋1.74%,708898,704445,592387,551951,10885,148312
2012/11/12,683063,732971,683063,729057,▲48930,＋7.19%,703222,699650,588082,549847,14097,151972
2012/11/09,685020,692849,668384,680127,▼10765,－1.56%,700286,695002,584200,547702,4834,154049
2012/11/08,697742,700678,684041,690892,▼11743,－1.67%,707528,692213,581313,545998,5154,154502
2012/11/07,710464,711442,695785,702635,▼10765,－1.51%,713008,686977,577986,544326,3709,156764
2012/11/06,706549,714378,704592,713399,▼979,－0.14%,715552,681448,574495,542573,2044,157120
2012/11/05,714378,715357,694806,714378,▼1957,－0.27%,712812,675674,570891,540697,5320,156839
2012/11/02,720250,720250,687956,716335,▼1957,－0.27%,711834,670341,567115,538886,4284,157491
2012/11/01,710464,722207,703613,718292,▲2936,＋0.41%,709485,663246,563250,537158,4309,158454
2012/10/31,701656,717314,694806,715357,▲15658,＋2.24%,708702,656053,559433,535364,7189,160444
2012/10/30,702635,712421,691870,699699,▼9786,－1.38%,711051,648127,555975,533467,3706,160770
2012/10/29,697742,711442,693827,709485,▲4893,＋0.69%,714574,641081,552632,531828,6612,160740
2012/10/26,699699,707528,668384,704592,▼9786,－1.37%,710659,632812,549125,529928,9678,163082
2012/10/25,727100,727100,700678,714378,▼12722,－1.75%,702439,624347,545651,528106,7139,163625
2012/10/24,713399,732971,702635,727100,▲9786,＋1.36%,693632,615784,541883,526079,5918,165115
2012/10/23,688934,730036,685020,717314,▲27401,＋3.97%,682280,606585,537920,523918,13780,165677
2012/10/22,651748,691870,649790,689913,▲26422,＋3.98%,667992,597582,534055,521871,6068,166195
2012/10/19,672298,672298,640983,663491,▼6850,－1.02%,657228,589509,530703,520053,8506,167701
2012/10/18,674255,699699,647833,670341,0.0,0.00%,649399,582756,527881,518442,15428,171018
2012/10/17,645876,670341,637069,670341,▲24465,＋3.79%,632567,575906,524913,516689,8176,172649
2012/10/16,637069,662512,621411,645876,▲9786,＋1.54%,616909,569007,521944,514939,8019,175450
2012/10/15,621411,636090,615539,636090,▲11743,＋1.88%,607319,563380,519498,513418,4890,178339
2012/10/12,582267,626304,579331,624347,▲38165,＋6.51%,601643,558830,517084,511983,6537,179260
2012/10/11,583246,592053,572481,586181,▼5872,－0.99%,591662,554768,514825,510654,6209,179315
2012/10/10,591074,594010,578353,592053,▼5872,－0.98%,589313,551930,513276,509651,3781,180102
2012/10/09,607711,607711,587160,597925,▼9786,－1.61%,582267,548505,511563,508574,4516,180484
2012/10/08,579331,609668,579331,607711,▲33272,＋5.79%,574438,544689,509549,507445,9945,181311
2012/10/05,569545,577374,569545,574438,0.0,0.00%,561716,540089,507738,506234,4278,180528
2012/10/04,557802,575417,552909,574438,▲17615,＋3.16%,553888,537007,506646,505280,6305,180264
2012/10/02,552909,558781,546059,556823,▼1957,－0.35%,547625,533875,505879,504326,2314,179776
2012/09/28,543123,558781,537251,558781,▲14679,＋2.70%,544884,530939,505243,503441,6264,179928
2012/09/27,526487,544102,519637,544102,▲8807,＋1.65%,540579,527465,504460,502597,7119,176792
2012/09/26,531380,542144,523551,535294,▼7829,－1.44%,537447,524725,503710,501875,3296,176513
2012/09/25,542144,547037,536273,543123,0.0,0.00%,536077,522621,503172,501292,2554,176752
2012/09/24,541166,546059,533337,543123,▲5872,＋1.09%,534120,519906,502601,500680,4841,177285
2012/09/21,532358,550952,526487,537251,▲8807,＋1.67%,531967,517215,502193,500008,6513,176989
2012/09/20,520615,532358,518658,528444,0.0,0.00%,531184,514817,501899,499396,4221,176220
2012/09/19,532358,534316,524530,528444,▼4893,－0.92%,534511,512077,501720,498662,4199,176404
2012/09/18,537251,542144,524530,533337,▲979,＋0.18%,537447,509386,501883,497899,3858,176958
2012/09/17,525508,537251,512786,532358,▼979,－0.18%,536664,506523,502128,496982,5247,176909
2012/09/14,540187,546059,521594,533337,▼11743,－2.15%,534903,503710,502372,496052,7926,176868
2012/09/13,543123,545080,532358,545080,▲1957,＋0.36%,532554,501214,502780,495115,3766,176511
2012/09/12,530401,551930,524530,543123,▲13700,＋2.59%,526683,498768,502960,494038,3517,175850
2012/09/11,516701,532358,516701,529423,▲5872,＋1.12%,520615,496958,503123,493096,3254,175840
2012/09/10,524530,524530,512786,523551,▲1957,＋0.38%,517092,495049,503482,492297,3285,176295
2012/09/07,513765,521594,507893,521594,▲5872,＋1.14%,512004,493532,503791,491530,2622,175168
2012/09/06,509851,522572,505936,515722,▲2936,＋0.57%,505545,492309,504069,490890,4731,175448
2012/09/05,509851,519637,504958,512786,▲979,＋0.19%,500260,490915,504264,490148,5497,176830
2012/09/04,494193,520615,494193,511808,▲13700,＋2.75%,496346,489496,504525,489426,9243,179028
2012/09/03,485875,502022,484896,498107,▲8807,＋1.80%,491746,488370,504705,488692,8106,181364
2012/08/31,484896,495172,484896,489300,0.0,0.00%,489985,488860,505308,488089,2470,184286
2012/08/30,490279,496150,484896,489300,▼3914,－0.79%,489985,489349,506026,487551,1947,184727
2012/08/29,485386,495172,483428,493214,▲4404,＋0.90%,486853,489838,506792,487008,2855,185717
2012/08/28,485386,491257,484407,488811,▼489,－0.10%,483135,489985,507429,486421,3977,186889
2012/08/27,489300,493214,485386,489300,0.0,0.00%,480590,489961,508203,485826,6544,188372
2012/08/24,472664,491257,469728,489300,▲15658,＋3.31%,477948,489961,508774,485271,6674,188822
2012/08/23,479025,479025,469728,473642,▼979,－0.21%,476774,489765,509166,484733,5232,188474
2012/08/22,476089,478535,470707,474621,▼1468,－0.31%,481275,490523,509753,484391,3100,190206
2012/08/21,479514,483428,474621,476089,0.0,0.00%,487734,491502,510389,484040,3936,191545
2012/08/20,483428,483428,471685,476089,▼7340,－1.52%,490768,492309,510952,483645,5670,191787
2012/08/17,496150,496150,483428,483428,▼12722,－2.56%,494193,493117,511514,483257,5949,193153
2012/08/16,500065,503000,489300,496150,▼10765,－2.12%,496933,493899,511612,482703,6409,194610
2012/08/14,494193,506915,493214,506915,▲15658,＋3.19%,495269,493655,511204,481981,10208,196396
2012/08/13,489300,496150,489300,491257,▼1957,－0.40%,490768,492750,510682,481157,1450,199377
2012/08/10,496150,503000,487343,493214,▼3914,－0.79%,490376,492847,510666,480464,6016,199644
2012/08/09,487832,500065,487832,497129,▲9297,＋1.91%,493312,492652,510650,479734,4570,199723
2012/08/08,483428,490279,483428,487832,▲3425,＋0.71%,493704,491649,510503,478923,4239,198942
2012/08/07,493214,493214,483428,484407,▼4893,－1.00%,495954,492211,510658,478156,2704,198039
2012/08/06,513765,513765,487832,489300,▼18593,－3.66%,498303,493435,511066,477463,5231,197936
2012/08/03,493214,508872,492236,507893,▲8807,＋1.76%,498107,495392,511294,476631,6422,199135
2012/08/02,501043,502022,494193,499086,0.0,0.00%,494389,495930,510960,475640,2103,200267
2012/08/01,498107,500065,487343,499086,▲2936,＋0.59%,491649,496566,511025,474678,3387,201131
2012/07/31,489300,496150,480493,496150,▲7829,＋1.60%,489594,496566,510731,473695,5016,202062
2012/07/30,489300,492236,485386,488321,▼979,－0.20%,489202,496909,510560,472737,2465,203951
2012/07/27,492236,493214,481961,489300,▲3914,＋0.81%,489985,497936,510275,471824,1696,204105
2012/07/26,486364,492236,484407,485386,▼3425,－0.70%,490572,499404,509916,470870,1887,205068
2012/07/25,486854,494193,486364,488811,▼5382,－1.09%,493312,501117,509687,469985,1775,205879
2012/07/24,484896,494193,484896,494193,▲1957,＋0.40%,493802,502560,509402,469104,1764,206859
2012/07/23,488321,499086,471685,492236,0.0,0.00%,492725,504762,509002,468211,5027,207668
2012/07/20,499086,499086,485875,492236,▼6850,－1.37%,492921,507551,508464,467302,2817,208790
2012/07/19,499086,502022,490279,499086,▲7829,＋1.59%,492334,510291,507934,466376,2955,209888
2012/07/18,485386,498107,480003,491257,▲2447,＋0.50%,487930,513227,507339,465406,3269,211055
2012/07/17,499086,503000,485386,488811,▼4404,－0.89%,489496,516456,506882,464464,4650,212397
2012/07/16,483428,497129,480493,493214,▲3914,＋0.80%,493508,519661,506483,463542,4392,215025
2012/07/13,477068,497129,477068,489300,▲12233,＋2.56%,500554,522548,506026,462548,7412,216670
2012/07/12,499086,501043,477068,477068,▼22019,－4.41%,506425,525190,505586,461569,5774,220119
2012/07/11,506915,506915,485875,499086,▼9786,－1.92%,513374,528248,505341,460741,10023,220344
2012/07/10,522572,525508,505936,508872,▼19572,－3.70%,513374,529667,504729,459677,9115,222670
2012/07/09,520615,530401,511808,528444,▲9786,＋1.89%,512199,530646,503914,458556,3934,224923
2012/07/06,511808,518658,508872,518658,▲6850,＋1.34%,508285,530352,502772,457210,4117,225201
2012/07/05,497129,515722,494193,511808,▲12722,＋2.55%,508285,531135,501639,455946,7298,226299
2012/07/04,502022,503979,489300,499086,▼3914,－0.78%,509851,532163,500733,454849,12202,228035
2012/07/03,508872,514744,500065,503000,▼5872,－1.15%,513569,533973,500040,453956,8636,229627
2012/07/02,512786,517679,505936,508872,▼9786,－1.89%,520615,535392,499412,453031,3883,230727
2012/06/29,519637,527465,513765,518658,▼979,－0.19%,528444,536713,498760,452117,4518,231637
2012/06/28,515722,525508,515722,519637,▲1957,＋0.38%,534120,536958,497822,451147,3389,232019
2012/06/27,534316,536273,515722,517679,▼20551,－3.82%,541753,536615,496892,450189,7452,232175
2012/06/26,548016,548016,534316,538230,▼9786,－1.79%,549386,536175,495604,449255,6521,232103
2012/06/25,547037,549973,543123,548016,▲979,＋0.18%,552322,534903,493916,448117,3837,233418
2012/06/22,555845,555845,546059,547037,▼10765,－1.93%,552909,532994,491836,446943,6853,234674
2012/06/21,554866,559759,547037,557802,▲1957,＋0.35%,551930,531135,489732,445760,4581,234532
2012/06/20,554866,557802,547037,555845,▲2936,＋0.53%,548016,527710,487449,444545,3240,234111
2012/06/19,556823,563674,548995,552909,▲1957,＋0.36%,542340,523502,485116,443363,3231,234152
2012/06/18,547037,555845,544102,550952,▲8807,＋1.62%,537447,519637,483070,442201,3359,233853
2012/06/15,538230,551930,536273,542144,▲3914,＋0.73%,531771,516603,481112,441010,5017,233351
2012/06/14,519637,538230,519637,538230,▲10765,＋2.04%,530205,514108,479269,439673,5230,233069
2012/06/13,528444,533337,519637,527465,▼979,－0.19%,529031,511612,477712,438205,2609,232258
2012/06/12,520615,528444,514744,528444,▲5872,＋1.12%,530597,510095,476032,436982,2525,231795
2012/06/11,534316,539209,522572,522572,▼11743,－2.20%,531184,509117,474327,435750,2765,231373
2012/06/08,529423,544102,523551,534316,▲1957,＋0.37%,533728,508138,472680,434511,3858,231508
2012/06/07,538230,543123,532358,532358,▼2936,－0.55%,531576,505814,470870,433157,4137,231707
2012/06/05,537251,552909,531380,535294,▲3914,＋0.74%,527661,504346,469076,431872,6077,231640
2012/06/04,528444,540187,520615,531380,▼3914,－0.73%,522377,501655,467224,430564,4352,232480
2012/06/01,519637,536273,516701,535294,▲11743,＋2.24%,518658,499380,465414,429332,4641,232691
2012/05/31,516701,526487,509851,523551,▲10765,＋2.10%,513569,496175,463449,428027,8481,232255
2012/05/30,505936,517679,505936,512786,▲3914,＋0.77%,510829,493386,461769,426772,6222,230342
2012/05/29,513765,514744,507893,508872,▼3914,－0.76%,506132,491331,460301,425752,3153,227101
2012/05/25,523551,523551,507893,512786,▲2936,＋0.58%,498695,489471,459029,424835,3182,226001
2012/05/24,509851,514744,503979,509851,0.0,0.00%,491257,487343,457691,423864,3753,225821
2012/05/23,490279,511808,482450,509851,▲20551,＋4.20%,487343,484847,456337,422902,6809,225981
2012/05/22,474621,493214,471685,489300,▲17615,＋3.73%,483820,482376,455000,421830,4520,225271
2012/05/21,481471,481471,460921,471685,▼3914,－0.82%,483624,481080,453793,420928,4449,224842
2012/05/18,488811,488811,461410,475600,▼14679,－2.99%,488713,480688,452757,420174,5013,225502
2012/05/17,497129,499086,488321,490279,▼1957,－0.40%,495367,480150,451632,419363,5198,225082
2012/05/16,484896,500065,484896,492236,▲3914,＋0.80%,497912,478927,450262,418458,3803,222586
2012/05/15,489300,496150,486854,488321,▼8807,－1.77%,497031,477459,448819,417507,4323,222681
2012/05/14,503979,505936,495172,497129,▼11743,－2.31%,499967,476162,447343,416594,2868,222134
2012/05/11,503000,511808,486364,508872,▲5872,＋1.17%,496835,474425,445654,415567,5020,221963
2012/05/10,487832,503000,485386,503000,▲15168,＋3.11%,492236,471979,443860,414245,5130,222594
2012/05/09,501043,519637,487832,487832,▼15168,－3.02%,485875,469826,441968,412818,8722,222573
2012/05/08,481961,505936,481471,503000,▲21529,＋4.47%,481863,467967,440321,411395,7491,223783
2012/05/07,485875,487832,477068,481471,▼4404,－0.91%,475600,465691,438331,409805,2749,220185
2012/05/04,474132,487343,471196,485875,▲14679,＋3.12%,473642,464492,436659,408337,4895,220562
2012/05/03,470707,476089,466792,471196,▲3425,＋0.73%,470511,463465,434914,406886,3057,218879
2012/05/02,467771,472175,464835,467771,▼3914,－0.83%,468260,463392,433373,405613,4421,217524
2012/04/30,474621,475600,469239,471685,0.0,0.00%,466792,463122,431824,404300,5694,216861
2012/04/27,474621,474621,466303,471685,▲1468,＋0.31%,465129,462731,430282,402930,3320,214638
2012/04/26,464346,471196,460921,470217,▲10275,＋2.23%,463563,461165,428806,401626,7368,214139
2012/04/25,466792,466792,452603,459942,▼489,－0.11%,462486,459502,427420,400398,3306,213058
2012/04/24,459942,463856,459453,460431,▼2936,－0.63%,463661,457667,426140,399289,1364,213248
2012/04/23,460921,464346,460921,463367,▼489,－0.11%,464150,455685,424818,398184,893,212541
2012/04/20,460921,464835,460921,463856,▼979,－0.21%,463954,453557,423473,397055,2150,212668
2012/04/19,463367,466792,463367,464835,▼979,－0.21%,463661,451159,422046,395990,3688,212495
2012/04/18,468260,468260,462389,465814,▲2936,＋0.63%,462682,449422,420602,394902,2909,211464
2012/04/17,464346,464346,458474,462878,▲489,＋0.11%,461508,447807,419069,393736,2946,210885
2012/04/16,458963,462878,454070,462389,0.0,0.00%,459061,446242,417552,392569,3055,211366
2012/04/13,459942,468749,453581,462389,▲2447,＋0.53%,458083,445361,416141,391403,5461,211374
2012/04/12,458963,467771,452603,459942,0.0,0.00%,457104,443575,414625,390294,6232,211029
2012/04/10,450645,459942,446242,459942,▲9297,＋2.06%,458181,441887,413198,389185,7218,210131
2012/04/09,450156,457985,449667,450645,▼6850,－1.50%,460138,440076,411648,388080,1830,209257
2012/04/06,453092,457985,449177,457496,0.0,0.00%,462486,438829,410254,387024,3106,209277
2012/04/05,460431,469728,452603,457496,▼7829,－1.68%,463759,437190,408965,385886,6315,209303
2012/04/04,468749,469728,463367,465324,▼4404,－0.94%,460333,435526,407872,384716,2928,206030
2012/04/03,460921,469728,455049,469728,▲7340,＋1.59%,454658,433397,406649,383440,3873,206278
2012/04/02,460431,466303,455049,462389,▼1468,－0.32%,445361,430780,405475,382103,3385,205580
2012/03/30,441349,463856,440859,463856,▲23486,＋5.33%,437043,428798,404472,380798,9284,205595
2012/03/29,435966,443795,429116,440370,▲3425,＋0.78%,428431,426841,403485,379411,3846,200060
2012/03/28,426670,437924,426670,436945,▲13700,＋3.24%,423538,426449,402906,378172,4972,198545
2012/03/27,425691,428627,417862,423245,▲2447,＋0.58%,422168,426229,402319,376936,3251,195574
2012/03/26,420798,424712,416884,420798,0.0,0.00%,424223,426498,402050,375831,1754,195397
2012/03/23,416394,426670,415905,420798,▲4893,＋1.18%,426376,426939,401789,374657,6604,194922
2012/03/22,428138,430095,415905,415905,▼14190,－3.30%,431171,426743,401642,373638,4637,193007
2012/03/21,430095,434009,427159,430095,▼3425,－0.79%,433324,426425,401609,372635,3690,191180
2012/03/20,433031,444284,426670,433520,▲1957,＋0.45%,432541,425324,401332,371558,8035,189911
2012/03/19,444774,453581,426180,431563,▼13211,－2.97%,430584,424052,400908,370441,13423,185176
2012/03/16,427159,459942,425691,444774,▲18104,＋4.24%,429410,422755,400076,369381,11493,180562
2012/03/15,422266,428627,422266,426670,▲489,＋0.11%,425397,420504,398698,368423,3202,174665
2012/03/14,424712,429116,421287,426180,▲2447,＋0.58%,424908,418963,397931,367758,3107,174023
2012/03/13,426670,432541,423245,423734,▼1957,－0.46%,424223,417715,397173,367126,3962,172870
2012/03/12,424712,425691,421777,425691,▲979,＋0.23%,422951,416003,396341,366498,1623,171596
2012/03/09,420798,426180,420798,424712,▲489,＋0.12%,422364,414168,395444,365862,1836,171296
2012/03/08,422755,429116,418352,424223,▲1468,＋0.35%,422364,412113,394669,365201,2093,170807
2012/03/07,411991,422755,411991,422755,▲5382,＋1.29%,424027,409960,393903,364492,3600,170921
2012/03/06,423245,431563,416884,417373,▼5382,－1.27%,425985,407880,393250,363819,1963,169455
2012/03/05,420798,426180,418841,422755,▼1957,－0.46%,428235,405948,392606,363313,2834,169220
