[일시]일신방직,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2007/08/23,76400,76400,74000,75500,▼200,－0.26%,75180,75695,69303,61834,761,173041
2007/08/22,74300,75700,74300,75700,▲700,＋0.93%,75080,75670,69108,61646,761,173041
2007/08/21,76000,76000,74000,75000,▼300,－0.40%,75280,75625,68890,61458,836,173041
2007/08/20,73600,77000,73600,75300,▲900,＋1.21%,75660,75650,68628,61282,140,173041
2007/08/17,72100,74500,72100,74400,▼600,－0.80%,75960,75630,68340,61107,1109,173041
2007/08/16,75500,75500,69600,75000,▼1700,－2.22%,76420,75660,68047,60940,1946,173067
2007/08/14,76900,77000,75600,76700,▼200,－0.26%,76720,75600,67738,60779,1861,173041
2007/08/13,77000,77000,75000,76900,▲100,＋0.13%,76620,75265,67393,60605,2295,173378
2007/08/10,76700,76800,76500,76800,▲100,＋0.13%,76400,74745,67048,60430,860,173138
2007/08/09,76500,77000,76200,76700,▲200,＋0.26%,76220,74205,66702,60256,1268,181297
2007/08/08,76500,76500,75900,76500,▲300,＋0.39%,76100,73595,66365,60087,1367,181359
2007/08/07,75500,76400,75500,76200,▲400,＋0.53%,75940,72970,66032,59916,783,181359
2007/08/06,75900,75900,75200,75800,▼100,－0.13%,75740,72350,65727,59748,831,181359
2007/08/03,76500,76500,75000,75900,▼200,－0.26%,75600,71750,65430,59582,654,181359
2007/08/02,76100,76300,75700,76100,▲400,＋0.53%,75420,71180,65132,59415,875,181359
2007/08/01,75900,76700,73200,75700,▲500,＋0.66%,75080,70625,64827,59239,1252,181359
2007/07/31,75100,77000,74800,75200,▲100,＋0.13%,74940,70080,64507,59067,1651,181359
2007/07/30,75000,75400,75000,75100,▲100,＋0.13%,74860,69555,64195,58898,297,182592
2007/07/27,74500,75200,72800,75000,▲600,＋0.81%,74940,69040,63893,58739,4294,182603
2007/07/26,73600,75200,73600,74400,▼600,－0.80%,74920,68530,63593,58573,1081,183200
2007/07/25,74800,75200,73800,75000,▲200,＋0.27%,75040,68060,63278,58411,1284,183335
2007/07/24,75000,79000,73200,74800,▼700,－0.93%,74800,67610,62952,58241,13954,183348
2007/07/23,78000,78000,75500,75500,▲600,＋0.80%,73840,67040,62622,58059,1742,196607
2007/07/20,74500,75000,74300,74900,▼100,－0.13%,72040,66490,62297,57862,2175,196607
2007/07/19,74000,77000,71000,75000,▲1200,＋1.63%,70260,66030,61957,57669,4893,196607
2007/07/18,70100,75800,69000,73800,▲3800,＋5.43%,68160,65555,61615,57473,5296,196607
2007/07/16,67200,73400,67200,70000,▲3500,＋5.26%,66200,65140,61323,57286,6349,196607
2007/07/13,72600,72600,65500,66500,▲500,＋0.76%,64960,64905,61107,57132,2533,196607
2007/07/12,64100,66000,63700,66000,▲1500,＋2.33%,64420,64780,60890,57007,5253,196607
2007/07/11,63300,64500,63100,64500,▲500,＋0.78%,64120,64655,60668,56882,243,197986
2007/07/10,63400,65100,63400,64000,▲200,＋0.31%,64220,64640,60472,56769,344,197986
2007/07/09,63800,64200,63000,63800,0.0,0.00%,64380,64685,60287,56669,1725,197986
2007/07/06,63300,64900,63300,63800,▼700,－1.09%,64560,64755,60082,56572,158,197986
2007/07/05,65000,65000,63000,64500,▼500,－0.77%,64760,64740,59893,56473,2885,197986
2007/07/04,62300,65000,62300,65000,▲200,＋0.31%,64820,64665,59702,56368,737,198282
2007/07/03,63100,64900,63100,64800,▲100,＋0.15%,64820,64505,59483,56243,195,198364
2007/07/02,65000,65000,64500,64700,▼100,－0.15%,65060,64365,59270,56123,286,198364
2007/06/29,64600,65000,62500,64800,0.0,0.00%,64800,64325,59050,56005,403,198414
2007/06/28,64000,65000,61500,64800,▼200,－0.31%,64740,64285,58828,55869,13853,198417
2007/06/27,64000,65000,62600,65000,▼1000,－1.52%,64920,64245,58615,55742,25626,198434
2007/06/26,63400,66000,63400,66000,▲2600,＋4.10%,65020,64155,58395,55620,2966,199136
2007/06/25,64500,64500,60200,63400,▼1100,－1.71%,64920,64045,58158,55491,1196,199136
2007/06/22,64500,65300,62300,64500,▼1200,－1.83%,65300,64005,57960,55396,2641,199136
2007/06/21,63100,66500,63100,65700,▲200,＋0.31%,65200,63745,57735,55283,1213,199436
2007/06/20,65500,66500,64600,65500,0.0,0.00%,64760,63360,57498,55168,931,199436
2007/06/19,64000,66900,64000,65500,▲200,＋0.31%,64500,62925,57275,55055,1923,199436
2007/06/18,64100,65900,63500,65300,▲1300,＋2.03%,64380,62475,57047,54942,4024,199436
2007/06/15,63600,66000,63500,64000,▲500,＋0.79%,64360,62010,56815,54831,1555,199436
2007/06/14,64200,64500,63500,63500,▼700,－1.09%,64260,61620,56600,54731,3537,199436
2007/06/13,62600,64600,62200,64200,▼700,－1.08%,64160,61245,56405,54635,3496,199436
2007/06/12,65200,66800,62300,64900,▼300,－0.46%,63680,60860,56200,54534,1990,199436
2007/06/11,62800,67900,61500,65200,▲1700,＋2.68%,63100,60440,55985,54424,3159,199436
2007/06/08,62000,64400,61200,63500,▲500,＋0.79%,62840,60075,55763,54316,3803,199436
2007/06/07,61800,64800,60200,63000,▲1200,＋1.94%,62940,59800,55572,54221,2562,199436
2007/06/05,62300,62300,59000,61800,▼200,－0.32%,63140,59550,55397,54137,6145,199066
2007/06/04,62300,64000,61500,62000,▼1900,－2.97%,63420,59350,55242,54062,1974,199066
2007/06/01,64000,65000,62300,63900,▼100,－0.16%,63780,59075,55073,53981,825,199066
2007/05/31,65000,66700,63500,64000,0.0,0.00%,63520,58705,54883,53881,9421,199066
2007/05/30,63200,65500,62100,64000,▲800,＋1.27%,62580,58355,54700,53781,3211,199066
2007/05/29,66900,66900,61500,63200,▼600,－0.94%,61380,58005,54527,53680,2398,199066
2007/05/28,66500,66500,62800,63800,▲1200,＋1.92%,60100,57620,54365,53587,9519,199066
2007/05/25,59300,62700,59300,62600,▲3300,＋5.56%,58640,57200,54183,53488,2721,199066
2007/05/23,58000,59300,58000,59300,▲1300,＋2.24%,57320,56820,54027,53391,786,200266
2007/05/22,56800,58000,56500,58000,▲1200,＋2.11%,56700,56655,53935,53334,1251,200266
2007/05/21,56800,56900,56700,56800,▲300,＋0.53%,56300,56480,53873,53273,180,200266
2007/05/18,56000,57300,56000,56500,▲500,＋0.89%,56240,56365,53833,53222,1900,200266
2007/05/17,56000,58900,53900,56000,▼200,－0.36%,56240,56355,53820,53167,324,200266
2007/05/16,55600,56200,55500,56200,▲200,＋0.36%,56620,56405,53817,53108,859,200266
2007/05/15,55800,56000,55500,56000,▼500,－0.88%,56980,56270,53812,53057,3924,200266
2007/05/14,58500,58500,55800,56500,0.0,0.00%,57380,56105,53810,52995,1282,200266
2007/05/11,59200,59200,56100,56500,▼1400,－2.42%,57640,55915,53808,52929,5781,200266
2007/05/10,57200,58900,56800,57900,▼100,－0.17%,57640,55735,53800,52861,2368,200266
2007/05/09,58000,58000,57500,58000,0.0,0.00%,57360,55415,53768,52790,384,200266
2007/05/08,59000,59000,57700,58000,▲200,＋0.35%,57160,55140,53733,52722,720,200266
2007/05/07,56500,58000,56000,57800,▲1300,＋2.30%,56960,54890,53698,52648,2492,200266
2007/05/04,56000,56500,53000,56500,0.0,0.00%,56500,54595,53652,52566,557,200266
2007/05/03,57000,57700,56000,56500,▼500,－0.88%,56280,54370,53627,52478,1280,200266
2007/05/02,57000,58500,57000,57000,0.0,0.00%,55980,54120,53602,52391,919,200266
2007/04/30,56000,57000,55500,57000,▲1500,＋2.70%,55780,53845,53585,52285,869,200266
2007/04/27,55400,55500,55100,55500,▲100,＋0.18%,55280,53595,53552,52175,1005,200266
2007/04/26,54900,55500,54200,55400,▲400,＋0.73%,55080,53410,53543,52078,294,200266
2007/04/25,55500,55500,54500,55000,▼1000,－1.79%,55260,53230,53530,51983,837,200266
2007/04/24,54600,56000,54600,56000,▲1500,＋2.75%,55660,53055,53497,51895,1107,200266
2007/04/23,54500,55700,54500,54500,0.0,0.00%,55160,52805,53427,51800,1692,200266
2007/04/20,56300,56300,54500,54500,▼1800,－3.20%,54800,52655,53382,51720,4071,200266
2007/04/19,57000,57000,55100,56300,▼700,－1.23%,54440,52535,53330,51641,639,200266
2007/04/18,53500,57000,53500,57000,▲3500,＋6.54%,53760,52310,53248,51545,2254,200266
2007/04/17,52700,54000,52100,53500,▲800,＋1.52%,52660,52030,53157,51445,707,200266
2007/04/16,52700,53700,52000,52700,0.0,0.00%,52460,51910,53123,51373,1134,200266
2007/04/13,53900,53900,51600,52700,▼200,－0.38%,52520,51865,53095,51305,1504,200266
2007/04/12,51500,52900,51300,52900,▲1400,＋2.72%,52360,51825,53067,51236,1328,200266
2007/04/11,52500,52500,51500,51500,▼1000,－1.90%,52180,51780,53052,51165,1504,200266
2007/04/10,53000,53000,52500,52500,▼500,－0.94%,52180,51800,53062,51106,721,200266
2007/04/09,51900,54800,51900,53000,▲1100,＋2.12%,51980,51775,53053,51042,1102,200016
2007/04/06,51900,51900,51000,51900,▼100,－0.19%,51780,51750,53033,50973,44,200036
2007/04/05,51500,52400,51500,52000,▲500,＋0.97%,51760,51780,53002,50913,204,200036
2007/04/04,51500,51500,51000,51500,0.0,0.00%,51720,51775,52977,50854,743,200036
2007/04/03,52000,52200,51000,51500,▼500,－0.96%,51720,51825,52960,50802,512,200036
2007/04/02,52000,54000,52000,52000,▲200,＋0.39%,51620,51900,52910,50747,1228,200036
2007/03/30,52400,52400,51800,51800,0.0,0.00%,51520,51980,52868,50683,122,199996
2007/03/29,53500,55200,51700,51800,▲300,＋0.58%,51580,52065,52845,50621,2013,199996
2007/03/28,51900,51900,51100,51500,▲500,＋0.98%,51580,52120,52823,50556,81,199996
2007/03/27,52000,52000,51000,51000,▼500,－0.97%,51560,52205,52832,50494,420,199996
2007/03/26,54400,54400,50900,51500,▼600,－1.15%,51580,52345,52832,50428,375,199996
2007/03/23,51500,52500,51400,52100,▲300,＋0.58%,51640,52485,52838,50355,540,199996
2007/03/22,52300,52300,51000,51800,▲400,＋0.78%,51600,52600,52835,50275,83,199996
2007/03/21,53400,53400,51000,51400,▲300,＋0.59%,51640,52795,52837,50195,419,199996
2007/03/20,51200,51200,50400,51100,▼700,－1.35%,51740,53015,52847,50116,1314,199996
2007/03/19,51900,51900,48000,51800,▼100,－0.19%,51920,53255,52862,50034,324,199996
2007/03/16,51900,51900,51900,51900,▼100,－0.19%,52060,53460,52865,49943,17,199996
2007/03/15,51800,52000,51100,52000,▲100,＋0.19%,52180,53685,52868,49862,492,199996
2007/03/14,52000,52000,50000,51900,▼100,－0.19%,52160,53885,52863,49776,377,199996
2007/03/13,52900,52900,52000,52000,▼500,－0.95%,52280,54090,52868,49691,312,199996
2007/03/12,52500,52500,52500,52500,0.0,0.00%,52480,54285,52870,49602,172,199996
2007/03/09,53900,53900,50400,52500,▲600,＋1.16%,52700,54455,52877,49516,1022,199996
2007/03/08,48500,52500,48500,51900,▼600,－1.14%,52900,54580,52882,49424,124,199996
2007/03/07,52900,52900,51900,52500,▼500,－0.94%,53100,54735,52888,49332,247,199996
2007/03/06,53300,53300,52900,53000,▼600,－1.12%,53240,54860,52878,49236,53,199996
2007/03/05,53900,53900,51100,53600,▲100,＋0.19%,53400,55010,52862,49135,201,199996
2007/03/02,52900,53500,52000,53500,▲600,＋1.13%,53540,55080,52833,49026,203,199996
2007/02/28,53400,53400,50100,52900,▼300,－0.56%,53720,55155,52808,48922,2248,199996
