[일시]한화케미칼,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2017/11/29,29750,30250,29700,29750,0.0,0.00%,29960,30588,33083,32594,557664,49448926
2017/11/28,29950,30100,29650,29750,▼150,－0.50%,30080,30680,33173,32590,606628,49486956
2017/11/27,30400,30500,29800,29900,▼350,－1.16%,30140,30715,33261,32596,683999,49486746
2017/11/24,30350,30450,30000,30250,▲100,＋0.33%,30150,30740,33358,32595,415773,49648111
2017/11/23,30500,30700,30050,30150,▼200,－0.66%,30160,30818,33440,32594,589940,49670513
2017/11/22,30250,31250,30250,30350,▲300,＋1.00%,30290,30923,33523,32591,1524792,49660847
2017/11/21,30100,30250,29500,30050,▲100,＋0.33%,30090,31073,33608,32582,904657,49761039
2017/11/20,30500,30700,29900,29950,▼350,－1.16%,30100,31253,33689,32575,603442,49761971
2017/11/17,30900,30900,30150,30300,▼500,－1.62%,30090,31413,33778,32569,719759,49793527
2017/11/16,29350,30850,29350,30800,▲1450,＋4.94%,30170,31555,33862,32560,1178656,49815573
2017/11/15,30200,30200,29200,29350,▼750,－2.49%,30240,31650,33933,32550,1169661,49652597
2017/11/14,30150,30550,29800,30100,▲200,＋0.67%,30640,31868,34036,32544,841302,49510284
2017/11/13,30900,31000,29750,29900,▼800,－2.61%,30860,32065,34096,32533,1416123,49454182
2017/11/10,31250,31450,30300,30700,▼450,－1.44%,31210,32240,34157,32523,1280728,49339657
2017/11/09,31600,31700,31100,31150,▼200,－0.64%,31520,32373,34203,32505,895404,49382393
2017/11/08,30950,31900,30700,31350,▲150,＋0.48%,31860,32488,34245,32477,856458,49231214
2017/11/07,31650,31650,30800,31200,▼450,－1.42%,31910,32550,34282,32445,1040904,49127667
2017/11/06,32300,32400,31350,31650,▼600,－1.86%,31760,32640,34313,32411,815870,49266632
2017/11/03,33100,33300,32100,32250,▼600,－1.83%,31510,32680,34334,32364,1072388,49379149
2017/11/02,31650,32950,31000,32850,▲1250,＋3.96%,31420,32695,34353,32308,2016089,49691010
2017/11/01,30550,31750,30450,31600,▲1150,＋3.78%,31300,32725,34362,32244,1859280,49634787
2017/10/31,30400,30850,29950,30450,▲50,＋0.16%,31650,32793,34397,32193,1457352,49694282
2017/10/30,32050,32200,30300,30400,▼1400,－4.40%,32290,32885,34429,32149,2251692,49540645
2017/10/27,32200,32750,31450,31800,▼450,－1.40%,32840,33145,34475,32111,1228748,49215256
2017/10/26,33300,33350,32150,32250,▼1100,－3.30%,33110,33400,34496,32061,858174,49068350
2017/10/25,33850,34050,33250,33350,▼300,－0.89%,33200,33658,34505,32004,648535,49009856
2017/10/24,33150,33900,32950,33650,▲500,＋1.51%,33270,33890,34501,31938,821613,49095159
2017/10/23,33700,33750,32550,33150,0.0,0.00%,33350,34108,34498,31869,739142,49090484
2017/10/20,32850,33950,31900,33150,▲450,＋1.38%,33400,34318,34508,31803,1215300,49144189
2017/10/19,33950,34000,31550,32700,▼1000,－2.97%,33440,34513,34504,31735,1401836,48983565
2017/10/18,34050,34450,33350,33700,▼350,－1.03%,33590,34755,34498,31677,755489,49011113
2017/10/17,33300,34200,33150,34050,▲650,＋1.95%,33370,34923,34471,31611,780672,49009743
2017/10/16,33750,33950,33100,33400,▲50,＋0.15%,33160,35073,34435,31543,674152,48992176
2017/10/13,33600,34050,33050,33350,▼100,－0.30%,32970,35185,34399,31479,805308,49046124
2017/10/12,32800,34300,32750,33450,▲850,＋2.61%,32810,35303,34355,31418,1750519,49100053
2017/10/11,33500,33950,32500,32600,▼400,－1.21%,32810,35398,34328,31357,1369561,48871047
2017/10/10,33050,33850,32650,33000,▲550,＋1.69%,32880,35483,34312,31298,1345842,49034133
2017/09/29,32800,33000,32300,32450,▼100,－0.31%,32740,35573,34287,31241,610374,48861457
2017/09/28,33350,33450,32050,32550,▼900,－2.69%,33370,35720,34271,31189,968632,48802156
2017/09/27,33050,33800,33000,33450,▲500,＋1.52%,34240,35860,34245,31139,845269,48699420
2017/09/26,32300,33300,32100,32950,▲650,＋2.01%,35030,35938,34203,31076,1290109,48697099
2017/09/25,32850,33600,31750,32300,▼3300,－9.27%,36040,36048,34164,31019,3879110,48789649
2017/09/22,36950,37000,34750,35600,▼1300,－3.52%,37180,36183,34129,30970,1609451,48217589
2017/09/21,37200,37650,36850,36900,▼500,－1.34%,37530,36188,34037,30892,652085,48046577
2017/09/20,37950,38000,37350,37400,▼600,－1.58%,37560,36103,33930,30802,556035,48026065
2017/09/19,38000,38100,37550,38000,0.0,0.00%,37590,35990,33803,30707,588611,48070011
2017/09/18,37500,38600,37500,38000,▲650,＋1.74%,37400,35860,33667,30594,942566,48109134
2017/09/15,36900,37500,36700,37350,▲300,＋0.81%,37210,35708,33525,30488,605703,48075113
2017/09/14,37600,37700,36900,37050,▼500,－1.33%,36870,35605,33397,30390,817922,48056630
2017/09/13,37200,37750,37000,37550,▲500,＋1.35%,36600,35518,33280,30291,841467,48073116
2017/09/12,37400,37550,36650,37050,0.0,0.00%,36160,35395,33168,30189,600180,48117519
2017/09/11,35650,37200,35650,37050,▲1400,＋3.93%,35610,35318,33034,30088,1320495,48135382
2017/09/08,35700,35950,35300,35650,▼50,－0.14%,35160,35150,32898,29986,551109,47864957
2017/09/07,35600,35950,35200,35700,▲350,＋0.99%,35110,35045,32779,29897,867788,47720316
2017/09/06,34250,35500,34200,35350,▲1050,＋3.06%,35040,34935,32665,29800,1381156,47648573
2017/09/05,35100,35100,33950,34300,▼500,－1.44%,34970,34850,32568,29709,840722,47433397
2017/09/04,34400,35200,34350,34800,▼600,－1.69%,35140,34813,32489,29625,683842,47311407
2017/09/01,35650,35650,34850,35400,▲50,＋0.14%,35180,34728,32401,29538,788274,47362547
2017/08/31,35200,35700,35050,35350,▲350,＋1.00%,35240,34603,32293,29448,922921,47405430
2017/08/30,35050,35350,34600,35000,▼150,－0.43%,35210,34505,32196,29362,672162,47282742
2017/08/29,34650,35150,34200,35150,▲150,＋0.43%,35240,34423,32104,29280,989174,47287684
2017/08/28,35950,36050,34800,35000,▼700,－1.96%,35290,34350,32008,29194,825995,47097647
2017/08/25,35500,35900,35150,35700,▲500,＋1.42%,35280,34220,31932,29108,879671,47080823
2017/08/24,35250,36150,35100,35200,▲50,＋0.14%,35200,34093,31833,29018,1133514,46841380
2017/08/23,35400,35550,35100,35150,▼250,－0.71%,35220,33985,31748,28936,474483,46713704
2017/08/22,34700,35600,34700,35400,▲450,＋1.29%,35210,33868,31658,28855,622606,46699492
2017/08/21,35450,35450,34400,34950,▼350,－0.99%,35230,33753,31556,28773,888044,46577774
2017/08/18,34850,35350,34750,35300,0.0,0.00%,34980,33678,31462,28698,692791,46676474
2017/08/17,35100,35800,34900,35300,▲200,＋0.57%,34630,33603,31360,28623,993801,46702656
2017/08/16,35700,35700,34650,35100,▼400,－1.13%,34270,33483,31259,28550,1553719,46649625
2017/08/14,34050,35550,34000,35500,▲1800,＋5.34%,33980,33345,31166,28479,2673780,46961710
2017/08/11,32750,33900,32700,33700,▲150,＋0.45%,33590,33173,31052,28407,1481813,46305704
2017/08/10,33450,33850,32200,33550,▲50,＋0.15%,33470,33083,30969,28353,1671215,45927712
2017/08/09,33050,33800,32900,33500,▼150,－0.45%,33340,32968,30888,28305,848305,45606869
2017/08/08,33850,34050,33250,33650,▲100,＋0.30%,33320,32828,30807,28253,716395,45578313
2017/08/07,33350,34150,33200,33550,▲450,＋1.36%,33260,32735,30708,28200,1174770,45560650
2017/08/04,32750,33300,32350,33100,▲200,＋0.61%,33290,32640,30609,28142,740416,45622542
2017/08/03,33850,34150,32700,32900,▼500,－1.50%,33150,32560,30509,28082,1126151,45683869
2017/08/02,33400,33600,32900,33400,▲50,＋0.15%,33200,32490,30394,28020,610269,45713555
2017/08/01,33600,33900,33250,33350,▼350,－1.04%,33130,32370,30263,27955,924452,45683470
2017/07/31,32400,33800,32400,33700,▲1300,＋4.01%,33020,32250,30127,27895,1369363,45928801
2017/07/28,33150,33150,32150,32400,▼750,－2.26%,32900,32095,29989,27834,850613,45795019
2017/07/27,33250,34050,33000,33150,▲100,＋0.30%,33110,31985,29868,27783,1020609,45702262
2017/07/26,33200,33350,32550,33050,▲250,＋0.76%,33240,31830,29748,27729,746319,45919519
2017/07/25,33050,33700,32650,32800,▼300,－0.91%,33210,31703,29627,27671,838659,45841772
2017/07/24,33350,33400,32550,33100,▼350,－1.05%,33120,31553,29503,27625,1125944,45895730
2017/07/21,33700,33750,33250,33450,▼350,－1.04%,32910,31388,29374,27572,868519,45887912
2017/07/20,33200,34050,33000,33800,▲900,＋2.74%,32600,31190,29241,27522,1506204,46017601
2017/07/19,32500,33150,32300,32900,▲550,＋1.70%,32090,30983,29098,27468,1401861,46158298
2017/07/18,32050,32450,31650,32350,▲300,＋0.94%,31650,30840,28965,27421,727125,46158871
2017/07/17,32600,32600,31800,32050,▲150,＋0.47%,31540,30765,28856,27379,861946,46187325
2017/07/14,31450,32600,31400,31900,▲650,＋2.08%,31460,30613,28752,27340,1855426,46287683
2017/07/13,30900,31600,30850,31250,▲550,＋1.79%,31380,30463,28650,27305,1059980,45882010
2017/07/12,31500,31500,30600,30700,▼1100,－3.46%,31430,30325,28558,27263,1439773,45714727
2017/07/11,31650,32100,31350,31800,▲150,＋0.47%,31490,30233,28481,27231,927802,45552058
2017/07/10,31850,32150,31400,31650,▲150,＋0.48%,31320,30120,28386,27188,897980,45597969
2017/07/07,31350,31650,31200,31500,0.0,0.00%,31110,30015,28285,27145,778243,45604711
2017/07/06,30850,31700,30750,31500,▲500,＋1.61%,30850,29915,28196,27101,1473703,45568261
2017/07/05,31100,31150,30400,31000,▲50,＋0.16%,30560,29785,28107,27054,861944,45361029
2017/07/04,30850,31700,30600,30950,▲350,＋1.14%,30460,29713,28033,27014,2098161,45223021
2017/07/03,30050,30650,29750,30600,▲400,＋1.32%,30230,29640,27948,26977,828896,45218494
2017/06/30,29750,30250,29600,30200,▲150,＋0.50%,30070,29578,27873,26943,791652,45181114
2017/06/29,30850,30950,29950,30050,▼450,－1.48%,29930,29590,27810,26910,1075777,45081271
2017/06/28,30100,30900,29950,30500,▲700,＋2.35%,29850,29578,27747,26871,1622044,45178984
2017/06/27,29700,30200,29550,29800,0.0,0.00%,29760,29555,27674,26823,759525,45109381
2017/06/26,29700,30100,29550,29800,▲300,＋1.02%,29970,29555,27611,26785,762842,45040328
2017/06/23,30000,30050,29300,29500,▼150,－0.51%,29810,29528,27521,26749,969821,45067611
2017/06/22,30150,30150,29250,29650,▼400,－1.33%,29690,29518,27450,26713,1387795,45031737
2017/06/21,30350,30600,29800,30050,▼800,－2.59%,29460,29495,27383,26680,1693541,45158944
2017/06/20,29300,31150,29300,30850,▲1850,＋6.38%,29220,29455,27302,26643,4455044,45356134
2017/06/19,29200,29400,28900,29000,▲100,＋0.35%,28960,29388,27209,26600,1136456,45127396
2017/06/16,28700,29000,28550,28900,▲400,＋1.40%,29070,29370,27141,26566,718517,45336196
2017/06/15,28600,29000,28000,28500,▼350,－1.21%,29190,29363,27074,26533,1231209,45228667
2017/06/14,29450,29550,28650,28850,▼700,－2.37%,29270,29373,27014,26505,1630138,44962107
2017/06/13,29800,30050,29400,29550,0.0,0.00%,29410,29360,26935,26478,902130,44689918
2017/06/12,29600,30150,29400,29550,▲50,＋0.17%,29400,29270,26849,26446,1106120,44592325
2017/06/09,29150,29850,29100,29500,▲600,＋2.08%,29360,29173,26760,26416,1350424,44686086
2017/06/08,29500,29550,28600,28900,▼650,－2.20%,29550,29053,26675,26382,1832603,44259902
2017/06/07,29450,29700,29200,29550,▲50,＋0.17%,29730,28908,26603,26354,864090,43995957
2017/06/05,29050,29550,28850,29500,▲150,＋0.51%,29830,28705,26528,26320,1024203,43716577
2017/06/02,30250,30300,29200,29350,▼1100,－3.61%,29890,28490,26457,26280,2089977,43487606
2017/06/01,29950,30500,29600,30450,▲650,＋2.18%,29870,28295,26380,26240,1046061,43579771
2017/05/31,30150,30300,29750,29800,▼250,－0.83%,29640,28030,26284,26182,946441,43376503
2017/05/30,29600,30200,29500,30050,▲250,＋0.84%,29520,27835,26203,26129,1136370,43499129
2017/05/29,29500,30600,29500,29800,▲550,＋1.88%,29360,27623,26124,26079,2131249,43481777
2017/05/26,29300,29550,29100,29250,▼50,－0.17%,29300,27400,26051,26024,995702,43463013
2017/05/25,28900,29750,28850,29300,▲100,＋0.34%,29180,27208,25990,25973,1503065,43321163
2017/05/24,29250,29350,28750,29200,▼50,－0.17%,29070,27015,25935,25924,1373559,43171050
2017/05/23,29800,29850,29150,29250,▼250,－0.85%,28970,26815,25887,25880,1187539,42856500
2017/05/22,28950,29800,28900,29500,▲850,＋2.97%,28840,26600,25842,25838,1870008,43050387
2017/05/19,28900,29200,28500,28650,▼100,－0.35%,28490,26415,25792,25800,1294612,42870304
2017/05/18,28200,28950,28200,28750,▲50,＋0.17%,28280,26273,25763,25773,1129267,42868246
2017/05/17,28850,29250,28350,28700,▲100,＋0.35%,27950,26125,25736,25740,1568922,42917735
2017/05/16,28000,28900,28000,28600,▲850,＋3.06%,27410,25978,25722,25708,2677883,42998975
2017/05/15,27900,27900,27200,27750,▲150,＋0.54%,26790,25850,25699,25677,1631299,42825456
2017/05/12,27300,27850,27250,27600,▲500,＋1.85%,26280,25768,25692,25654,3194239,42859413
2017/05/11,26350,27150,26150,27100,▲1100,＋4.23%,25850,25668,25674,25631,3250927,42626595
2017/05/10,25750,26350,25550,26000,▲500,＋1.96%,25460,25620,25655,25608,1707936,42183675
2017/05/08,25250,25500,25150,25500,▲300,＋1.19%,25440,25628,25647,25591,803158,42067357
2017/05/04,25500,25600,25000,25200,▼250,－0.98%,25500,25680,25647,25588,756941,42056711
2017/05/02,25200,25500,25100,25450,▲300,＋1.19%,25530,25715,25664,25583,543985,42093578
2017/04/28,25700,25800,25150,25150,▼750,－2.90%,25520,25748,25678,25604,820582,41987904
2017/04/27,25900,26000,25450,25900,▲100,＋0.39%,25580,25810,25698,25624,712492,42197843
2017/04/26,25400,25900,25400,25800,▲450,＋1.78%,25440,25828,25710,25625,870049,42323724
2017/04/25,25400,25400,24800,25350,▼50,－0.20%,25270,25845,25715,25630,909455,42262059
2017/04/24,25700,25750,25300,25400,▼50,－0.20%,25360,25878,25747,25635,423679,42339545
2017/04/21,25250,25600,25000,25450,▲250,＋0.99%,25440,25828,25770,25644,662919,42348322
2017/04/20,24950,25300,24950,25200,▲250,＋1.00%,25510,25818,25803,25658,768809,42256705
2017/04/19,25700,25800,24900,24950,▼850,－3.29%,25620,25840,25838,25674,1544929,42178051
2017/04/18,25950,26000,25700,25800,0.0,0.00%,25840,25850,25878,25696,541205,42505778
2017/04/17,26000,26000,25600,25800,0.0,0.00%,25900,25825,25902,25713,358723,42534842
2017/04/14,25650,26100,25650,25800,▲50,＋0.19%,25860,25780,25929,25737,449238,42611464
2017/04/13,26000,26300,25600,25750,▼300,－1.15%,25930,25735,25961,25757,855742,42512932
2017/04/12,26200,26300,25900,26050,▼50,－0.19%,26010,25693,25967,25779,555160,42511717
2017/04/11,25750,26500,25750,26100,▲500,＋1.95%,26110,25595,25981,25800,941393,42544910
2017/04/10,25750,26000,25550,25600,▼550,－2.10%,26070,25510,25989,25813,817299,42450038
2017/04/07,26200,26350,26000,26150,0.0,0.00%,26170,25440,26005,25826,798199,42378338
2017/04/06,26350,26350,25950,26150,▼400,－1.51%,26220,25353,26006,25833,671226,42211992
2017/04/05,26150,26550,25900,26550,▲650,＋2.51%,26240,25275,26001,25837,1129729,42218030
2017/04/04,26200,26300,25800,25900,▼200,－0.77%,26160,25198,25996,25828,576517,42120331
2017/04/03,26550,26600,26000,26100,▼300,－1.14%,26180,25165,26005,25830,783061,42053817
2017/03/31,26450,26800,26250,26400,▲150,＋0.57%,25840,25098,26012,25824,962054,41920811
2017/03/30,26200,26450,26000,26250,▲100,＋0.38%,25610,25013,26009,25814,1221786,41737785
2017/03/29,26200,26200,25700,26150,▲150,＋0.58%,25490,24945,25995,25798,925265,41506214
2017/03/28,24550,26150,24500,26000,▲1600,＋6.56%,25290,24905,25971,25784,3226519,41422333
2017/03/27,25100,25200,24350,24400,▼850,－3.37%,25150,24875,25958,25771,1138786,40392116
2017/03/24,25650,25750,25050,25250,▼400,－1.56%,25250,24935,25977,25774,968358,40393047
2017/03/23,25300,25700,25200,25650,▲500,＋1.99%,25180,24973,25977,25765,915076,40378776
2017/03/22,25300,25350,24950,25150,▼150,－0.59%,25030,25005,25977,25752,889506,40425521
2017/03/21,25100,25500,25050,25300,▲400,＋1.61%,24820,25075,25983,25740,1051168,40560490
2017/03/20,24850,25100,24700,24900,0.0,0.00%,24640,25135,25992,25728,450893,40530343
2017/03/17,24950,25100,24750,24900,0.0,0.00%,24500,25235,25991,25715,695105,40594361
2017/03/16,24450,24950,24300,24900,▲800,＋3.32%,24400,25348,25993,25704,1075508,40686256
2017/03/15,24450,24500,24100,24100,▼300,－1.23%,24340,25495,25995,25690,559570,40750870
2017/03/14,24300,24700,24300,24400,▲200,＋0.83%,24520,25653,26021,25687,778368,40766047
2017/03/13,24350,24550,24150,24200,▼200,－0.82%,24690,25798,26043,25679,917370,40816728
2017/03/10,24600,24900,24250,24400,▼200,－0.81%,24800,25915,26073,25671,788581,40709659
2017/03/09,25050,25100,24600,24600,▼400,－1.60%,24860,25993,26089,25663,709615,40852748
2017/03/08,25350,25400,24800,25000,▼250,－0.99%,24920,26038,26105,25656,886139,40879302
2017/03/07,24550,25300,24550,25250,▲500,＋2.02%,24990,26063,26113,25651,654519,40983174
2017/03/06,24750,24900,24200,24750,▲50,＋0.20%,25020,26113,26103,25642,878371,41030888
2017/03/03,24650,24800,24150,24700,▼200,－0.80%,25190,26190,26099,25640,1176520,41015434
2017/03/02,25400,25850,24850,24900,▼450,－1.78%,25450,26273,26079,25641,1504465,40730295
2017/02/28,25450,25600,25250,25350,▼50,－0.20%,25730,26358,26055,25643,839740,40895535
2017/02/27,25700,25850,25300,25400,▼200,－0.78%,25970,26395,26033,25637,903648,40923931
2017/02/24,26250,26800,25550,25600,▼400,－1.54%,26190,26488,25998,25630,2308017,40950182
2017/02/23,26200,26550,25650,26000,▼300,－1.14%,26450,26548,25956,25630,2357986,41064318
2017/02/22,26700,26700,26100,26300,▼250,－0.94%,26680,26620,25913,25628,1023111,41628844
2017/02/21,26500,26900,26300,26550,▲50,＋0.19%,26990,26670,25873,25622,961336,41798627
2017/02/20,27050,27150,26200,26500,▼400,－1.49%,27130,26708,25833,25620,767520,41844104
2017/02/17,27000,27250,26800,26900,▼250,－0.92%,27290,26745,25809,25622,857616,41854077
2017/02/16,27950,27950,26950,27150,▼700,－2.51%,27220,26773,25784,25623,930825,41925319
2017/02/15,27400,28000,27250,27850,▲600,＋2.20%,26980,26800,25745,25615,1325782,41951211
2017/02/14,27550,28100,27100,27250,▼50,－0.18%,26510,26713,25694,25601,1433630,41706884
2017/02/13,26600,27400,26450,27300,▲750,＋2.82%,26160,26695,25655,25595,1340792,41786189
2017/02/10,26300,26600,26050,26550,▲600,＋2.31%,25950,26660,25617,25590,717025,41690677
2017/02/09,25600,26150,25500,25950,▲450,＋1.76%,25900,26660,25588,25595,687232,41611960
2017/02/08,25500,25950,25400,25500,0.0,0.00%,25980,26673,25561,25604,721204,41416471
2017/02/07,26150,26200,25350,25500,▼750,－2.86%,26200,26690,25536,25608,1083368,41404278
2017/02/06,26600,26700,26100,26250,▼50,－0.19%,26320,26728,25529,25613,430690,41484887
2017/02/03,26500,26850,26000,26300,▼50,－0.19%,26520,26738,25502,25614,650757,41496446
2017/02/02,26500,26750,26350,26350,▼250,－0.94%,26620,26748,25530,25613,753464,41577091
2017/02/01,26200,26700,25950,26600,▲500,＋1.92%,26840,26743,25550,25605,894011,41584200
