[일시]LG,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2002/08/27,7039,7112,6958,6958,▼51,－0.73%,7132,8121,8443,8819,557828,10047393
2002/08/26,7002,7141,6958,7010,▼102,－1.44%,7185,8211,8477,8823,466668,10014463
2002/08/23,7287,7367,7082,7112,▼102,－1.42%,7196,8291,8511,8827,585121,9956483
2002/08/22,7440,7440,7170,7214,▼153,－2.08%,7262,8367,8546,8829,939099,9956483
2002/08/21,7082,7476,7082,7367,▲146,＋2.02%,7570,8438,8575,8825,908987,9865641
2002/08/20,7192,7440,7155,7221,▲153,＋2.17%,7847,8515,8607,8821,1397953,9803891
2002/08/19,7367,7367,6937,7068,▼372,－5.00%,8153,8579,8639,8815,1681438,9513341
2002/08/16,8753,8753,7440,7440,▼1313,－15.00%,8490,8663,8678,8810,2873939,9402449
2002/08/14,8753,8753,8753,8753,0.0,0.00%,8753,8740,8715,8801,0,10527804
2002/08/13,8753,8753,8753,8753,0.0,0.00%,8753,8751,8723,8783,0,10527804
2002/08/12,8753,8753,8753,8753,0.0,0.00%,8753,8761,8727,8764,0,10527804
2002/08/09,8753,8753,8753,8753,0.0,0.00%,8753,8777,8734,8742,0,10527804
2002/08/08,8753,8753,8753,8753,0.0,0.00%,8753,8777,8738,8717,0,10527804
2002/08/07,8753,8753,8753,8753,0.0,0.00%,8753,8788,8742,8693,0,10527804
2002/08/06,8753,8753,8753,8753,0.0,0.00%,8753,8789,8746,8670,0,10527804
2002/08/05,8753,8753,8753,8753,0.0,0.00%,8753,8780,8742,8647,0,10527804
2002/08/02,8753,8753,8753,8753,0.0,0.00%,8753,8781,8732,8625,0,10527804
2002/08/01,8753,8753,8753,8753,0.0,0.00%,8727,8772,8713,8602,0,10527804
2002/07/31,8753,8753,8753,8753,0.0,0.00%,8701,8765,8693,8582,0,10527804
2002/07/30,8753,8753,8753,8753,0.0,0.00%,8676,8757,8675,8562,0,10527804
2002/07/29,8817,8817,8528,8753,▲128,＋1.49%,8708,8738,8658,8547,863704,10527804
2002/07/26,8624,8817,8496,8624,0.0,0.00%,8656,8714,8638,8532,867994,10522804
2002/07/25,8945,8945,8592,8624,0.0,0.00%,8682,8661,8624,8515,465224,10527804
2002/07/24,8817,8977,8464,8624,▼289,－3.24%,8753,8671,8599,8497,588451,10527804
2002/07/23,8336,8913,8336,8913,▲417,＋4.91%,8823,8684,8591,8479,604846,10484294
2002/07/22,8400,8656,8304,8496,▼256,－2.93%,8830,8682,8591,8456,768789,10382684
2002/07/19,8849,8881,8624,8753,▼224,－2.50%,8945,8696,8602,8435,599680,10155854
2002/07/18,8977,9137,8977,8977,0.0,0.00%,8945,8679,8628,8411,494209,10128664
2002/07/16,8945,9041,8688,8977,▲32,＋0.36%,8945,8668,8633,8384,1308200,10128776
2002/07/15,8977,9234,8945,8945,▼128,－1.41%,8906,8648,8628,8356,971308,9983436
2002/07/12,8945,9073,8881,9073,▲321,＋3.66%,8830,8644,8622,8327,787037,10133436
2002/07/11,8817,8977,8753,8753,▼224,－2.50%,8772,8626,8619,8296,609380,10258736
2002/07/10,8688,9105,8688,8977,▲192,＋2.19%,8733,8612,8621,8268,793229,10252626
2002/07/09,8656,8785,8592,8785,▲224,＋2.62%,8663,8579,8619,8238,513505,10252626
2002/07/08,9009,9073,8496,8560,▼224,－2.55%,8624,8543,8618,8208,832803,10258906
2002/07/05,8656,8945,8592,8785,▲224,＋2.62%,8586,8538,8631,8179,901200,10258906
2002/07/04,8721,8753,8496,8560,▼64,－0.74%,8483,8522,8653,8150,496619,10258906
2002/07/03,8528,8688,8400,8624,▲32,＋0.37%,8285,8503,8689,8123,369420,10251786
2002/07/02,8047,8656,8015,8592,▲224,＋2.68%,8323,8483,8729,8096,686127,10211086
2002/06/28,8400,8560,8208,8368,▲96,＋1.16%,8381,8462,8757,8068,823721,10010606
2002/06/27,8143,8432,7919,8272,▲705,＋9.32%,8483,8469,8788,8042,1170493,9982966
2002/06/26,8624,8688,7534,7566,▼1250,－14.18%,8586,8506,8822,8016,1051640,10065166
2002/06/25,8945,9394,8721,8817,▼64,－0.72%,8753,8581,8870,7997,1573670,10034196
2002/06/24,8785,8881,8496,8881,0.0,0.00%,8740,8599,8897,7967,495440,10048245
2002/06/21,8785,8913,8528,8881,▲96,＋1.09%,8682,8604,8916,7935,624250,9980305
2002/06/20,8496,8849,8304,8785,▲385,＋4.58%,8676,8624,8942,7902,780988,9936555
2002/06/19,8656,8817,8143,8400,▼353,－4.03%,8663,8640,8968,7868,632533,9812415
2002/06/18,8849,8945,8688,8753,▲160,＋1.87%,8676,8692,9003,7837,568387,9645285
2002/06/17,8849,8945,8560,8592,▼256,－2.90%,8592,8737,9044,7806,456280,9543035
2002/06/14,8753,9041,8721,8849,▲128,＋1.47%,8483,8769,9086,7779,701017,9529155
2002/06/12,8592,8721,8400,8721,▲256,＋3.03%,8406,8778,9123,7749,737530,9356335
2002/06/11,8240,8496,8208,8464,▲128,＋1.54%,8355,8799,9163,7721,360670,9351595
2002/06/10,8208,8464,8208,8336,▲289,＋3.59%,8297,8826,9193,7695,513638,9339975
2002/06/07,8336,8368,8047,8047,▼417,－4.92%,8278,8858,9214,7672,928947,9349982
2002/06/05,8464,8849,8400,8464,0.0,0.00%,8304,8905,9232,7651,1027896,9465905
2002/06/04,7887,8464,7791,8464,▲289,＋3.53%,8310,8910,9243,7621,488705,9462912
2002/06/03,8079,8272,7919,8175,▼64,－0.78%,8419,8894,9239,7594,426367,9368342
2002/05/31,8047,8368,8047,8240,▲64,＋0.78%,8599,8865,9237,7568,722764,9374742
2002/05/30,8368,8368,8015,8175,▼321,－3.77%,8785,8831,9224,7543,920921,9231642
2002/05/29,8913,8913,8432,8496,▼513,－5.69%,8945,8804,9211,7518,1200402,9229302
2002/05/28,8913,9169,8849,9009,▼64,－0.71%,9105,8767,9194,7488,755196,9634313
2002/05/27,9041,9330,9009,9073,▼96,－1.05%,9124,8695,9169,7454,516463,9502473
2002/05/24,9137,9266,8977,9169,▲192,＋2.14%,9195,8631,9142,7422,793689,9507713
2002/05/23,9298,9554,8977,8977,▼321,－3.45%,9291,8528,9112,7389,828213,9379663
2002/05/22,9105,9458,8977,9298,▲192,＋2.11%,9343,8486,9074,7353,961624,9362823
2002/05/21,9234,9298,9009,9105,▼321,－3.40%,9291,8467,9034,7313,1080305,9308333
2002/05/20,9682,9682,9298,9426,▼224,－2.33%,9298,8470,8991,7275,1027236,8936577
2002/05/17,9298,9682,9234,9650,▲417,＋4.51%,9214,8512,8941,7235,1433217,8817607
2002/05/16,8977,9330,8977,9234,▲192,＋2.13%,9080,8495,8888,7191,1109479,8657607
2002/05/15,9234,9266,8945,9041,▼96,－1.05%,9028,8466,8844,7151,1304161,8473437
2002/05/14,9041,9201,8945,9137,▲128,＋1.42%,8932,8443,8800,7112,1304099,8398807
2002/05/13,8977,9137,8881,9009,▲32,＋0.36%,8733,8432,8749,7072,1310670,8110437
2002/05/10,8945,9169,8656,8977,0.0,0.00%,8451,8426,8696,7031,1887828,7862837
2002/05/09,8849,9073,8592,8977,▲417,＋4.87%,8169,8419,8644,6991,2512141,7372767
2002/05/08,8143,8753,7951,8560,▲417,＋5.12%,7900,8406,8595,6950,4448153,6620357
2002/05/07,7534,8175,7342,8143,▲545,＋7.17%,7739,8446,8552,6916,1879956,5927187
2002/05/06,7438,7855,7374,7598,▲32,＋0.42%,7624,8543,8517,6885,1093126,5917307
2002/05/03,7663,7663,7246,7566,▼64,－0.84%,7663,8700,8491,6859,968612,5935958
2002/05/02,7887,7951,7470,7630,▼128,－1.65%,7573,8873,8470,6833,1659026,5935958
2002/04/30,7566,7759,7406,7759,▲192,＋2.54%,7675,9006,8450,6805,938172,6490191
2002/04/29,7310,7887,7278,7566,▼224,－2.88%,7906,9129,8437,6776,1221090,6490191
2002/04/26,7182,7791,7085,7791,▲673,＋9.46%,8227,9264,8426,6748,1891879,6483401
2002/04/25,7759,7983,7117,7117,▼1026,－12.60%,8721,9397,8406,6719,2766755,6504931
2002/04/24,8849,9105,8079,8143,▼769,－8.63%,9157,9564,8394,6696,2085112,6778651
2002/04/23,9298,9298,8656,8913,▼256,－2.80%,9259,9657,8367,6666,1996619,7033651
2002/04/22,10195,10195,8881,9169,▼1090,－10.63%,9195,9734,8320,6629,3807713,7296931
2002/04/19,9426,10259,9330,10259,▲962,＋10.34%,9144,9793,8268,6589,5184065,7696071
2002/04/18,8785,9458,8785,9298,▲641,＋7.41%,8868,9806,8195,6539,2909029,7425081
2002/04/17,8945,9073,8656,8656,▲64,＋0.75%,8778,9902,8134,6498,2239076,7322741
2002/04/16,8656,8721,8304,8592,▼321,－3.60%,8791,10024,8084,6463,2862769,7258671
2002/04/15,8945,9234,8849,8913,▲32,＋0.36%,8945,10149,8031,6429,1931955,7284691
2002/04/12,8656,9041,8560,8881,▲32,＋0.36%,9176,10258,7973,6389,1320805,7289533
2002/04/11,8849,9073,8656,8849,▲128,＋1.47%,9548,10327,7915,6351,1735099,7441053
2002/04/10,9073,9234,8592,8721,▼641,－6.85%,9984,10365,7857,6313,1750681,7532973
2002/04/09,9939,10099,9330,9362,▼705,－7.01%,10298,10384,7797,6272,1958971,7612423
2002/04/08,10676,10837,10003,10067,▼673,－6.27%,10471,10372,7727,6225,1667443,7622423
2002/04/04,11029,11061,10548,10740,▼289,－2.62%,10510,10282,7646,6172,1478968,7680903
2002/04/03,10259,11029,10195,11029,▲737,＋7.17%,10452,10146,7557,6112,2782442,7710283
2002/04/02,10163,10452,10131,10292,▲64,＋0.63%,10336,9969,7462,6049,1075487,7705713
2002/04/01,10388,10740,10035,10227,▼32,－0.31%,10279,9822,7378,5992,1432021,7755753
2002/03/29,10516,10708,10131,10259,▼192,－1.84%,10324,9687,7295,5936,1025809,7755753
2002/03/28,10516,10997,10452,10452,0.0,0.00%,10343,9549,7211,5879,1553981,7751363
2002/03/27,10131,10644,10003,10452,▲449,＋4.49%,10356,9399,7125,5820,1641501,7811863
2002/03/26,10067,10420,9939,10003,▼449,－4.29%,10510,9243,7037,5760,1277072,7812283
2002/03/25,10388,10708,10292,10452,▲96,＋0.93%,10728,9080,6954,5704,1561124,7762893
2002/03/22,10356,10676,9939,10356,▼160,－1.52%,10856,8902,6863,5645,2269058,7792313
2002/03/21,10901,11157,10452,10516,▼705,－6.29%,11003,8711,6767,5587,1739252,7738393
2002/03/20,11093,11606,11061,11221,▲128,＋1.16%,10952,8506,6672,5527,2421388,7748398
2002/03/19,11125,11317,10676,11093,0.0,0.00%,10631,8268,6569,5461,2466085,7604048
2002/03/18,11414,11670,10804,11093,0.0,0.00%,10234,8042,6471,5396,2283758,7526218
2002/03/15,10324,11638,10324,11093,▲834,＋8.12%,9836,7808,6374,5330,3888713,7394858
2002/03/14,9746,10420,9201,10259,▲641,＋6.67%,9272,7559,6279,5266,3114134,7288318
2002/03/13,9394,9971,9234,9618,▲513,＋5.63%,8823,7334,6198,5211,2931818,7255858
2002/03/12,9234,9426,8849,9105,0.0,0.00%,8400,7147,6130,5162,2969496,7195861
2002/03/11,8464,9490,8432,9105,▲834,＋10.08%,8047,6993,6070,5122,5290317,7056366
2002/03/08,8143,8272,7791,8272,▲256,＋3.20%,7733,6839,6000,5082,1437240,6144546
2002/03/07,7759,8272,7727,8015,▲513,＋6.84%,7579,6726,5948,5049,4403005,5968766
2002/03/06,7342,7695,7310,7502,▲160,＋2.18%,7464,6627,5900,5019,1174175,5356833
2002/03/05,7534,7823,7278,7342,▼192,－2.55%,7432,6568,5862,4993,2016577,5190333
2002/03/04,7534,7695,7342,7534,▲32,＋0.43%,7310,6521,5825,4966,1651989,5210563
2002/02/28,7695,7759,7438,7502,▲64,＋0.86%,7182,6494,5782,4938,1835399,5167143
2002/02/27,7374,7791,7310,7438,▲96,＋1.31%,6989,6465,5738,4910,3269169,5114583
2002/02/26,6861,7630,6765,7342,▲609,＋9.05%,6784,6422,5701,4885,4731691,5124724
2002/02/25,7053,7085,6733,6733,▼160,－2.33%,6611,6376,5667,4861,1449356,5090058
2002/02/22,6380,6957,6380,6893,▲353,＋5.39%,6579,6364,5631,4846,1950031,5172028
2002/02/21,6508,6572,6367,6540,▲128,＋2.00%,6483,6325,5592,4829,841823,4978068
2002/02/20,6412,6476,6348,6412,▼64,－0.99%,6394,6300,5559,4815,659918,4973228
2002/02/19,6701,6701,6412,6476,▼96,－1.46%,6266,6274,5528,4804,1025690,4978068
2002/02/18,6508,6669,6387,6572,▲160,＋2.50%,6144,6232,5495,4792,1251554,4991828
2002/02/15,6098,6508,6047,6412,▲314,＋5.15%,6035,6187,5459,4781,1774673,4998848
2002/02/14,5899,6098,5899,6098,▲327,＋5.67%,5958,6137,5425,4769,1033909,4952648
2002/02/08,5803,5816,5649,5771,▼96,－1.64%,5940,6102,5394,4760,1198181,4944141
2002/02/07,6027,6156,5867,5867,▼160,－2.66%,5995,6084,5367,4753,2047450,4999754
2002/02/06,5931,6047,5918,6027,0.0,0.00%,6085,6060,5338,4747,1191359,5218287
2002/02/05,5899,6047,5874,6027,▲19,＋0.32%,6162,6015,5306,4740,727194,5190727
2002/02/04,5963,6201,5963,6008,▼38,－0.64%,6354,5970,5279,4734,700955,5123027
2002/02/01,6380,6399,6040,6047,▼269,－4.26%,6538,5932,5253,4724,1329664,5123027
2002/01/31,6733,6733,6220,6316,▼96,－1.50%,6643,5897,5226,4712,1385398,5060429
2002/01/30,6733,6829,6412,6412,▼577,－8.26%,6662,5850,5195,4698,1416097,5104463
2002/01/29,6957,7182,6829,6989,▲64,＋0.93%,6681,5790,5161,4684,1298380,5104743
2002/01/28,6637,6925,6444,6925,▲353,＋5.37%,6503,5704,5116,4665,2263254,5121353
2002/01/25,6669,6861,6476,6572,▲160,＋2.50%,6328,5617,5071,4647,2634922,5106543
2002/01/24,6605,6605,6322,6412,▼96,－1.48%,6190,5555,5032,4632,2646551,5067493
2002/01/23,6066,6605,6034,6508,▲410,＋6.73%,6036,5493,4999,4619,3818854,4939210
2002/01/22,6092,6130,5925,6098,▲51,＋0.85%,5868,5417,4966,4603,1684288,4938830
2002/01/21,5918,6168,5918,6047,▲160,＋2.72%,5731,5361,4939,4592,2289180,4938830
2002/01/18,5649,6040,5623,5886,▲244,＋4.32%,5604,5291,4910,4578,3537505,4983803
2002/01/17,5649,5739,5476,5643,▼26,－0.45%,5505,5235,4884,4563,1314123,5063953
2002/01/16,5450,5983,5399,5668,▲256,＋4.74%,5455,5205,4863,4549,4672848,5070533
2002/01/15,5489,5611,5393,5412,0.0,0.00%,5348,5184,4842,4535,1883660,5074263
2002/01/14,5386,5636,5361,5412,▲19,＋0.36%,5291,5176,4826,4529,1859110,5078043
2002/01/11,5457,5482,5258,5393,0.0,0.00%,5258,5176,4806,4523,1014559,5068543
2002/01/10,5130,5425,5098,5393,▲263,＋5.13%,5248,5175,4788,4520,2056058,4930623
2002/01/09,5130,5194,5066,5130,0.0,0.00%,5246,5185,4769,4519,789622,4694648
2002/01/08,5226,5284,5078,5130,▼115,－2.20%,5263,5201,4746,4520,894985,4688656
2002/01/07,5341,5367,5232,5245,▼96,－1.80%,5289,5192,4723,4524,978772,4683242
2002/01/04,5418,5444,5309,5341,▼45,－0.83%,5278,5187,4697,4527,989636,4760982
2002/01/03,5258,5431,5226,5386,▲173,＋3.32%,5275,5176,4668,4532,1688578,4734302
2002/01/02,5245,5284,5130,5213,▼45,－0.85%,5235,5169,4635,4531,1268387,4701702
2001/12/28,5258,5341,5143,5258,▲64,＋1.23%,5190,5165,4606,4533,958220,2686552
2001/12/27,5194,5226,5104,5194,▼128,－2.41%,5134,5149,4577,4534,780030,2686552
2001/12/26,5245,5450,5194,5322,▲135,＋2.60%,5025,5131,4547,4536,1633500,2683092
2001/12/24,5066,5258,5001,5187,▲199,＋3.98%,4913,5127,4514,4538,877830,2683092
2001/12/21,4751,5078,4751,4989,▲13,＋0.26%,4885,5132,4483,4541,813740,2690782
2001/12/20,4745,5040,4681,4976,▲327,＋7.03%,4935,5113,4454,4544,1080790,2698142
2001/12/19,4764,4841,4553,4649,▼115,－2.42%,4991,5091,4428,4548,735380,2605272
2001/12/18,5098,5162,4764,4764,▼282,－5.59%,5141,5087,4407,4554,1457440,2605722
2001/12/17,5149,5264,5046,5046,▼192,－3.67%,5266,5077,4382,4560,919310,2608662
2001/12/14,5258,5425,5110,5239,▼19,－0.37%,5372,5046,4353,4567,1120680,2604721
2001/12/13,5386,5450,5226,5258,▼141,－2.61%,5416,5006,4321,4573,1297690,2604721
2001/12/12,5405,5502,5264,5399,▲13,＋0.24%,5353,4961,4286,4580,1765640,2602917
2001/12/11,5521,5540,5277,5386,▼192,－3.45%,5303,4905,4252,4587,1879650,2620110
2001/12/10,5514,5803,5393,5579,▲122,＋2.23%,5252,4841,4225,4602,3707500,2632290
2001/12/07,4950,5611,4944,5457,▲513,＋10.38%,5184,4770,4193,4616,4832010,2560060
2001/12/06,5226,5232,4886,4944,▼205,－3.99%,5118,4701,4174,4633,1902530,2554740
2001/12/05,5194,5219,5104,5149,▲19,＋0.37%,5117,4675,4163,4654,2347040,2607890
2001/12/04,5277,5277,5104,5130,▼109,－2.08%,5055,4640,4150,4673,1036730,2541600
2001/12/03,5149,5316,5104,5239,▲109,＋2.12%,5080,4606,4137,4692,1340090,2539131
2001/11/30,4937,5245,4937,5130,▲192,＋3.90%,5089,4566,4123,4710,1799550,2538321
2001/11/29,4745,4976,4739,4937,▲96,＋1.99%,4982,4527,4107,4731,1014170,2541291
2001/11/28,5194,5226,4841,4841,▼410,－7.81%,4901,4494,4094,4751,1457170,2537159
2001/11/27,5322,5476,5143,5252,▼32,－0.61%,4849,4464,4083,4771,2817780,2523539
2001/11/26,4809,5284,4777,5284,▲686,＋14.92%,4709,4413,4069,4791,3772600,2508749
2001/11/23,4546,4649,4482,4598,▲64,＋1.41%,4541,4371,4056,4813,1252010,2545951
2001/11/22,4540,4578,4463,4533,▼45,－0.98%,4508,4367,4060,4843,807000,2545951
2001/11/21,4540,4649,4527,4578,▲26,＋0.56%,4473,4364,4066,4872,832390,2547901
2001/11/20,4476,4771,4444,4553,▲109,＋2.45%,4413,4351,4071,4897,2527040,2554561
2001/11/19,4431,4501,4360,4444,▲13,＋0.29%,4326,4340,4079,4922,1063250,2512860
2001/11/16,4392,4476,4296,4431,▲71,＋1.62%,4267,4337,4089,4949,1240670,2499510
2001/11/15,4296,4418,4264,4360,▲83,＋1.95%,4196,4336,4103,4974,1085780,2499010
2001/11/14,4136,4283,4136,4277,▲160,＋3.89%,4209,4342,4114,4997,1283220,2494258
2001/11/13,4168,4174,4072,4117,▼32,－0.77%,4242,4338,4126,5022,665140,2490338
2001/11/12,4072,4168,4001,4149,▲71,＋1.73%,4310,4346,4139,5049,1472640,2555908
2001/11/09,4367,4392,4027,4078,▼346,－7.83%,4368,4354,4156,5077,2431370,2555920
2001/11/08,4482,4495,4405,4424,▼19,－0.43%,4422,4337,4175,5104,561700,2555220
2001/11/07,4469,4546,4399,4444,▼13,－0.29%,4394,4302,4190,5127,826080,2560778
2001/11/06,4495,4495,4405,4456,▲19,＋0.43%,4353,4266,4195,5147,586840,2560638
2001/11/05,4380,4508,4380,4437,▲90,＋2.06%,4309,4222,4197,5165,713490,2562278
2001/11/02,4322,4450,4322,4347,▲64,＋1.50%,4306,4171,4201,5186,889580,2594280
2001/11/01,4219,4354,4219,4283,▲45,＋1.06%,4341,4127,4208,5207,469640,2601040
2001/10/31,4168,4290,4142,4238,0.0,0.00%,4382,4088,4215,5230,638120,2601051
2001/10/30,4296,4360,4238,4238,▼186,－4.20%,4397,4046,4223,5256,692340,2600021
2001/10/29,4565,4565,4412,4424,▼96,－2.13%,4415,4001,4232,5282,761800,2619181
2001/10/26,4610,4610,4463,4521,▲32,＋0.71%,4405,3945,4239,5308,1242840,2611188
2001/10/25,4315,4630,4315,4489,▲173,＋4.01%,4386,3883,4240,5334,3028600,2611188
2001/10/24,4315,4399,4283,4315,▼13,－0.30%,4383,3829,4245,5366,1054620,2607408
2001/10/23,4360,4508,4303,4328,▼45,－1.03%,4358,3783,4247,5399,1943070,2607408
2001/10/22,4424,4437,4277,4373,▼51,－1.16%,4351,3731,4242,5444,1490690,2608671
2001/10/19,4553,4604,4373,4424,▼51,－1.15%,4336,3676,4234,5503,2532890,2730193
2001/10/18,4392,4758,4328,4476,▲289,＋6.89%,4199,3620,4229,5578,6814480,2693963
2001/10/17,4309,4360,4117,4187,▼109,－2.54%,4049,3554,4231,5672,1840400,2839553
2001/10/16,4456,4540,4194,4296,0.0,0.00%,3955,3515,4241,5768,5408790,2824897
2001/10/15,3943,4296,3899,4296,▲558,＋14.92%,3814,3487,4252,5864,4556700,2824032
2001/10/12,3815,3867,3681,3738,▲13,＋0.34%,3636,3456,4268,5959,1320860,2824332
2001/10/11,3834,3892,3687,3725,▲6,＋0.17%,3581,3484,4294,6060,1131870,2925672
2001/10/10,3572,3802,3540,3719,▲128,＋3.57%,3538,3513,4326,6160,1373860,2925672
2001/10/09,3443,3610,3418,3591,▲186,＋5.46%,3474,3546,4357,6260,957990,2925681
2001/10/08,3456,3456,3373,3405,▼58,－1.67%,3423,3582,4395,6362,427770,2921596
2001/10/05,3488,3501,3443,3463,▼51,－1.46%,3402,3632,4427,6465,439090,2926563
2001/10/04,3520,3559,3475,3514,▲115,＋3.40%,3366,3669,4460,6567,801210,2959656
2001/09/28,3347,3418,3321,3398,▲64,＋1.92%,3346,3699,4492,6669,754000,2964046
2001/09/27,3289,3334,3277,3334,▲32,＋0.97%,3347,3738,4525,6772,423760,2820686
2001/09/26,3334,3379,3270,3302,▲19,＋0.59%,3334,3793,4561,6876,571060,2804395
2001/09/25,3482,3507,3257,3283,▼128,－3.76%,3329,3852,4599,6980,969000,2810405
2001/09/24,3386,3495,3386,3411,▲6,＋0.19%,3333,3931,4634,7084,737370,2839414
2001/09/21,3219,3495,3193,3405,▲135,＋4.12%,3284,4005,4668,7187,1053520,2835334
2001/09/20,3238,3360,3206,3270,▼6,－0.20%,3283,4078,4700,7290,981610,2850278
2001/09/19,3341,3431,3277,3277,▼26,－0.78%,3378,4165,4737,7394,1071690,1746016
2001/09/18,3264,3424,3238,3302,▲135,＋4.25%,3456,4255,4781,7498,746830,1746017
2001/09/17,3289,3366,3168,3168,▼231,－6.79%,3657,4352,4826,7595,382200,1610517
2001/09/14,3777,3777,3238,3398,▼346,－9.25%,3884,4446,4873,7691,439600,1612517
2001/09/13,3655,3783,3655,3745,▲77,＋2.10%,4078,4525,4922,7790,423250,1617037
2001/09/12,3668,3828,3668,3668,▼641,－14.88%,4195,4584,4979,7879,580040,1619819
2001/09/11,4283,4360,4270,4309,▲6,＋0.15%,4340,4658,5039,7970,231810,1617769
2001/09/10,4277,4335,4277,4303,▼64,－1.47%,4318,4704,5092,8058,159590,1626769
2001/09/07,4303,4367,4251,4367,▲38,＋0.89%,4282,4755,5144,8149,246200,1617799
2001/09/06,4367,4424,4303,4328,▼64,－1.46%,4244,4774,5196,8239,291970,1626469
2001/09/05,4226,4456,4149,4392,▲192,＋4.58%,4264,4787,5247,8327,637860,1633409
2001/09/04,4104,4232,4091,4200,▲77,＋1.87%,4285,4802,5298,8411,244120,1628067
2001/09/03,4104,4258,4104,4123,▼51,－1.23%,4414,4828,5354,8491,200830,1626607
2001/08/31,4296,4328,4168,4174,▼256,－5.79%,4569,4859,5408,8576,358990,1629247
2001/08/30,4392,4456,4270,4431,▼64,－1.43%,4709,4884,5460,8665,335590,1626237
2001/08/29,4726,4790,4495,4495,▼353,－7.28%,4825,4904,5513,8756,704140,1626237
2001/08/28,4969,4989,4835,4848,▼51,－1.05%,4941,4919,5570,8842,419970,1634617
2001/08/27,4937,5034,4899,4899,▲26,＋0.53%,5018,4905,5626,8929,492110,1634621
2001/08/24,4969,5001,4783,4873,▼135,－2.69%,5048,4900,5678,9019,668740,1625821
2001/08/23,5098,5162,5008,5008,▼71,－1.39%,5071,4879,5724,9117,464300,1722431
2001/08/22,5194,5309,5072,5078,▼154,－2.94%,5051,4829,5764,9220,818580,1720965
2001/08/21,5130,5232,5066,5232,▲186,＋3.68%,5068,4772,5808,9324,858490,1697957
2001/08/20,4860,5226,4841,5046,▲58,＋1.16%,5066,4715,5845,9426,1017810,1524293
2001/08/17,4905,5117,4905,4989,▲77,＋1.57%,5121,4694,5881,9531,743430,1455634
2001/08/16,5098,5123,4905,4912,▼250,－4.84%,5072,4682,5918,9637,803080,1525963
2001/08/14,5181,5296,5085,5162,▼58,－1.11%,5009,4685,5959,9743,759560,1597524
2001/08/13,5444,5534,5181,5219,▼103,－1.93%,4913,4691,5999,9850,1154110,1595614
2001/08/10,4873,5322,4841,5322,▲577,＋12.16%,4816,4695,6033,9953,1881340,1619524
2001/08/09,4521,4905,4463,4745,▲147,＋3.21%,4699,4710,6065,10059,837410,1566304
2001/08/08,4636,4674,4585,4598,▼83,－1.78%,4686,4753,6100,10173,257650,1566304
