[일시]유한양행,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1992/09/14,12450,12682,12450,12682,▲232,＋1.87%,12589,11911,12116,12928,640,N/A
1992/09/09,12543,12543,12450,12450,▼93,－0.74%,12645,11823,12108,12935,2290,N/A
1992/09/08,12543,12543,12543,12543,▼186,－1.46%,12756,11746,12101,12946,2080,N/A
1992/09/07,12729,12868,12729,12729,▲186,＋1.48%,12887,11688,12088,12958,670,N/A
1992/09/05,12543,12543,12543,12543,▼418,－3.23%,12896,11632,12072,12973,2170,N/A
1992/09/04,13007,13007,12543,12961,▼46,－0.36%,12979,11593,12060,12984,5950,N/A
1992/09/03,13193,13472,12729,13007,▼186,－1.41%,12887,11523,12048,12989,1360,N/A
1992/09/02,12311,13193,12311,13193,▲418,＋3.27%,12691,11442,12043,12995,13980,N/A
1992/09/01,13425,13425,12543,12775,▼186,－1.43%,12366,11351,12040,13005,3840,N/A
1992/08/31,12729,12961,12729,12961,▲465,＋3.72%,12032,11293,12044,13022,18520,N/A
1992/08/29,12264,12496,12264,12496,▲465,＋3.86%,11567,11207,12045,13033,2350,N/A
1992/08/28,11985,12032,11660,12032,▲465,＋4.02%,11103,11140,12053,13052,4850,N/A
1992/08/27,11567,11567,11521,11567,▲465,＋4.18%,10731,11119,12076,13080,5810,N/A
1992/08/26,10638,11103,10638,11103,▲465,＋4.37%,10545,11144,12106,13118,4690,N/A
1992/08/25,10127,10638,9755,10638,▲465,＋4.57%,10452,11189,12143,13160,34450,N/A
1992/08/24,9755,10174,9755,10174,0.0,0.00%,10508,11261,12198,13206,720,N/A
1992/08/22,10174,10174,10174,10174,▼465,－4.37%,10657,11356,12261,13262,10,N/A
1992/08/21,10638,10638,10638,10638,0.0,0.00%,10805,11463,12327,13322,0,N/A
1992/08/20,11335,11335,10638,10638,▼279,－2.55%,10954,11558,12379,13375,120,N/A
1992/08/19,10685,10917,10638,10917,0.0,0.00%,11149,11649,12431,13423,320,N/A
1992/08/18,10452,10917,10452,10917,0.0,0.00%,11316,11725,12485,13470,1020,N/A
1992/08/17,10917,10917,10917,10917,▼465,－4.08%,11446,11790,12540,13512,0,N/A
1992/08/14,11381,11381,11381,11381,▼232,－2.00%,11539,11878,12588,13549,20,N/A
1992/08/13,11614,11614,11614,11614,▼139,－1.19%,11539,11946,12634,13576,120,N/A
1992/08/12,11846,11846,11103,11753,▲186,＋1.61%,11539,11990,12674,13597,120,N/A
1992/08/11,11056,11567,11056,11567,▲186,＋1.63%,11437,12029,12711,13613,70,N/A
1992/08/10,11381,11381,11381,11381,0.0,0.00%,11354,12092,12751,13627,10,N/A
1992/08/08,11381,11381,11381,11381,▼232,－2.00%,11400,12164,12794,13639,10,N/A
1992/08/07,11335,11614,11335,11614,▲372,＋3.31%,11539,12236,12844,13646,130,N/A
1992/08/06,10731,11474,10731,11242,▲93,＋0.83%,11614,12292,12882,13650,160,N/A
1992/08/05,11149,11149,11149,11149,▼465,－4.00%,11781,12352,12921,13657,60,N/A
1992/08/04,11614,11614,11614,11614,▼465,－3.85%,11967,12417,12972,13664,240,N/A
1992/08/03,12078,12078,12078,12078,▲93,＋0.78%,12106,12459,13016,13668,10,N/A
1992/08/01,11985,11985,11985,11985,▼93,－0.77%,12199,12482,13047,13668,20,N/A
1992/07/31,11614,12078,11614,12078,0.0,0.00%,12292,12533,13084,13667,370,N/A
1992/07/30,12078,12078,12078,12078,▼232,－1.89%,12366,12580,13130,13667,0,N/A
1992/07/29,12311,12311,12311,12311,▼232,－1.85%,12394,12626,13185,13667,0,N/A
1992/07/28,12450,12543,12125,12543,▲93,＋0.75%,12468,12661,13233,13666,1020,N/A
1992/07/27,12450,12450,12450,12450,0.0,0.00%,12506,12684,13277,13660,0,N/A
1992/07/25,11753,12450,11753,12450,▲232,＋1.90%,12515,12708,13319,13655,120,N/A
1992/07/24,12218,12543,12218,12218,▼465,－3.66%,12533,12712,13357,13649,260,N/A
1992/07/23,12682,12682,12682,12682,▼46,－0.36%,12654,12710,13390,13646,30,N/A
1992/07/22,12450,12729,12450,12729,▲232,＋1.86%,12682,12680,13407,13636,210,N/A
1992/07/21,12078,12543,12078,12496,▼46,－0.37%,12701,12631,13427,13622,430,N/A
1992/07/20,12543,12543,12543,12543,▼279,－2.17%,12747,12594,13459,13610,0,N/A
1992/07/18,12822,12822,12822,12822,0.0,0.00%,12729,12557,13486,13598,0,N/A
1992/07/16,12822,12822,12822,12822,0.0,0.00%,12654,12529,13508,13585,70,N/A
1992/07/15,12868,12868,12822,12822,▲93,＋0.73%,12580,12524,13531,13571,2000,N/A
1992/07/14,12729,12729,12729,12729,▲279,＋2.24%,12524,12533,13545,13557,10,N/A
1992/07/13,12450,12450,12450,12450,0.0,0.00%,12580,12547,13559,13542,10,N/A
1992/07/11,12450,12450,12450,12450,0.0,0.00%,12691,12575,13576,13528,0,N/A
1992/07/10,12450,12450,12450,12450,▼93,－0.74%,12803,12601,13593,13515,10,N/A
1992/07/09,12543,12914,12543,12543,▼465,－3.57%,12914,12650,13617,13502,820,N/A
1992/07/08,13007,13007,13007,13007,0.0,0.00%,13007,12691,13632,13489,0,N/A
1992/07/07,13007,13007,13007,13007,0.0,0.00%,12989,12708,13637,13471,0,N/A
1992/07/06,13007,13007,13007,13007,0.0,0.00%,12896,12754,13648,13454,0,N/A
1992/07/04,12775,13007,12775,13007,0.0,0.00%,12729,12801,13666,13437,660,N/A
1992/07/03,13007,13007,13007,13007,▲93,＋0.72%,12543,12856,13693,13422,1710,N/A
1992/07/02,12914,12914,12775,12914,▲372,＋2.96%,12292,12894,13710,13406,9040,N/A
1992/07/01,12543,12589,12543,12543,▲372,＋3.05%,12060,12938,13721,13391,940,N/A
1992/06/30,12078,12218,11614,12171,▲93,＋0.77%,11911,13019,13741,13378,1360,N/A
1992/06/29,11753,12078,11660,12078,▲325,＋2.77%,11930,13119,13762,13371,1890,N/A
1992/06/27,11753,11753,11660,11753,0.0,0.00%,12060,13205,13791,13367,1010,N/A
1992/06/26,11800,12078,11381,11753,▼46,－0.39%,12311,13326,13827,13363,1450,N/A
1992/06/25,12264,12264,11800,11800,▼465,－3.79%,12561,13437,13874,13357,1020,N/A
1992/06/24,12822,12822,12264,12264,▼465,－3.65%,12803,13546,13909,13353,1210,N/A
1992/06/23,12682,13007,12682,12729,▼279,－2.14%,12942,13632,13929,13346,70,N/A
1992/06/22,12682,13007,12682,13007,0.0,0.00%,13082,13695,13947,13336,1160,N/A
1992/06/20,13007,13007,13007,13007,0.0,0.00%,13156,13762,13970,13319,0,N/A
1992/06/19,12775,13007,12775,13007,▲46,＋0.36%,13221,13806,14001,13305,3930,N/A
1992/06/18,13425,13425,12961,12961,▼465,－3.46%,13407,13837,14021,13292,550,N/A
1992/06/17,13472,13472,13379,13425,▲46,＋0.35%,13602,13899,14052,13282,5860,N/A
1992/06/16,13333,13565,13333,13379,▲46,＋0.35%,13741,13939,14085,13264,2730,N/A
1992/06/15,13751,13751,13333,13333,▼604,－4.33%,13816,13967,14129,13247,640,N/A
1992/06/13,13704,13936,13704,13936,0.0,0.00%,13909,14011,14176,13230,6920,N/A
1992/06/12,14308,14308,13704,13936,▼186,－1.32%,13955,14055,14214,13208,1340,N/A
1992/06/11,13658,14215,13658,14122,▲372,＋2.70%,14001,14129,14262,13189,6970,N/A
1992/06/10,13751,13751,13333,13751,▼46,－0.34%,13936,14183,14317,13168,2000,N/A
1992/06/09,13797,13797,13797,13797,▼372,－2.62%,14020,14252,14372,13146,280,N/A
1992/06/08,13797,14169,13797,14169,0.0,0.00%,14057,14310,14415,13120,6320,N/A
1992/06/05,13797,14169,13797,14169,▲372,＋2.69%,14020,14341,14454,13091,2490,N/A
1992/06/04,13797,14169,13797,13797,▼372,－2.62%,13983,14341,14484,13066,190,N/A
1992/06/03,13704,14169,13704,14169,▲186,＋1.33%,14020,14336,14509,13043,5560,N/A
1992/06/02,13983,13983,13658,13983,0.0,0.00%,14057,14324,14519,13014,1220,N/A
1992/06/01,13983,13983,13936,13983,0.0,0.00%,14039,14345,14521,12991,2510,N/A
1992/05/30,13379,14401,13379,13983,0.0,0.00%,13964,14355,14516,12963,1420,N/A
1992/05/29,14912,14912,13983,13983,▼372,－2.59%,14011,14364,14503,12932,1610,N/A
1992/05/28,14169,14355,14169,14355,▲465,＋3.34%,14057,14373,14483,12897,1490,N/A
1992/05/27,14076,14076,13611,13890,▲279,＋2.05%,13974,14341,14449,12860,730,N/A
1992/05/26,13936,13936,13611,13611,▼604,－4.25%,14039,14324,14419,12827,1210,N/A
1992/05/25,13936,14215,13936,14215,0.0,0.00%,14280,14317,14393,12791,4970,N/A
1992/05/23,13704,14215,13704,14215,▲279,＋2.00%,14522,14280,14356,12751,890,N/A
1992/05/22,13936,14401,13936,13936,▼279,－1.96%,14717,14264,14320,12710,6890,N/A
1992/05/21,14819,14819,14215,14215,▼604,－4.08%,14958,14238,14289,12669,5350,N/A
1992/05/20,15423,15423,14819,14819,▼604,－3.92%,15107,14192,14250,12623,580,N/A
1992/05/19,14587,15795,14587,15423,▲232,＋1.53%,15098,14136,14204,12572,13800,N/A
1992/05/18,15330,15330,14680,15191,▲46,＋0.31%,14847,14069,14149,12516,6220,N/A
1992/05/16,15005,15330,15005,15144,▲186,＋1.24%,14550,14041,14099,12462,7130,N/A
1992/05/15,15330,15330,14866,14958,▲186,＋1.26%,14308,13985,14042,12406,13370,N/A
1992/05/14,14401,14773,14401,14773,▲604,＋4.26%,14197,13916,13991,12353,8490,N/A
1992/05/13,13704,14169,13565,14169,▲465,＋3.39%,14076,13862,13940,12302,1310,N/A
1992/05/12,13936,13936,13472,13704,▼232,－1.67%,14076,13827,13902,12256,920,N/A
1992/05/11,14401,14401,13936,13936,▼465,－3.23%,14169,13832,13864,12213,570,N/A
1992/05/09,14169,14401,14169,14401,▲232,＋1.64%,14122,13832,13818,12170,6200,N/A
1992/05/08,13936,14215,13936,14169,0.0,0.00%,13955,13839,13761,12122,2830,N/A
1992/05/07,14773,14773,14169,14169,0.0,0.00%,13816,13827,13711,12077,11040,N/A
1992/05/06,13797,14169,13797,14169,▲465,＋3.39%,13676,13792,13661,12031,14420,N/A
1992/05/04,13704,13797,13704,13704,▲139,＋1.03%,13621,13774,13610,11987,1720,N/A
1992/05/02,13007,13704,13007,13565,▲93,＋0.69%,13565,13809,13568,11947,330,N/A
1992/05/01,13007,13890,13007,13472,0.0,0.00%,13509,13871,13524,11908,220,N/A
1992/04/30,13936,13936,13472,13472,▼418,－3.01%,13555,13909,13480,11867,1230,N/A
1992/04/29,13704,13890,13472,13890,▲465,＋3.46%,13676,13976,13437,11827,3140,N/A
1992/04/28,13054,13425,13054,13425,▲139,＋1.05%,13825,14053,13387,11782,1200,N/A
1992/04/27,13704,13704,13286,13286,▼418,－3.05%,13946,14183,13346,11742,1870,N/A
1992/04/25,14076,14076,13611,13704,▼372,－2.64%,14001,14327,13306,11705,600,N/A
1992/04/24,15098,15098,14076,14076,▼557,－3.81%,14001,14452,13261,11665,7470,N/A
1992/04/23,14401,14633,14401,14633,▲604,＋4.30%,13881,14589,13208,11621,3950,N/A
1992/04/22,13565,14029,13565,14029,▲465,＋3.42%,13713,14728,13150,11571,880,N/A
1992/04/21,13240,13704,13240,13565,▼139,－1.02%,13695,14877,13102,11527,760,N/A
1992/04/20,13379,13890,13379,13704,▲232,＋1.72%,13890,15019,13062,11486,1960,N/A
1992/04/18,13704,13704,13472,13472,▼325,－2.36%,13936,15161,13015,11443,300,N/A
1992/04/17,13472,13936,13472,13797,▼139,－1.00%,13936,15284,12980,11404,2340,N/A
1992/04/16,14587,14587,13936,13936,▼604,－4.15%,13936,15360,12943,11364,1280,N/A
1992/04/15,13936,14540,13844,14540,▲604,＋4.33%,14029,15400,12898,11323,1820,N/A
1992/04/14,13472,13936,13472,13936,▲465,＋3.45%,14085,15379,12839,11280,4140,N/A
1992/04/13,13333,13565,13333,13472,▼325,－2.36%,14141,15365,12796,11242,2940,N/A
1992/04/11,13797,13797,13797,13797,▼604,－4.19%,14410,15353,12763,11205,100,N/A
1992/04/10,14819,14819,14262,14401,▼418,－2.82%,14735,15302,12724,11163,2760,N/A
1992/04/09,14308,14819,13611,14819,▲604,＋4.25%,15061,15198,12667,11117,8760,N/A
1992/04/08,14215,14308,14215,14215,▼604,－4.08%,15330,15061,12610,11064,3980,N/A
1992/04/07,14819,15098,14819,14819,▼604,－3.92%,15730,14954,12564,11014,2410,N/A
1992/04/06,16027,16027,15423,15423,▼604,－3.77%,16129,14812,12512,10961,1410,N/A
1992/04/04,15795,16027,15562,16027,▼139,－0.86%,16529,14645,12444,10901,2270,N/A
1992/04/03,15841,16166,15609,16166,▼46,－0.29%,16724,14447,12365,10837,2500,N/A
1992/04/02,16817,17049,16213,16213,▼604,－3.59%,16770,14231,12283,10771,2390,N/A
1992/04/01,16956,17885,16817,16817,▼604,－3.47%,16835,14025,12201,10703,7180,N/A
1992/03/31,17002,17421,16399,17421,▲418,＋2.46%,16659,13788,12115,10631,8660,N/A
1992/03/30,16352,17002,16259,17002,▲604,＋3.68%,16241,13528,12019,10556,6270,N/A
1992/03/28,16399,16399,15934,16399,▼139,－0.84%,15785,13265,11921,10488,4710,N/A
1992/03/27,16538,16538,15330,16538,▲604,＋3.79%,15330,13038,11826,10424,10970,N/A
1992/03/26,15934,15934,15934,15934,▲604,＋3.94%,14754,12798,11728,10360,6750,N/A
1992/03/25,15330,15330,15330,15330,▲604,＋4.10%,14215,12594,11648,10301,2000,N/A
1992/03/23,14726,14726,14726,14726,▲604,＋4.28%,13704,12401,11577,10246,4550,N/A
1992/03/21,13797,14122,13797,14122,▲465,＋3.40%,13221,12222,11510,10197,8360,N/A
1992/03/20,13565,13658,13333,13658,▲418,＋3.16%,12812,12067,11460,10153,12990,N/A
1992/03/19,12775,13240,12775,13240,▲465,＋3.64%,12496,11941,11411,10113,7090,N/A
1992/03/18,12403,12775,12403,12775,▲465,＋3.77%,12245,11837,11361,10074,9000,N/A
1992/03/17,12032,12311,11707,12311,▲232,＋1.92%,12106,11755,11310,10039,2230,N/A
1992/03/16,11707,12078,11660,12078,0.0,0.00%,12060,11697,11271,10006,340,N/A
1992/03/14,11567,12078,11567,12078,▲93,＋0.78%,12013,11639,11234,9975,880,N/A
1992/03/13,11614,12218,11614,11985,▼93,－0.77%,12013,11579,11189,9944,4630,N/A
1992/03/12,12032,12078,11846,12078,0.0,0.00%,12032,11523,11147,9913,2850,N/A
1992/03/11,11428,12078,11428,12078,▲232,＋1.96%,12060,11465,11100,9882,1130,N/A
1992/03/09,11614,11846,11614,11846,▼232,－1.92%,11995,11407,11048,9850,3700,N/A
1992/03/07,11614,12078,11614,12078,0.0,0.00%,11995,11361,10995,9822,2800,N/A
1992/03/06,12218,12218,11939,12078,▼139,－1.14%,11930,11305,10939,9793,6590,N/A
1992/03/05,11800,12218,11707,12218,▲465,＋3.95%,11883,11247,10884,9763,2210,N/A
1992/03/04,11707,11753,11707,11753,▼93,－0.78%,11734,11193,10826,9732,530,N/A
1992/03/03,11753,11846,11707,11846,▲93,＋0.79%,11614,11163,10769,9704,21900,N/A
1992/03/02,11846,11985,11753,11753,▼93,－0.78%,11446,11128,10716,9677,15730,N/A
1992/02/29,11614,11846,11474,11846,▲372,＋3.24%,11326,11086,10664,9652,4380,N/A
1992/02/28,11149,11614,11149,11474,▲325,＋2.92%,11186,11063,10610,9626,11650,N/A
1992/02/27,11010,11381,11010,11149,▲139,＋1.27%,11121,11068,10561,9603,2920,N/A
1992/02/26,11521,11521,11010,11010,▼139,－1.25%,11121,11072,10521,9582,27630,N/A
1992/02/25,11149,11149,11149,11149,0.0,0.00%,11103,11072,10483,9562,1000,N/A
1992/02/24,11149,11381,10685,11149,0.0,0.00%,11047,11082,10443,9541,2910,N/A
1992/02/22,10917,11149,10917,11149,0.0,0.00%,10991,11098,10402,9521,1490,N/A
1992/02/21,10685,11149,10685,11149,▲232,＋2.13%,10945,11114,10364,9499,2660,N/A
1992/02/20,10870,10917,10870,10917,▲46,＋0.43%,10898,11107,10327,9477,4280,N/A
1992/02/19,10685,10870,10685,10870,0.0,0.00%,10898,11131,10292,9457,1130,N/A
1992/02/18,10870,10870,10870,10870,▼46,－0.43%,10917,11158,10254,9438,0,N/A
1992/02/17,10685,10917,10499,10917,0.0,0.00%,10926,11200,10217,9418,2320,N/A
1992/02/15,10917,10917,10452,10917,0.0,0.00%,10973,11221,10177,9398,550,N/A
1992/02/14,10499,10917,10499,10917,▼46,－0.42%,11019,11240,10138,9378,1030,N/A
1992/02/13,10685,11242,10685,10963,▲46,＋0.43%,11066,11258,10104,9358,1410,N/A
1992/02/12,10917,10917,10685,10917,▼232,－2.08%,11056,11275,10069,9336,400,N/A
1992/02/11,11149,11149,11149,11149,0.0,0.00%,11149,11312,10034,9315,1300,N/A
1992/02/10,11149,11149,11149,11149,0.0,0.00%,11233,11335,9993,9294,200,N/A
1992/02/08,10917,11149,10917,11149,▲232,＋2.13%,11251,11335,9952,9271,4450,N/A
1992/02/07,10917,10917,10917,10917,▼465,－4.08%,11223,11312,9910,9248,70,N/A
1992/02/06,11103,11381,11103,11381,▼186,－1.61%,11307,11300,9871,9229,1180,N/A
1992/02/01,11381,11567,11335,11567,▲325,＋2.89%,11326,11286,9827,9207,4730,N/A
1992/01/31,11010,11289,11010,11242,▲232,＋2.11%,11307,11263,9786,9183,5340,N/A
1992/01/30,11335,11335,10917,11010,▼325,－2.87%,11261,11235,9748,9162,3970,N/A
1992/01/29,11149,11335,11103,11335,▼139,－1.21%,11335,11242,9720,9142,800,N/A
1992/01/28,11660,11660,11474,11474,0.0,0.00%,11354,11210,9688,9120,2190,N/A
1992/01/27,10545,11474,10545,11474,▲465,＋4.22%,11400,11147,9648,9097,12280,N/A
1992/01/25,11149,11149,11010,11010,▼372,－3.27%,11372,11061,9601,9073,1210,N/A
1992/01/24,10963,11428,10963,11381,▼46,－0.41%,11428,11010,9566,9051,760,N/A
1992/01/23,11846,11846,11289,11428,▼279,－2.38%,11409,10933,9518,9026,6530,N/A
1992/01/22,11521,11753,11521,11707,▲372,＋3.28%,11381,10831,9465,9001,330,N/A
1992/01/21,11381,11753,11335,11335,▲46,＋0.41%,11372,10717,9410,8974,14550,N/A
1992/01/20,11289,11381,11289,11289,0.0,0.00%,11428,10613,9359,8951,1960,N/A
1992/01/18,11289,11289,11289,11289,0.0,0.00%,11400,10496,9310,8929,1350,N/A
1992/01/17,11660,11800,11289,11289,▼372,－3.19%,11279,10366,9258,8907,4040,N/A
1992/01/16,11614,11846,11614,11660,▲46,＋0.40%,11158,10239,9205,8883,9730,N/A
1992/01/15,11381,11614,11149,11614,▲465,＋4.17%,11047,10092,9147,8857,21850,N/A
1992/01/14,10685,11149,10685,11149,▲465,＋4.35%,10945,9948,9094,8833,7920,N/A
1992/01/13,10220,10685,10220,10685,0.0,0.00%,10852,9809,9055,8813,150,N/A
1992/01/11,10685,10685,10685,10685,▼418,－3.77%,10945,9709,9023,8799,650,N/A
1992/01/10,11103,11103,10917,11103,0.0,0.00%,10945,9605,8991,8785,16010,N/A
1992/01/09,10685,11103,10545,11103,▲418,＋3.91%,10768,9481,8953,8766,14650,N/A
1992/01/08,11056,11056,10685,10685,▼465,－4.17%,10499,9354,8915,8747,1480,N/A
1992/01/07,11149,11149,11149,11149,▲465,＋4.35%,10359,9256,8884,8731,10720,N/A
1992/01/06,10685,10685,10685,10685,▲465,＋4.55%,10099,9135,8847,8711,450,N/A
1992/01/04,10220,10220,10220,10220,▲465,＋4.76%,9839,9038,8816,8697,430,N/A
1992/01/03,9755,9755,9755,9755,▼232,－2.33%,9681,8961,8788,8687,10000,N/A
1991/12/26,9570,10081,9570,9988,▲139,＋1.42%,9579,8917,8768,8680,8990,N/A
1991/12/24,9291,9848,9291,9848,▲465,＋4.95%,9375,8864,8741,8673,1910,N/A
1991/12/23,9430,9430,8966,9384,▼46,－0.49%,9142,8812,8716,8668,7760,N/A
1991/12/21,9291,9430,9291,9430,▲186,＋2.01%,9012,8773,8698,8663,5130,N/A
1991/12/20,9059,9337,9059,9244,▲279,＋3.11%,8873,8733,8680,8661,7040,N/A
1991/12/19,8687,8966,8548,8966,▲279,＋3.21%,8771,8699,8665,8661,3550,N/A
1991/12/18,8687,8687,8594,8687,▼46,－0.53%,8650,8678,8653,8662,1120,N/A
1991/12/17,8733,8733,8733,8733,0.0,0.00%,8650,8687,8650,8667,2050,N/A
1991/12/16,8733,8733,8733,8733,0.0,0.00%,8622,8694,8646,8670,1190,N/A
1991/12/14,8733,8733,8733,8733,▲372,＋4.44%,8603,8699,8642,8673,100,N/A
1991/12/13,8455,8455,8362,8362,▼325,－3.74%,8566,8696,8638,8675,300,N/A
1991/12/12,8733,8733,8594,8687,▲93,＋1.08%,8641,8713,8638,8680,420,N/A
1991/12/11,8641,8687,8594,8594,▼46,－0.54%,8650,8708,8638,8681,1080,N/A
1991/12/10,8548,8641,8548,8641,▲93,＋1.09%,8678,8708,8640,8683,4170,N/A
1991/12/09,8548,8780,8548,8548,▼186,－2.13%,8687,8715,8641,8684,410,N/A
1991/12/07,8408,8733,8408,8733,0.0,0.00%,8752,8740,8644,8685,110,N/A
1991/12/06,8733,8826,8641,8733,0.0,0.00%,8789,8752,8642,8684,4710,N/A
1991/12/05,8501,8733,8501,8733,▲46,＋0.53%,8808,8782,8641,8682,690,N/A
1991/12/04,8687,8873,8687,8687,▼186,－2.09%,8780,8817,8639,8680,2290,N/A
1991/12/03,8873,8873,8873,8873,▼46,－0.52%,8771,8836,8639,8679,20,N/A
1991/12/02,8780,8919,8780,8919,▲93,＋1.05%,8706,8826,8634,8677,1250,N/A
1991/11/30,8594,8826,8594,8826,▲232,＋2.70%,8631,8824,8627,8674,120,N/A
1991/11/29,8594,8594,8594,8594,▼46,－0.54%,8641,8808,8623,8672,100,N/A
1991/11/28,8594,8641,8594,8641,▲93,＋1.09%,8696,8792,8622,8672,580,N/A
1991/11/27,8548,8548,8548,8548,0.0,0.00%,8733,8780,8619,8672,0,N/A
1991/11/26,8548,8548,8548,8548,▼325,－3.66%,8761,8766,8619,8672,1050,N/A
1991/11/25,8873,8873,8873,8873,0.0,0.00%,8789,8754,8617,8670,0,N/A
1991/11/23,8873,8966,8873,8873,▲46,＋0.53%,8733,8722,8611,8669,1540,N/A
1991/11/22,8733,8919,8733,8826,▲139,＋1.60%,8678,8682,8603,8668,3640,N/A
1991/11/21,8687,8780,8594,8687,0.0,0.00%,8668,8650,8596,8667,340,N/A
1991/11/20,8641,8826,8641,8687,▲93,＋1.08%,8743,8638,8595,8665,2790,N/A
1991/11/19,8362,8826,8362,8594,0.0,0.00%,8799,8643,8589,8663,5080,N/A
1991/11/18,8780,8780,8501,8594,▼186,－2.12%,8947,8652,8587,8663,2020,N/A
1991/11/16,8687,8826,8687,8780,▼279,－3.08%,9114,8661,8588,8663,1400,N/A
1991/11/15,9059,9059,8873,9059,▲93,＋1.04%,9170,8664,8586,8663,3290,N/A
1991/11/14,9430,9523,8966,8966,▼372,－3.98%,9096,8652,8580,8659,6920,N/A
1991/11/13,9523,9523,9244,9337,▼93,－0.99%,9077,8645,8576,8656,9250,N/A
1991/11/12,9291,9430,9244,9430,▲372,＋4.10%,8910,8622,8565,8651,30060,N/A
1991/11/11,8687,9059,8687,9059,▲372,＋4.28%,8678,8592,8552,8644,9700,N/A
1991/11/09,8873,8919,8501,8687,▼186,－2.09%,8548,8569,8546,8641,2700,N/A
1991/11/08,8594,8873,8548,8873,▲372,＋4.37%,8464,8562,8545,8643,14860,N/A
1991/11/07,8269,8594,8269,8501,▲232,＋2.81%,8353,8536,8536,8640,10180,N/A
1991/11/06,8362,8362,8269,8269,▼139,－1.66%,8297,8529,8535,8641,920,N/A
1991/11/05,8269,8408,8269,8408,▲139,＋1.69%,8260,8529,8536,8644,120,N/A
1991/11/04,8501,8501,8269,8269,▼46,－0.56%,8213,8527,8537,8645,440,N/A
1991/11/02,8315,8315,8315,8315,▲93,＋1.13%,8250,8531,8542,8648,380,N/A
1991/11/01,8130,8269,8130,8222,▲139,＋1.72%,8343,8527,8548,8650,3030,N/A
1991/10/31,8176,8222,8083,8083,▼93,－1.14%,8455,8541,8555,8654,5390,N/A
1991/10/30,8362,8362,8176,8176,▼279,－3.30%,8594,8562,8560,8660,3920,N/A
