[일시]금호산업,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2000/07/12,88852,89479,79747,81002,▼7221,－8.19%,82572,70226,71874,79221,700250,761702
2000/07/11,89165,93875,86026,88224,▼942,－1.06%,80312,69629,71947,79331,1527760,761702
2000/07/10,89479,93404,86654,89165,▲7849,＋9.65%,76419,68679,71895,79370,2314620,761702
2000/07/07,75822,83828,75822,81316,▲8163,＋11.16%,72682,67942,71898,79414,1469850,754242
2000/07/06,69700,73624,68130,73153,▲3454,＋4.95%,69920,67502,71942,79567,815700,754242
2000/07/05,68444,70485,66403,69700,▲942,＋1.37%,68915,67800,72120,79811,373040,754242
2000/07/04,73467,73467,68758,68758,▼1727,－2.45%,68538,68483,72355,80072,377040,754242
2000/07/03,70642,71584,69229,70485,▲2983,＋4.42%,68099,68672,72622,80310,375880,754242
2000/06/30,70014,70014,66089,67502,▼628,－0.92%,66968,68397,72879,80562,220320,754242
2000/06/29,68287,73781,66246,68130,▲314,＋0.46%,66152,68240,73203,80889,686440,754242
2000/06/28,66246,70642,66246,67816,▲1256,＋1.89%,65242,68130,73569,81203,375440,754242
2000/06/27,67188,67502,65304,66560,▲1727,＋2.66%,64614,68083,73983,81467,255780,754242
2000/06/26,63421,65304,63421,64833,▲1413,＋2.23%,64237,68099,74469,81880,211660,754242
2000/06/23,63107,64833,62793,63421,▼157,－0.25%,63766,67769,74930,82347,213240,754242
2000/06/22,64833,65932,63107,63577,▼1099,－1.70%,63766,67973,75338,82844,219300,754242
2000/06/21,65932,66560,64676,64676,0.0,0.00%,64174,67855,75744,83400,276240,754242
2000/06/20,64676,64676,62793,64676,▲2198,＋3.52%,65053,67408,76092,84039,144500,754242
2000/06/19,62479,64676,61223,62479,▼942,－1.49%,65964,66866,76479,84557,334700,754242
2000/06/16,62793,66717,62793,63421,▼2198,－3.35%,68350,66725,76918,85162,215540,754242
2000/06/15,70328,70328,63577,65618,▼3454,－5.00%,70171,66552,77274,85824,253760,754242
2000/06/14,69229,75037,65932,69072,▼157,－0.23%,72871,66615,77612,86403,544780,754242
2000/06/13,75351,76921,69229,69229,▼5180,－6.96%,75728,66725,77967,86999,325570,754242
2000/06/12,73781,75351,72368,74409,▲1884,＋2.60%,76387,66874,78389,87508,310500,754242
2000/06/09,75508,78177,72368,72525,▼6593,－8.33%,74503,67023,78721,87882,559040,754242
2000/06/08,87282,93404,73781,79119,▼4238,－5.08%,72871,67431,79213,88305,982780,751672
2000/06/07,74723,83357,74252,83357,▲10832,＋14.94%,70234,67588,79386,88702,1096080,762512
2000/06/05,68444,74095,67816,72525,▲7535,＋11.59%,66937,67502,79414,89182,780810,763552
2000/06/02,64362,67502,64048,64990,▲628,＋0.98%,65807,67690,79665,89831,402700,763559
2000/06/01,65932,65932,62950,64362,▼1570,－2.38%,64457,68326,79854,90546,352370,764665
2000/05/31,72211,72211,65932,65932,▼942,－1.41%,65085,69135,80087,91344,467130,778135
2000/05/30,63421,71584,63421,66874,0.0,0.00%,64143,69896,80286,92068,697180,840625
2000/05/29,54002,66874,54002,66874,▲8634,＋14.82%,61913,70540,80500,92767,436770,843065
2000/05/26,67502,67502,58083,58240,▼9262,－13.72%,59308,71120,80694,93429,234670,841965
2000/05/25,64048,69072,60124,67502,▲6279,＋10.26%,59590,72117,80979,94254,393020,841965
2000/05/24,53374,62479,52746,61223,▲5494,＋9.86%,58083,72714,81193,95013,375070,843615
2000/05/23,50705,56356,50705,55728,▲1884,＋3.50%,59213,73671,81340,95863,192270,843615
2000/05/22,59653,59653,53845,53845,▼5808,－9.74%,62322,74872,81575,96786,301480,839145
2000/05/19,59967,61537,56670,59653,▼314,－0.52%,65995,76167,81929,97776,307820,933425
2000/05/18,56984,62322,56984,59967,▼6907,－10.33%,69543,77109,82258,98744,513790,1082785
2000/05/17,72211,74095,66560,66874,▼4395,－6.17%,73687,77941,82567,99717,129440,1082785
2000/05/16,70799,72525,69700,71270,▼942,－1.30%,76764,78781,82761,100625,122830,1078675
2000/05/15,73781,76764,72211,72211,▼5180,－6.69%,78836,79488,82891,101394,151940,1079535
2000/05/12,83200,83200,75665,77392,▼3297,－4.09%,79652,80131,83051,102179,153520,1080925
2000/05/10,84770,85398,80688,80688,▼1570,－1.91%,79715,80728,83164,102958,284670,1087595
2000/05/09,81002,87910,81002,82258,▲628,＋0.77%,79684,80893,83287,103593,626990,1104665
2000/05/08,76607,81630,76293,81630,▲5337,＋7.00%,79464,80971,83436,104234,428980,1134495
2000/05/04,77706,78177,75979,76293,▼1413,－1.82%,79087,81081,83682,104868,111230,1178685
2000/05/03,78491,78491,76921,77706,▼2826,－3.51%,79527,81505,84058,105566,90630,1180145
2000/05/02,81473,82729,79590,80531,▼628,－0.77%,79621,81913,84414,106250,248140,1195145
2000/04/28,79747,81630,79119,81159,▲1413,＋1.77%,79401,82235,84712,106919,321110,1196745
2000/04/27,79433,80218,74409,79747,▲1256,＋1.60%,79244,82682,85066,107577,263240,1196745
2000/04/26,79747,80375,75665,78491,▲314,＋0.40%,79244,83326,85296,108239,287570,1195125
2000/04/25,79433,80375,77706,78177,▼1256,－1.58%,79495,84189,85555,108888,209510,1195125
2000/04/24,81630,81787,77549,79433,▼942,－1.17%,79558,84903,85696,109459,283450,1195125
2000/04/21,80531,81630,79747,80375,▲628,＋0.79%,78993,85327,85837,109994,252360,1195125
2000/04/20,80061,81944,79747,79747,0.0,0.00%,79652,85704,86042,110533,186220,1196105
2000/04/19,78962,81944,78962,79747,▲1256,＋1.60%,80783,85994,86157,111112,207880,1196105
2000/04/18,78805,81630,77235,78491,▲1884,＋2.46%,81850,86403,86157,111759,240170,1208415
2000/04/17,83671,83671,74095,76607,▼7064,－8.44%,84016,86921,86230,112426,388650,1208415
2000/04/14,85398,85398,82101,83671,▼1727,－2.02%,85492,87329,86418,113138,248370,1191455
2000/04/12,87596,87596,85084,85398,▲314,＋0.37%,85524,87439,86567,113715,301810,1191455
2000/04/11,88224,88852,84299,85084,▼4238,－4.75%,85210,87690,86714,114288,396040,1191455
2000/04/10,85241,93090,85241,89322,▲5337,＋6.36%,85147,88161,86845,114932,644560,1191455
2000/04/07,83357,84770,83200,83985,▲157,＋0.19%,84456,88412,86931,115579,153480,1191455
2000/04/06,87910,87910,83828,83828,0.0,0.00%,85053,89315,87193,116336,231730,1188485
2000/04/04,85084,87910,81944,83828,▼942,－1.11%,86308,89597,87501,117063,312800,1182545
2000/04/03,84927,91991,84142,84770,▼1099,－1.28%,88067,89660,87789,117605,282370,1181645
2000/03/31,86968,88538,85869,85869,▼1099,－1.26%,90264,89801,87999,118168,206390,1181205
2000/03/30,92619,92619,86497,86968,▼3140,－3.48%,91583,89322,88245,118675,276480,1171945
2000/03/29,92776,97015,89479,90107,▼2512,－2.71%,91771,88891,88574,119084,422020,1171945
2000/03/28,95759,97956,91363,92619,▼3140,－3.28%,91332,88279,88836,119426,304960,1171945
2000/03/27,97329,100468,94189,95759,▲3297,＋3.57%,89919,87635,88951,119869,612450,1169395
2000/03/24,87753,93875,86340,92462,▲4552,＋5.18%,88349,86772,89291,120295,635310,1169395
2000/03/23,87910,89479,85241,87910,0.0,0.00%,87627,85916,89765,120877,425590,1169395
2000/03/22,86654,89479,86340,87910,▲2355,＋2.75%,86999,85539,90351,121591,370230,1171945
2000/03/21,88224,88224,85398,85555,▼2355,－2.68%,86591,84644,91057,122322,209700,1165425
2000/03/20,89636,94189,87282,87910,▼942,－1.06%,87564,83860,91986,123123,379940,1165425
2000/03/17,87910,93875,85398,88852,▲4082,＋4.81%,88883,83216,92635,123975,478550,1162875
2000/03/16,86340,88852,84142,84770,▼1099,－1.28%,89982,82745,93407,124873,230310,1157775
2000/03/15,86654,89479,84142,85869,▼4552,－5.03%,93435,82431,94375,125767,348780,1156175
2000/03/14,97329,101096,90107,90421,▼4082,－4.32%,94157,82062,95194,126638,500230,1159215
2000/03/13,96701,98898,92619,94503,▲157,＋0.17%,93090,81497,96031,127500,607550,1160065
2000/03/10,101724,102038,94346,94346,▼7692,－7.54%,91709,80861,96627,128364,729390,1172375
2000/03/09,94189,102823,91677,102038,▲12559,＋14.04%,88098,80351,97043,129281,1387040,1172375
2000/03/08,84770,96701,83828,89479,▲4395,＋5.17%,83357,79652,97397,130101,827360,1249965
2000/03/07,87596,91049,81316,85084,▼2512,－2.87%,81034,79739,98019,131041,437510,1250375
2000/03/06,78491,87596,76450,87596,▲11303,＋14.81%,79966,80304,98951,132010,538740,1251745
2000/03/03,78805,79747,75979,76293,▼2041,－2.61%,78145,80869,99997,132996,188560,1251745
2000/03/02,78491,81316,75665,78334,▲471,＋0.60%,77957,82007,101237,134075,269090,1255045
2000/02/29,78805,87596,77235,77863,▼1884,－2.36%,78365,83012,102600,135121,226140,1223995
2000/02/28,77863,83200,76921,79747,▲1256,＋1.60%,76795,84236,103851,136176,294030,1225095
2000/02/25,75351,80375,73781,78491,▲3140,＋4.17%,74817,84927,105034,137306,199680,1223995
2000/02/24,72682,79119,72682,75351,▼5023,－6.25%,74127,85704,106164,138316,190210,1223995
2000/02/23,70328,80375,70328,80375,▲10361,＋14.80%,74943,86269,107530,139408,453040,1224195
2000/02/22,66874,71270,66874,70014,▲157,＋0.22%,74566,86646,108833,140533,222410,1224995
2000/02/21,73781,75037,69229,69857,▼5180,－6.90%,76262,87776,110387,141744,218730,1219135
2000/02/18,79433,80061,75037,75037,▼4395,－5.53%,78114,88616,111996,142978,284950,1220855
2000/02/17,77235,81630,77235,79433,▲942,＋1.20%,79464,88852,113623,144212,191550,1220855
2000/02/16,78491,81630,76921,78491,0.0,0.00%,80406,89024,115230,145387,188740,1219135
2000/02/15,79119,80688,77078,78491,▼628,－0.79%,82321,89495,116867,146509,222300,1218275
2000/02/14,78648,83200,77706,79119,▼2669,－3.26%,84864,90202,118490,147585,228300,1215605
2000/02/11,84770,86340,81630,81787,▼2355,－2.80%,88318,90955,119897,148726,267430,1213025
2000/02/10,84927,86340,83828,84142,▼3925,－4.46%,91740,91512,121307,149839,329580,1213025
2000/02/09,91049,92462,88067,88067,▼3140,－3.44%,94723,92030,122752,151120,246150,1213025
2000/02/08,95759,97329,91049,91206,▼5180,－5.37%,96795,92611,123900,152194,276820,1213025
2000/02/07,97329,99840,95759,96387,▼2512,－2.54%,99024,93169,125033,153242,321990,1212775
2000/02/03,99055,103294,98584,98898,▼157,－0.16%,98459,93404,126054,154129,442940,1205285
2000/02/02,99840,100468,96073,99055,▲628,＋0.64%,97485,93325,127074,154978,377310,1205285
2000/02/01,107375,108317,97642,98427,▼3925,－3.83%,95005,93404,128086,155884,855290,1205285
2000/01/31,91049,107532,88852,102352,▲8791,＋9.40%,92902,93820,129125,156833,1259310,1205615
2000/01/28,91049,96073,91049,93561,▼471,－0.50%,90955,93993,130088,157749,377260,1205615
2000/01/27,86654,95759,86654,94032,▲7378,＋8.51%,89574,94291,131182,158738,588430,1247265
2000/01/26,84456,89479,84456,86654,▼1256,－1.43%,86717,95398,132221,159840,330090,1286815
2000/01/25,92619,92619,86968,87910,▼4709,－5.08%,85963,97109,133222,160962,401250,1325815
2000/01/24,99526,99526,90107,92619,▲5965,＋6.88%,85963,98867,134150,162074,582370,1345715
2000/01/21,77078,88538,76607,86654,▲6907,＋8.66%,85963,100751,135025,163230,376290,1344425
2000/01/20,78805,82572,73624,79747,▼3140,－3.79%,87470,103482,136068,164433,284640,1344315
2000/01/19,86340,86340,82572,82886,▼5023,－5.71%,90107,105837,137361,165589,263160,1336605
2000/01/18,91520,93090,87282,87910,▼4709,－5.08%,92431,108451,138622,166654,258930,1337465
2000/01/17,94503,95445,92148,92619,▼1570,－1.67%,94785,111198,139857,167586,224300,1336745
2000/01/14,94503,96073,93247,94189,▲1256,＋1.35%,96732,113317,140863,168583,211460,1332095
2000/01/13,94503,98898,92305,92933,▼1570,－1.66%,98113,115640,141863,169645,301500,1330375
2000/01/12,97485,98898,94189,94503,▼5180,－5.20%,98993,117508,143019,170738,170650,1324375
2000/01/11,102352,103608,98584,99683,▼2669,－2.61%,100217,118749,144227,171925,182570,1323256
2000/01/10,100468,106433,100468,102352,▲1256,＋1.24%,101630,119926,145479,173149,249800,1307131
2000/01/07,100468,103451,99212,101096,▲3768,＋3.87%,102321,121150,146624,174263,276480,1306141
2000/01/06,102352,105178,97329,97329,▼3297,－3.28%,102007,123144,147421,175345,321510,1303401
2000/01/05,106747,106747,99683,100625,▼6122,－5.74%,105774,125797,148337,176472,335550,1226811
2000/01/04,89950,113027,89950,106747,▲942,＋0.89%,109824,128301,149105,177642,291400,1226811
1999/12/28,100468,109573,97956,105806,▲6279,＋6.31%,113089,130970,149595,178872,567840,1226811
1999/12/27,98898,109573,98898,99526,▼16640,－14.32%,117987,133324,150016,180131,850350,1226811
1999/12/24,124329,125899,116166,116166,▼4709,－3.90%,126339,135883,150787,181487,367110,1226811
1999/12/23,126213,128568,120876,120876,▼2198,－1.79%,128474,137390,151299,182493,342490,1223611
1999/12/22,129981,131864,119306,123073,▼7221,－5.54%,131331,139211,151989,183384,496110,1222351
1999/12/21,142853,142853,125585,130295,▼10989,－7.78%,135287,140985,152830,184310,492230,1220751
1999/12/20,131864,141283,128411,141283,▲14442,＋11.39%,136229,142633,153588,185110,404320,1220751
1999/12/17,135004,137045,126056,126841,▼8320,－6.16%,136103,143889,154261,185738,354320,1119201
1999/12/16,145679,145993,134690,135161,▼7692,－5.38%,136794,146181,155315,186491,390230,1119201
1999/12/15,142853,155255,139714,142853,▲7849,＋5.81%,133623,148214,156340,187214,1140350,1119201
1999/12/14,142068,147563,135004,135004,▼5651,－4.02%,129698,149909,157158,187871,451720,1110241
1999/12/13,133748,145993,133748,140655,▲10361,＋7.95%,128065,151950,158082,188631,565930,1104641
1999/12/10,119306,134690,115224,130295,▲10989,＋9.21%,128128,153096,158968,189345,690770,974870
1999/12/09,120876,126527,119306,119306,▼3925,－3.18%,132147,154901,160100,190197,427730,901610
1999/12/08,127155,131237,119306,123230,▼3611,－2.85%,138426,157476,161519,191128,323260,901930
1999/12/07,139714,140969,126841,126841,▼14128,－10.02%,145804,159164,162805,191976,428420,900670
1999/12/06,150702,152115,139714,140969,▼9419,－6.26%,151016,160780,164062,192844,397170,902790
1999/12/03,152586,156668,148191,150388,▼314,－0.21%,152963,161612,165068,193672,266780,901910
1999/12/02,160749,163261,150702,150702,▼9419,－5.88%,152146,162099,165996,194438,307350,901020
1999/12/01,154313,166400,154313,160121,▲7221,＋4.72%,153465,162554,166912,195086,463120,901020
1999/11/30,150702,154156,150702,152900,▲2198,＋1.46%,153151,162586,167641,195872,302380,901020
1999/11/29,148191,155726,147563,150702,▲4395,＋3.00%,155223,162947,168500,196683,255030,901020
1999/11/26,155412,156981,146307,146307,▼10989,－6.99%,158363,163372,169578,197550,324660,901020
1999/11/25,158551,163261,157295,157295,▼1256,－0.79%,163637,163876,170469,198360,358110,900950
1999/11/24,160121,162633,156981,158551,▼4709,－2.88%,167342,163346,171286,199044,364090,900620
1999/11/23,163575,169540,163261,163261,▼3140,－1.89%,170984,162598,172233,199692,336040,900620
1999/11/22,169540,172680,166400,166400,▼6279,－3.64%,173496,161692,173102,200308,309540,897940
1999/11/19,169540,179587,169540,172680,▼3140,－1.79%,172931,160832,173960,201003,582670,897931
1999/11/18,178959,182099,167342,175819,▼942,－0.53%,171675,160064,174801,201387,569210,888511
1999/11/17,175819,197483,161691,176761,▲942,＋0.54%,170670,159202,175544,201717,1784780,883781
1999/11/16,163575,177703,159493,175819,▲12245,＋7.49%,166714,158464,176151,202083,1192520,882791
1999/11/15,166400,170482,163261,163575,▼2826,－1.70%,163386,157320,176680,202433,524740,882791
1999/11/12,177703,179587,163575,166400,▼4395,－2.57%,162193,156852,177554,202826,1076920,882791
1999/11/11,160749,170796,156981,170796,▲13814,＋8.80%,160937,156647,178371,203247,1304570,882791
1999/11/10,160749,160749,155569,156981,▼2198,－1.38%,158740,156457,179488,203496,475080,882791
1999/11/09,156668,159493,156668,159179,▲1570,＋1.00%,159494,157348,180487,203853,398970,882791
1999/11/08,161063,162319,157295,157609,▼2512,－1.57%,159684,157942,181450,204256,436890,876341
1999/11/05,160121,162947,157295,160121,▲314,＋0.20%,160001,157506,182205,204686,491760,876341
1999/11/04,162005,162947,157295,159807,▼946,－0.59%,159253,157116,182881,205276,548210,880681
1999/11/03,163875,171054,160441,160753,▲624,＋0.39%,156633,156461,183683,205830,1282720,879361
1999/11/02,159192,165435,154510,160129,▲936,＋0.59%,153199,155228,184541,206351,649670,883361
1999/11/01,159817,166996,156695,159192,▲2809,＋1.80%,150203,153777,185410,207045,473180,883361
1999/10/29,148892,162002,148267,156383,▲9676,＋6.60%,148205,153106,186294,207742,589310,881361
1999/10/28,145146,148267,141088,146707,▲3121,＋2.17%,148392,152630,187459,208637,258420,881361
1999/10/27,145458,149204,143585,143585,▼1561,－1.08%,150765,153410,188703,209716,203740,881361
1999/10/26,140776,152793,140776,145146,▼4058,－2.72%,154448,154908,189998,210892,249780,881361
1999/10/25,159192,161377,149204,149204,▼8116,－5.16%,156009,156438,191434,212115,293610,881361
1999/10/22,161377,161377,157007,157320,▼1249,－0.79%,157007,158061,192797,213371,229270,881361
1999/10/21,163562,167932,158568,158568,▼3434,－2.12%,158006,159700,193817,214487,515260,881361
1999/10/20,156383,168557,153886,162002,▲9052,＋5.92%,159692,161604,194686,215494,661860,881361
1999/10/19,156071,159192,151389,152950,▼1249,－0.81%,162251,163102,195315,216446,394470,881861
1999/10/18,150452,162002,150452,154198,▼8116,－5.00%,165872,164975,196303,217564,619710,881861
1999/10/15,171366,171366,160441,162314,▼4682,－2.80%,164811,166957,197427,218672,528340,881861
1999/10/14,174800,174800,165435,166996,▼7804,－4.46%,162813,168752,198457,219791,645140,881361
1999/10/13,192279,192279,171678,174800,▲3746,＋2.19%,158755,170625,199623,220852,2721970,882441
1999/10/12,171054,171054,171054,171054,▲22162,＋14.88%,151014,171904,200819,221528,427890,881441
1999/10/11,149828,155759,147487,148892,▼3434,－2.25%,143023,173465,201901,222181,298420,881441
1999/10/08,148267,155447,145458,152325,▲5619,＋3.83%,142399,176087,203269,222970,675580,880681
1999/10/07,137342,146707,134221,146707,▲10613,＋7.80%,141307,178772,204606,223789,680210,880681
1999/10/06,131100,136406,125169,136094,▲4994,＋3.81%,144428,181721,206178,224660,597070,880941
1999/10/05,145770,149828,131100,131100,▼14671,－10.06%,151919,185108,208149,225659,331350,1003941
1999/10/04,148267,152637,145146,145770,▼1092,－0.74%,160847,188776,210246,226648,282740,999691
1999/10/01,156383,162314,142025,146863,▼15451,－9.52%,168026,192256,212186,227436,540780,999111
1999/09/30,171366,177297,162314,162314,▼11237,－6.47%,176672,194901,213687,228282,327680,995991
1999/09/29,171990,186973,171990,173551,▼2185,－1.24%,183539,197102,214780,228980,526600,992101
1999/09/28,181667,181979,173239,175736,▼5931,－3.26%,187223,199193,215789,229666,329330,991201
1999/09/27,187909,190094,181042,181667,▼8428,－4.43%,190157,201176,216632,230309,414740,986641
1999/09/22,198210,201644,190094,190094,▼6555,－3.33%,192592,202986,217214,230720,734630,986441
1999/09/21,190407,197898,190407,196649,▲4682,＋2.44%,194215,204640,217667,230982,451510,986441
