[일시]한국공항,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2000/11/01,7600,8100,7600,7900,▲500,＋6.76%,7732,8551,9544,10191,29150,1000
2000/10/31,7130,7400,7020,7400,▼130,－1.73%,7824,8631,9585,10222,13620,1000
2000/10/30,7820,7890,7510,7530,▼380,－4.80%,8032,8724,9631,10256,15100,1000
2000/10/27,8000,8650,7800,7910,▼10,－0.13%,8216,8824,9673,10284,18370,1000
2000/10/26,8220,8220,7900,7920,▼440,－5.26%,8324,8904,9707,10298,16760,1000
2000/10/25,8560,8560,8300,8360,▼80,－0.95%,8440,8990,9744,10322,9620,1000
2000/10/24,8450,8600,8300,8440,▼10,－0.12%,8452,9053,9777,10348,10950,1000
2000/10/23,8570,8680,8400,8450,0.0,0.00%,8528,9115,9808,10373,8780,1000
2000/10/20,8520,8800,8420,8450,▼50,－0.59%,8602,9165,9843,10402,20740,1000
2000/10/19,8310,8660,8310,8500,▲80,＋0.95%,8610,9235,9907,10433,14090,1000
2000/10/18,8850,8900,8270,8420,▼400,－4.54%,8724,9303,9987,10456,15680,1000
2000/10/17,8850,9120,8600,8820,0.0,0.00%,8852,9367,10058,10485,23370,1000
2000/10/16,8580,8850,8580,8820,▲330,＋3.89%,8930,9416,10136,10507,23020,1000
2000/10/13,8980,8980,8200,8490,▼580,－6.39%,9026,9485,10184,10526,22590,1000
2000/10/12,8950,9300,8950,9070,▲10,＋0.11%,9208,9578,10240,10555,15450,1000
2000/10/11,9300,9300,9030,9060,▼150,－1.63%,9308,9644,10286,10581,15830,1000
2000/10/10,9100,9450,9100,9210,▼90,－0.97%,9396,9736,10335,10606,20090,1000
2000/10/09,9390,9440,9220,9300,▼100,－1.06%,9406,9846,10391,10636,25410,1000
2000/10/06,9320,9490,9300,9400,▼170,－1.78%,9450,9903,10446,10663,16860,1000
2000/10/05,9580,9760,9450,9570,▲70,＋0.74%,9474,9953,10488,10684,28010,1000
2000/10/04,9400,9640,9300,9500,▲240,＋2.59%,9486,9972,10522,10706,25460,1000
2000/10/02,9510,9510,9240,9260,▼260,－2.73%,9512,9992,10555,10736,36300,1000
2000/09/29,9600,9670,9500,9520,0.0,0.00%,9596,10036,10596,10777,24580,1000
2000/09/28,9800,9840,9500,9520,▼110,－1.14%,9582,10065,10632,10818,49250,1000
2000/09/27,9600,9850,9600,9630,0.0,0.00%,9648,10087,10657,10868,157260,1000
2000/09/26,9700,9900,9510,9630,▼50,－0.52%,9692,10103,10668,10921,8960,126000
2000/09/25,9350,9700,9350,9680,▲230,＋2.43%,9706,10121,10682,10984,8250,126000
2000/09/22,9700,10300,9400,9450,▼400,－4.06%,9730,10137,10683,11029,35570,126000
2000/09/21,9920,9920,9500,9850,0.0,0.00%,9880,10174,10685,11072,9710,126000
2000/09/20,9700,10000,9700,9850,▲150,＋1.55%,9980,10192,10681,11112,16310,126000
2000/09/19,9200,9790,9200,9700,▼100,－1.02%,10090,10199,10678,11152,4200,126000
2000/09/18,10000,10100,9000,9800,▼400,－3.92%,10330,10224,10676,11188,36610,126000
2000/09/15,10400,10700,10100,10200,▼150,－1.45%,10650,10269,10671,11225,9170,126000
2000/09/14,10450,10600,10000,10350,▼50,－0.48%,10700,10294,10668,11267,25510,126000
2000/09/08,10750,11000,10400,10400,▼500,－4.59%,10710,10292,10654,11297,26380,126000
2000/09/07,11200,11550,10600,10900,▼500,－4.39%,10620,10282,10653,11330,40690,126000
2000/09/06,10450,12000,10300,11400,▲950,＋9.09%,10418,10231,10643,11363,139760,126000
2000/09/05,10600,10600,10250,10450,▲50,＋0.48%,10168,10151,10630,11392,15270,126000
2000/09/04,10150,10700,10000,10400,▲450,＋4.52%,10098,10116,10637,11427,48050,126000
2000/09/01,10000,10250,9900,9950,▲60,＋0.61%,10008,10096,10647,11455,9580,126000
2000/08/31,10000,10000,9800,9890,▼260,－2.56%,10008,10109,10678,11485,6630,126000
2000/08/30,10200,10200,9940,10150,▲50,＋0.50%,10028,10132,10700,11515,7310,126000
2000/08/29,10050,10150,9850,10100,▲150,＋1.51%,9998,10134,10706,11532,6570,126000
2000/08/28,9850,10050,9800,9950,0.0,0.00%,10018,10129,10707,11551,6100,126300
2000/08/25,10050,10050,9700,9950,▼40,－0.40%,10068,10132,10718,11576,7880,126300
2000/08/24,10300,10300,9750,9990,▼10,－0.10%,10078,10139,10719,11595,11830,126300
2000/08/23,10200,10200,9950,10000,▼200,－1.96%,10120,10157,10713,11612,9340,126300
2000/08/22,9910,10300,9910,10200,0.0,0.00%,10260,10172,10704,11626,10380,126300
2000/08/21,9900,10300,9900,10200,▲200,＋2.00%,10360,10190,10706,11646,8930,126300
2000/08/18,10200,10400,10000,10000,▼200,－1.96%,10380,10295,10695,11652,17070,126300
2000/08/17,10550,10700,10100,10200,▼500,－4.67%,10420,10460,10686,11656,21380,126300
2000/08/16,10750,10900,10400,10700,0.0,0.00%,10358,10585,10681,11664,25910,126300
2000/08/14,10350,11400,10300,10700,▲400,＋3.88%,10178,10722,10669,11669,51510,126300
2000/08/11,10300,10700,10000,10300,▲100,＋0.98%,9988,10772,10666,11676,31740,126300
2000/08/10,9900,10350,9850,10200,▲310,＋3.13%,9928,10852,10679,11688,15440,126300
2000/08/09,9560,10000,9560,9890,▲90,＋0.92%,9928,10932,10703,11703,13820,126300
2000/08/08,9600,10000,9530,9800,▲50,＋0.51%,10020,11038,10731,11733,7100,126300
2000/08/07,9720,9940,9710,9750,▼250,－2.50%,10100,11178,10765,11765,8960,126300
2000/08/04,10050,10300,10000,10000,▼200,－1.96%,10150,11320,10794,11802,13890,126300
2000/08/03,10500,10500,10000,10200,▼150,－1.45%,10150,11415,10817,11841,20460,126300
2000/08/02,10300,10500,10050,10350,▲150,＋1.47%,10130,11485,10838,11883,16310,126300
2000/08/01,10100,10450,9900,10200,▲200,＋2.00%,10130,11543,10860,11924,23870,126300
2000/07/31,9230,10200,9230,10000,0.0,0.00%,10150,11618,10881,11963,9700,126300
2000/07/28,10150,10300,9900,10000,▼100,－0.99%,10260,11703,10896,11997,17780,126300
2000/07/27,10400,10500,10100,10100,▼250,－2.42%,10720,11753,10888,12026,15230,126300
2000/07/26,10600,10750,10300,10350,▲50,＋0.49%,11360,11763,10901,12058,23180,126300
2000/07/25,10150,10600,9850,10300,▼250,－2.37%,11830,11768,10919,12088,42760,126300
2000/07/24,11900,12100,10550,10550,▼1750,－14.23%,12460,11741,10939,12113,54430,126300
2000/07/21,13300,13800,12300,12300,▼1000,－7.52%,12690,11691,10961,12140,134520,126300
2000/07/20,12900,13400,12000,13300,▲600,＋4.72%,12610,11558,10960,12151,125520,130110
2000/07/19,13700,14900,11700,12700,▼750,－5.58%,12310,11375,10925,12161,438810,130110
2000/07/18,11650,13450,11200,13450,▲1750,＋14.96%,12170,11221,10912,12175,250680,157140
2000/07/14,11700,12200,11350,11700,▼200,－1.68%,12000,11023,10879,12184,15280,157140
2000/07/13,11900,12700,11500,11900,▲100,＋0.85%,12180,10938,10869,12211,42280,157140
2000/07/12,11550,12450,11550,11800,▼200,－1.67%,12180,10818,10870,12240,22710,157140
2000/07/11,12800,12800,11800,12000,▼600,－4.76%,12140,10746,10875,12269,20790,157140
2000/07/10,13200,13500,12450,12600,0.0,0.00%,12040,10661,10878,12302,34480,157140
2000/07/07,12300,12950,11700,12600,▲700,＋5.88%,11860,10561,10880,12324,44560,157140
2000/07/06,11300,12400,11200,11900,▲300,＋2.59%,11680,10476,10879,12353,21950,157140
2000/07/05,11600,11600,11100,11600,▲100,＋0.87%,11500,10431,10880,12391,12090,157140
2000/07/04,12300,12300,11400,11500,▼200,－1.71%,11240,10441,10890,12421,29340,157140
2000/07/03,11650,12300,11600,11700,0.0,0.00%,11030,10426,10917,12459,27470,157140
2000/06/30,10700,12650,10500,11700,▲700,＋6.36%,10642,10366,10959,12498,115000,157140
2000/06/29,10700,11200,10500,11000,▲700,＋6.80%,10212,10291,11004,12540,30190,157140
2000/06/28,10300,11500,10300,10300,▼150,－1.44%,9942,10271,11079,12580,29040,157140
2000/06/27,9800,10600,9800,10450,▲690,＋7.07%,9810,10256,11174,12625,22090,157140
2000/06/26,9780,9890,9460,9760,▲210,＋2.20%,9642,10213,11287,12667,7660,157140
2000/06/23,9790,9790,9500,9550,▼100,－1.04%,9590,10200,11374,12723,5690,157140
2000/06/22,9700,9860,9610,9650,▲10,＋0.10%,9680,10238,11459,12798,4770,157140
2000/06/21,9650,9990,9630,9640,▲30,＋0.31%,9650,10233,11543,12876,12150,157140
2000/06/20,9700,10200,9510,9610,▲110,＋1.16%,9792,10224,11625,12966,6520,157140
2000/06/19,9900,10200,9500,9500,▼500,－5.00%,9930,10238,11699,13057,5150,157140
2000/06/16,9510,10000,9230,10000,▲500,＋5.26%,10150,10263,11778,13152,1580,157140
2000/06/15,10200,10200,9500,9500,▼850,－8.21%,10330,10288,11866,13243,6700,157140
2000/06/14,10400,10500,10050,10350,▲50,＋0.49%,10630,10366,11941,13344,9460,157140
2000/06/13,10700,10950,10250,10300,▼300,－2.83%,10920,10431,12007,13428,15450,157140
2000/06/12,10700,11100,10300,10600,▼300,－2.75%,11100,10496,12084,13512,11630,157140
2000/06/09,11000,11000,10050,10900,▼100,－0.91%,11080,10556,12154,13582,9930,157140
2000/06/08,11800,12000,10250,11000,▼800,－6.78%,10940,10586,12218,13650,21780,157140
2000/06/07,11300,11800,10800,11800,▲600,＋5.36%,10860,10606,12263,13715,13300,157140
2000/06/05,10500,11200,10200,11200,▲700,＋6.67%,10500,10588,12291,13779,15730,157140
2000/06/02,10300,10600,10200,10500,▲300,＋2.94%,10180,10611,12331,13849,10710,157140
2000/06/01,10900,10900,10100,10200,▼400,－3.77%,9980,10661,12359,13925,4580,157140
2000/05/31,10300,10600,9810,10600,▲600,＋6.00%,10000,10696,12394,14001,16240,157140
2000/05/30,9600,10100,9400,10000,▲400,＋4.17%,9790,10641,12434,14080,6140,157140
2000/05/29,9400,9700,9400,9600,▲100,＋1.05%,9682,10686,12471,14151,3440,156140
2000/05/26,9600,10000,9500,9500,▼800,－7.77%,9742,10776,12511,14233,4000,156140
2000/05/25,9650,10450,9590,10300,▲750,＋7.85%,9842,10876,12548,14321,5630,156140
2000/05/24,9400,9590,9150,9550,▲90,＋0.95%,9882,10956,12585,14402,4860,156140
2000/05/23,9900,10000,9450,9460,▼440,－4.44%,10182,11088,12609,14492,4000,156140
2000/05/22,9510,10000,9510,9900,▼100,－1.00%,10620,11178,12627,14594,2060,156140
2000/05/19,9900,10500,9700,10000,▼500,－4.76%,10960,11278,12648,14684,2890,156140
2000/05/18,9700,10500,9700,10500,▼550,－4.98%,11320,11350,12669,14773,6090,156140
2000/05/17,11650,11650,10350,11050,▼600,－5.15%,11520,11380,12686,14863,5050,156140
2000/05/16,11600,12100,11200,11650,▲50,＋0.43%,11590,11428,12698,14950,6460,156140
2000/05/15,12300,12300,11200,11600,▼200,－1.69%,11550,11450,12704,15033,5860,156140
2000/05/12,11600,11850,11200,11800,▲300,＋2.61%,11560,11478,12734,15120,10350,156140
2000/05/10,10600,11750,10600,11500,▲100,＋0.88%,11500,11525,12766,15215,8200,156140
2000/05/09,11000,11450,11000,11400,▼50,－0.44%,11380,11575,12810,15317,2910,156140
2000/05/08,11650,11650,11200,11450,▼200,－1.72%,11000,11605,12865,15418,7940,156140
2000/05/04,11500,11650,11150,11650,▲150,＋1.30%,10890,11643,12928,15512,11970,156140
2000/05/03,11000,11900,10600,11500,▲600,＋5.50%,10840,11715,12988,15603,18510,156140
2000/05/02,10800,10900,10800,10900,▲1400,＋14.74%,10840,11850,13044,15699,12730,156140
2000/04/28,11000,11700,9500,9500,▼1400,－12.84%,11040,12025,13098,15803,6790,156140
2000/04/27,11200,11500,10900,10900,▼500,－4.39%,11580,12325,13164,15912,3440,156140
2000/04/26,12400,12400,11400,11400,▼100,－0.87%,11650,12580,13215,16004,4560,156140
2000/04/25,11700,12000,11500,11500,▼400,－3.36%,11750,12873,13258,16093,5800,156140
2000/04/24,11700,12000,11700,11900,▼300,－2.46%,11740,13048,13288,16179,4190,156140
2000/04/21,12700,12700,11500,12200,▲950,＋8.44%,11580,13183,13319,16256,10610,156140
2000/04/20,12000,12000,11200,11250,▼650,－5.46%,11540,13308,13343,16338,6230,156140
2000/04/19,12500,12500,11100,11900,▲450,＋3.93%,11710,13475,13397,16427,11250,156140
2000/04/18,11000,12300,11000,11450,▲350,＋3.15%,11760,13583,13438,16511,8720,156140
2000/04/17,11050,11650,10500,11100,▼900,－7.50%,12020,13720,13489,16603,9180,156140
2000/04/14,12100,12400,12000,12000,▼100,－0.83%,12300,13930,13554,16700,4130,156140
2000/04/12,11900,12550,11900,12100,▼50,－0.41%,12300,14030,13609,16795,14400,156140
2000/04/11,12300,12600,12150,12150,▼600,－4.71%,12320,14140,13663,16890,5960,156140
2000/04/10,12500,13400,12500,12750,▲250,＋2.00%,12510,14278,13727,16992,10040,156140
2000/04/07,12000,12600,12000,12500,▲500,＋4.17%,12800,14383,13768,17082,8860,156140
2000/04/06,12000,12500,12000,12000,▼200,－1.64%,13180,14493,13827,17173,5320,156140
2000/04/04,12600,13000,11800,12200,▼900,－6.87%,13880,14578,13902,17264,18780,156140
2000/04/03,14200,14200,12500,13100,▼1100,－7.75%,14640,14643,13952,17350,14380,156140
2000/03/31,14400,14700,13500,14200,▼200,－1.39%,15470,14668,14000,17428,22660,156140
2000/03/30,15100,15450,14000,14400,▼1100,－7.10%,15630,14565,14037,17493,19740,156140
2000/03/29,16200,16500,15400,15500,▼500,－3.13%,15670,14463,14077,17539,21470,156140
2000/03/28,17550,17900,15550,16000,▼1250,－7.25%,15510,14338,14082,17570,76030,156140
2000/03/27,15600,17250,15500,17250,▲2250,＋15.00%,15230,14148,14077,17624,104620,156140
2000/03/24,14300,15300,14100,15000,▲400,＋2.74%,14590,13885,14048,17670,21290,156140
2000/03/23,14800,15100,14400,14600,▼100,－0.68%,14430,13720,14072,17757,7820,156140
2000/03/22,14100,15600,14100,14700,▲100,＋0.68%,14570,13618,14137,17851,18090,156140
2000/03/21,13600,14800,13600,14600,▲550,＋3.91%,14430,13430,14208,17960,13530,156140
2000/03/20,13900,14500,13900,14050,▼150,－1.06%,14370,13228,14307,18077,23110,156140
2000/03/17,15200,15400,14200,14200,▼1100,－7.19%,14540,13083,14414,18195,20890,156140
2000/03/16,14300,15800,13850,15300,▲1300,＋9.29%,14670,12938,14526,18316,40730,156140
2000/03/15,13750,14200,13500,14000,▼300,－2.10%,14550,12748,14619,18430,24030,156140
2000/03/14,15100,15400,13550,14300,▼600,－4.03%,14490,12638,14748,18538,18490,156140
2000/03/13,15100,15700,14300,14900,▲50,＋0.34%,14330,12523,14849,18643,44250,156140
2000/03/10,15200,15200,14000,14850,▲150,＋1.02%,14070,12448,14941,18738,13590,156140
2000/03/09,13900,15750,13700,14700,▲1000,＋7.30%,13530,12390,15010,18833,19320,156140
2000/03/08,13500,13750,12800,13700,▲200,＋1.48%,13060,12363,15082,18940,18480,156140
2000/03/07,13700,14200,13000,13500,▼100,－0.74%,12920,12413,15167,19040,27300,156140
2000/03/06,12150,13700,12150,13600,▲1450,＋11.93%,12660,12498,15267,19143,34370,156140
2000/03/03,12500,12600,11800,12150,▼200,－1.62%,12340,12580,15367,19246,22630,156140
2000/03/02,13000,13000,11400,12350,▼650,－5.00%,12250,12718,15491,19366,15790,156140
2000/02/29,12500,13700,12500,13000,▲800,＋6.56%,12290,12805,15608,19470,36180,156140
2000/02/28,11100,12950,11100,12200,▲200,＋1.67%,11880,12830,15725,19574,22250,156140
2000/02/25,11700,12100,11200,12000,▲300,＋2.56%,11550,12918,15830,19685,8770,156140
2000/02/24,12500,12500,11250,11700,▼850,－6.77%,11380,13015,15955,19805,11350,156140
2000/02/23,11100,12550,10800,12550,▲1600,＋14.61%,11300,13095,16093,19926,53760,156140
2000/02/22,10700,11300,9990,10950,▲400,＋3.79%,11090,13158,16218,20039,23530,156140
2000/02/21,11300,11500,10550,10550,▼600,－5.38%,11260,13290,16376,20173,24580,156140
2000/02/18,11300,11500,10800,11150,▼150,－1.33%,11550,13488,16562,20315,51250,156140
2000/02/17,11700,12000,11000,11300,▼200,－1.74%,12000,13650,16721,20449,29490,156140
2000/02/16,12100,12400,11000,11500,▼300,－2.54%,12480,13810,16878,20575,20830,156140
2000/02/15,12000,12350,11200,11800,▼200,－1.67%,13010,13985,17041,20698,8040,156140
2000/02/14,13400,13400,12000,12000,▼1400,－10.45%,13590,14160,17203,20813,10410,156140
2000/02/11,13700,13700,13200,13400,▼300,－2.19%,14230,14325,17363,20917,28560,156140
2000/02/10,14100,14100,13700,13700,▼450,－3.18%,14600,14455,17506,21009,7940,156140
2000/02/09,14800,14800,14150,14150,▼550,－3.74%,14840,14533,17664,21100,8060,156140
2000/02/08,15400,15400,14650,14700,▼500,－3.29%,14830,14625,17823,21191,7760,156140
2000/02/07,15250,15700,15000,15200,▼50,－0.33%,14590,14715,17970,21284,12790,156140
2000/02/03,15800,15800,15000,15250,▲350,＋2.35%,14340,14715,18097,21374,23790,156140
2000/02/02,14300,15900,14300,14900,▲800,＋5.67%,14080,14753,18219,21464,36120,156140
2000/02/01,13650,14500,13650,14100,▲600,＋4.44%,13760,14828,18354,21559,32840,156140
2000/01/31,14000,14750,13100,13500,▼450,－3.23%,13700,14963,18508,21662,8770,156140
2000/01/28,14000,14100,13950,13950,0.0,0.00%,13720,15078,18659,21775,2750,156140
2000/01/27,13350,14250,13350,13950,▲650,＋4.89%,13830,15165,18793,21880,2170,156140
2000/01/26,13800,13800,13300,13300,▼500,－3.62%,13920,15243,18928,21993,1070,156140
2000/01/25,14500,14500,13600,13800,▲200,＋1.47%,14160,15400,19071,22115,4880,156140
2000/01/24,14000,14200,13500,13600,▼900,－6.21%,14400,15635,19193,22220,2750,156140
2000/01/21,14000,14500,13500,14500,▲100,＋0.69%,14740,15905,19333,22340,2240,156140
2000/01/20,13500,14500,13000,14400,▼100,－0.69%,14900,16205,19458,22445,1820,156140
2000/01/19,14500,14800,13700,14500,▼500,－3.33%,15220,16510,19584,22546,2520,156140
2000/01/18,15100,15400,14450,15000,▼300,－1.96%,15370,16830,19718,22640,5030,156140
2000/01/17,15450,16000,15300,15300,0.0,0.00%,15570,17125,19847,22723,2190,156140
2000/01/14,15500,16000,15250,15300,▼700,－4.38%,15810,17445,19981,22819,2580,156140
2000/01/13,16000,16100,15250,16000,▲750,＋4.92%,15790,17700,20118,22923,3380,156140
2000/01/12,15350,15800,15000,15250,▼750,－4.69%,15790,17920,20258,23018,2590,156140
2000/01/11,16500,16500,15500,16000,▼500,－3.03%,16020,18108,20395,23135,3850,156140
2000/01/10,15500,17300,15500,16500,▲1300,＋8.55%,16180,18258,20518,23255,6320,156140
2000/01/07,16000,16000,15200,15200,▼800,－5.00%,16040,18373,20627,23360,900,156140
2000/01/06,16400,16800,15400,16000,▼400,－2.44%,16140,18588,20748,23463,2420,156140
2000/01/05,16000,16500,16000,16400,▼400,－2.38%,16040,18768,20857,23568,2890,156140
2000/01/04,15000,16800,15000,16800,▲1000,＋6.33%,16050,18928,20950,23679,1550,156140
1999/12/28,15000,16000,14800,15800,▲100,＋0.64%,16390,19058,21002,23799,5260,156140
1999/12/27,16500,16500,15200,15700,▲200,＋1.29%,17030,19268,21058,23927,15370,156140
1999/12/24,16400,17300,15500,15500,▼950,－5.78%,17990,19408,21171,24055,18860,156140
1999/12/23,18500,18500,16000,16450,▼2050,－11.08%,18990,19608,21293,24189,11320,156140
1999/12/22,19000,19000,18300,18500,▼500,－2.63%,19880,19785,21443,24312,2800,156140
1999/12/21,20500,20500,19000,19000,▼1500,－7.32%,20360,19863,21566,24420,4990,156140
1999/12/20,20500,20500,20100,20500,0.0,0.00%,20900,19933,21711,24520,6250,152470
1999/12/17,20800,20800,19500,20500,▼400,－1.91%,20880,19993,21848,24604,20200,148310
1999/12/16,20500,21300,20100,20900,0.0,0.00%,20860,20003,21977,24685,6180,134540
1999/12/15,21700,21700,20100,20900,▼800,－3.69%,20480,19993,22107,24767,10670,131500
1999/12/14,21000,23100,20700,21700,▲1300,＋6.37%,20100,20013,22240,24854,48280,129610
1999/12/13,20000,20400,19500,20400,0.0,0.00%,19520,20003,22328,24937,64290,129610
1999/12/10,18600,20400,18600,20400,▲1400,＋7.37%,19340,20063,22437,25038,7970,127110
1999/12/09,19000,19600,19000,19000,0.0,0.00%,19180,20143,22535,25137,5310,127110
1999/12/08,18500,19500,18350,19000,▲200,＋1.06%,19300,20353,22657,25262,4240,127110
1999/12/07,19500,19500,18800,18800,▼700,－3.59%,19380,20588,22798,25375,6930,126140
1999/12/06,20900,20900,19400,19500,▼100,－0.51%,19620,20823,22913,25490,11660,122340
1999/12/03,19500,19750,19400,19600,0.0,0.00%,19420,20988,23019,25608,11190,114430
1999/12/02,19500,19700,19000,19600,▲200,＋1.03%,19400,21138,23126,25723,20990,112520
1999/12/01,20000,20000,18600,19400,▼600,－3.00%,19480,21308,23241,25829,4030,101140
1999/11/30,18500,20900,18500,20000,▲1500,＋8.11%,19610,21503,23333,25947,8430,101140
1999/11/29,19500,19500,18500,18500,▼1000,－5.13%,19690,21633,23423,26070,3080,101140
1999/11/26,19900,20400,19500,19500,▼500,－2.50%,20330,21808,23541,26206,13670,101140
1999/11/25,20050,20300,19750,20000,▼50,－0.25%,20570,21933,23656,26325,15850,89840
1999/11/24,20400,21000,20050,20050,▼350,－1.72%,20710,22028,23759,26452,10910,79140
1999/11/23,21700,21700,20400,20400,▼1300,－5.99%,20960,22080,23860,26588,13020,79140
1999/11/22,22000,22000,20800,21700,▲1000,＋4.83%,21180,22160,23970,26722,21470,80140
1999/11/19,20800,21600,20300,20700,0.0,0.00%,21160,22175,24068,26837,12960,79140
1999/11/18,21300,21300,20300,20700,▼600,－2.82%,21420,22240,24177,26980,2010,79140
1999/11/17,21600,21900,21300,21300,▼200,－0.93%,21920,22330,24273,27125,5160,79140
1999/11/16,21500,21900,21200,21500,▼100,－0.46%,22400,22403,24356,27264,8630,79140
1999/11/15,22700,22700,21350,21600,▼400,－1.82%,22800,22495,24423,27405,7970,79140
1999/11/12,23200,23200,22000,22000,▼1200,－5.17%,23040,22590,24471,27542,11410,79140
1999/11/11,23200,23500,22700,23200,▼500,－2.11%,23160,22710,24513,27675,12230,79140
1999/11/10,24200,24200,23100,23700,▲200,＋0.85%,23120,22725,24536,27772,19410,79140
1999/11/09,22800,23500,22500,23500,▲700,＋3.07%,23040,22710,24558,27858,13320,79140
1999/11/08,22600,22950,22150,22800,▲200,＋0.88%,22860,22685,24598,27939,5430,79140
1999/11/05,23500,23500,22000,22600,▼400,－1.74%,22700,22670,24652,28022,5890,79140
1999/11/04,23200,23200,22600,23000,▼300,－1.29%,22580,22665,24708,28116,6820,79140
1999/11/03,23200,23400,22600,23300,▲700,＋3.10%,22360,22615,24763,28205,8150,79140
1999/11/02,23000,23000,22300,22600,▲600,＋2.73%,21920,22445,24817,28302,8810,79140
1999/11/01,22200,22300,21800,22000,0.0,0.00%,21800,22273,24890,28414,8760,79140
1999/10/29,21900,22400,21900,22000,▲100,＋0.46%,21800,22298,24967,28534,1940,79140
1999/10/28,21000,21900,21000,21900,▲800,＋3.79%,21800,22340,25058,28659,1160,79140
1999/10/27,21000,22950,21000,21100,▼900,－4.09%,21920,22515,25158,28805,1740,79140
1999/10/26,21350,22700,21350,22000,0.0,0.00%,22250,22755,25248,28946,5920,79140
1999/10/25,22000,22000,21650,22000,0.0,0.00%,22520,23040,25348,29075,5190,79140
