[일시]현대건설,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
2015/04/24,55900,57600,54700,55000,▼1000,－1.79%,56520,55030,50324,46782,1287087,25628208
2015/04/23,57500,58000,55900,56000,▼1300,－2.27%,56980,54733,50114,46733,851913,25430286
2015/04/22,58100,59400,56200,57300,▲200,＋0.35%,57560,54418,49886,46693,701305,25303363
2015/04/21,57700,58200,57100,57100,▼100,－0.17%,57760,54103,49618,46627,475206,25254705
2015/04/20,56200,57900,56200,57200,▼100,－0.17%,57960,53833,49338,46571,552834,25192032
2015/04/17,59100,59300,57100,57300,▼1600,－2.72%,58220,53538,49033,46506,663914,25043932
2015/04/16,58800,59000,57800,58900,▲600,＋1.03%,57840,53203,48731,46468,500069,24996177
2015/04/15,58800,59300,57800,58300,▲200,＋0.34%,57180,52833,48381,46414,547399,24898897
2015/04/14,58400,58800,56900,58100,▼400,－0.68%,56720,52408,48016,46363,739436,24865348
2015/04/13,56500,58900,55800,58500,▲3100,＋5.60%,56160,52023,47683,46326,1155971,24831179
2015/04/10,55600,57000,54500,55400,▼200,－0.36%,55440,51490,47357,46274,975119,24772408
2015/04/09,55800,56000,54800,55600,▼400,－0.71%,54520,51203,47085,46268,578260,24841372
2015/04/08,55800,56200,55100,56000,▲700,＋1.27%,53240,50898,46814,46264,738739,24870294
2015/04/07,55400,56200,54300,55300,▲400,＋0.73%,51880,50593,46543,46269,1086238,24894894
2015/04/06,51700,55000,51200,54900,▲4100,＋8.07%,50900,50363,46272,46271,1731614,25057321
2015/04/03,50200,51100,49850,50800,▲1600,＋3.25%,49940,50253,46008,46282,576582,25048633
2015/04/02,49400,49600,48200,49200,0.0,0.00%,49590,50358,45819,46332,385018,24965722
2015/04/01,49900,50600,48800,49200,▼1200,－2.38%,49690,50588,45684,46401,527325,24970187
2015/03/31,50900,51000,50000,50400,▲300,＋0.60%,50050,50773,45547,46466,321737,24973668
2015/03/30,49550,50400,49450,50100,▲1050,＋2.14%,50310,50903,45408,46512,352871,24943819
2015/03/27,51000,51600,48800,49050,▼650,－1.31%,50550,51093,45275,46582,611589,24866903
2015/03/26,49950,50600,49450,49700,▼1300,－2.55%,50860,51110,45155,46675,485005,24836486
2015/03/25,51500,52300,50800,51000,▼700,－1.35%,51220,51125,45033,46758,379620,24812733
2015/03/24,51300,52100,50500,51700,▲400,＋0.78%,50980,50998,44893,46840,470516,24894834
2015/03/23,50800,51900,50500,51300,▲700,＋1.38%,50720,50750,44748,46928,426562,24948715
2015/03/20,51600,51700,50000,50600,▼900,－1.75%,50030,50520,44597,47022,432518,24943034
2015/03/19,51100,51500,50200,51500,▲1700,＋3.41%,49840,50255,44454,47121,635665,25070758
2015/03/18,50600,51500,49350,49800,▼600,－1.19%,49440,49885,44296,47222,741951,25044225
2015/03/17,48000,50700,47850,50400,▲2550,＋5.33%,49460,49530,44148,47349,868887,25128897
2015/03/16,49750,49900,47600,47850,▼1800,－3.63%,49520,49125,44017,47473,757083,25111798
2015/03/13,50800,51100,49650,49650,▲150,＋0.30%,50490,48928,43898,47604,479385,25314530
2015/03/12,49900,52000,49500,49500,▼400,－0.80%,51140,48650,43748,47710,913088,25402717
2015/03/11,49550,51000,49200,49900,▼800,－1.58%,52000,48378,43637,47818,766675,25470943
2015/03/10,53200,53300,50100,50700,▼2000,－3.80%,52600,48025,43530,47931,711493,25572863
2015/03/09,52300,54100,52300,52700,▼200,－0.38%,53060,47673,43425,48039,765064,25667738
2015/03/06,53500,53800,52100,52900,▼900,－1.67%,53300,47218,43293,48128,611393,25848509
2015/03/05,52700,54400,52400,53800,▲900,＋1.70%,52600,46720,43153,48210,703241,25972249
2015/03/04,52600,53900,51800,52900,▼100,－0.19%,51840,46245,42988,48274,755406,26003912
2015/03/03,54000,54700,51800,53000,▼900,－1.67%,50950,45783,42837,48355,921261,26024928
2015/03/02,50400,54200,50300,53900,▲4500,＋9.11%,49700,45340,42678,48445,1752873,26147503
2015/02/27,50200,50500,49150,49400,▼600,－1.20%,48260,44850,42526,48529,648501,26173099
2015/02/26,48500,50100,47950,50000,▲1550,＋3.20%,47440,44500,42485,48645,1178320,26176255
2015/02/25,46750,48500,46750,48450,▲1700,＋3.64%,46260,44115,42448,48761,876706,26259350
2015/02/24,47000,47200,46350,46750,▲50,＋0.11%,45110,43753,42446,48893,498248,26287565
2015/02/23,46100,46900,46000,46700,▲1400,＋3.09%,44220,43430,42473,49018,752936,26372623
2015/02/17,44600,45350,44200,45300,▲1200,＋2.72%,43660,43043,42468,49136,666745,26412114
2015/02/16,43050,44800,43050,44100,▲1400,＋3.28%,43420,42735,42485,49271,564913,26428995
2015/02/13,42450,43050,42350,42700,▲400,＋0.95%,43410,42425,42518,49425,397833,26284314
2015/02/12,43700,43900,42100,42300,▼1600,－3.64%,43440,42110,42603,49597,486435,26076480
2015/02/11,44400,44450,43750,43900,▼200,－0.45%,43710,41900,42708,49760,380539,26037374
2015/02/10,44100,44600,43700,44100,▲50,＋0.11%,43650,41653,42787,49920,346353,26099872
2015/02/09,42450,44500,42450,44050,▲1200,＋2.80%,43420,41403,42868,50081,493788,26164093
2015/02/06,43650,43950,42550,42850,▼800,－1.83%,43470,41168,42899,50225,358107,26158146
2015/02/05,43300,43750,43050,43650,▲50,＋0.11%,43630,41010,42949,50378,356565,26114782
2015/02/04,44000,44450,43600,43600,▲650,＋1.51%,43730,40780,42989,50525,419725,26076448
2015/02/03,45150,45150,42850,42950,▼1350,－3.05%,43830,40553,43023,50678,611637,26005254
2015/02/02,43950,45500,43600,44300,▲650,＋1.49%,43720,40380,43071,50844,852880,25972577
2015/01/30,44450,44500,43500,43650,▼500,－1.13%,43320,40220,43083,50993,463814,25879994
2015/01/29,43850,44400,43100,44150,▲50,＋0.11%,42830,40085,43108,51166,641197,25923968
2015/01/28,41900,44200,41850,44100,▲1700,＋4.01%,42060,39983,43166,51339,964618,26029518
2015/01/27,42650,42850,41600,42400,▲100,＋0.24%,41030,39883,43240,51500,580779,25952611
2015/01/26,41500,42300,41250,42300,▲1100,＋2.67%,40380,39855,43351,51674,776008,25924850
2015/01/23,40800,41650,39300,41200,▲900,＋2.23%,39500,39860,43499,51864,1011508,26007868
2015/01/22,39600,40550,39250,40300,▲1350,＋3.47%,38540,39930,43637,52057,740640,26201641
2015/01/21,39350,39450,38550,38950,▼200,－0.51%,38100,40065,43805,52239,376344,26151163
2015/01/20,37750,39800,37750,39150,▲1250,＋3.30%,38100,40228,43978,52424,879815,26172993
2015/01/19,37200,38150,36950,37900,▲1500,＋4.12%,38090,40373,44204,52623,914561,26166619
2015/01/16,38000,38100,36150,36400,▼1700,－4.46%,38380,40578,44448,52823,919096,26041861
2015/01/15,39150,39200,38050,38100,▼850,－2.18%,39040,40805,44711,53022,554009,25923317
2015/01/14,39250,39250,38800,38950,▼150,－0.38%,39230,41025,44969,53199,366251,25917135
2015/01/13,40500,40550,39050,39100,▼250,－0.64%,39250,41113,45192,53373,630124,25858562
2015/01/12,39650,40150,39350,39350,▼350,－0.88%,39330,41193,45450,53547,318897,25886357
2015/01/09,39650,40100,39500,39700,▲650,＋1.66%,39680,41365,45714,53720,484030,25920086
2015/01/08,39200,39550,39050,39050,0.0,0.00%,39930,41555,45996,53899,318714,25922460
2015/01/07,39050,39600,38950,39050,▼450,－1.14%,40540,41823,46270,54077,410578,25898026
2015/01/06,40300,40800,39500,39500,▼1600,－3.89%,41150,42108,46556,54264,577210,25949603
2015/01/05,40950,41350,40000,41100,▲150,＋0.37%,41620,42360,46844,54447,398187,25951100
2015/01/02,41950,42100,40700,40950,▼1150,－2.73%,41880,42500,47118,54617,422447,25833546
2014/12/30,42100,42700,41650,42100,0.0,0.00%,42210,42643,47385,54787,333672,25837449
2014/12/29,41950,42200,41600,42100,▲250,＋0.60%,42390,42710,47615,54928,261084,25881193
2014/12/26,42600,42700,41800,41850,▼550,－1.30%,42410,42845,47888,55068,312162,25926827
2014/12/24,42600,42800,41950,42400,▼200,－0.47%,42450,43100,48196,55206,411714,25993419
2014/12/23,43200,43200,41550,42600,▼400,－0.93%,42370,43368,48483,55342,600440,26013776
2014/12/22,42550,43200,42450,43000,▲800,＋1.90%,42040,43655,48788,55467,300727,26182559
2014/12/19,42400,42850,41900,42200,▲150,＋0.36%,41940,43923,49108,55570,319132,26091779
2014/12/18,43000,43050,41050,42050,▲50,＋0.12%,41640,44133,49448,55680,355276,26059609
2014/12/17,41300,42550,41200,42000,▲1050,＋2.56%,41370,44348,49788,55772,472843,26063845
2014/12/16,41900,42350,40900,40950,▼1550,－3.65%,41530,44553,50148,55868,502341,25987802
2014/12/15,40000,42650,39800,42500,▲1800,＋4.42%,42040,44893,50549,55963,564078,26080138
2014/12/12,41100,41400,40350,40700,0.0,0.00%,42420,45198,50929,56041,852174,26167337
2014/12/11,42200,42350,40650,40700,▼2100,－4.91%,43230,45595,51311,56135,904944,26082959
2014/12/10,43150,43350,42650,42800,▼700,－1.61%,44000,46008,51673,56230,363170,26090954
2014/12/09,44350,44350,43350,43500,▼900,－2.03%,44220,46165,51999,56310,359713,26054665
2014/12/08,45050,45150,44200,44400,▼350,－0.78%,44280,46283,52333,56386,266833,26032994
2014/12/05,44550,45200,43850,44750,▲200,＋0.45%,44090,46365,52653,56456,263703,26025515
2014/12/04,44200,45000,43900,44550,▲650,＋1.48%,44100,46408,52963,56532,366674,26003319
2014/12/03,43600,44450,43550,43900,▲100,＋0.23%,44580,46473,53268,56613,403956,26000916
2014/12/02,43000,43900,43000,43800,▲350,＋0.81%,45350,46528,53559,56698,436829,25978235
2014/12/01,44200,44250,42850,43450,▼1350,－3.01%,46260,46598,53873,56780,889660,25925578
2014/11/28,46200,46900,44650,44800,▼2150,－4.58%,47240,46805,54213,56858,1262407,26003772
2014/11/27,47750,47800,46700,46950,▼800,－1.68%,47560,46993,54532,56930,356894,26092993
2014/11/26,48600,48600,47250,47750,▼600,－1.24%,47440,47098,54806,56982,385604,26094673
2014/11/25,48700,48750,47600,48350,0.0,0.00%,47110,47270,55075,57029,468883,26074226
2014/11/24,46900,48800,46800,48350,▲1950,＋4.20%,46990,47325,55339,57077,885111,26079032
2014/11/21,46500,46850,45900,46400,▲50,＋0.11%,47040,47428,55563,57129,473769,26108917
2014/11/20,46100,47150,45950,46350,▲250,＋0.54%,47490,47575,55805,57198,531646,26078603
2014/11/19,47800,47800,45950,46100,▼1650,－3.46%,48010,47893,56058,57269,869218,25978931
2014/11/18,48550,48950,47250,47750,▼850,－1.75%,47980,48213,56331,57342,778979,26106370
2014/11/17,49150,49500,48300,48600,▼50,－0.10%,47600,48435,56592,57403,502813,26132680
2014/11/14,49050,49250,48050,48650,▼300,－0.61%,47090,48685,56813,57453,908891,26126562
2014/11/13,46350,49350,46350,48950,▲3000,＋6.53%,46480,48868,57054,57503,2556494,26331656
2014/11/12,45650,46500,44700,45950,▲100,＋0.22%,45860,49150,57295,57554,805049,26815842
2014/11/11,46350,46550,45750,45850,▼200,－0.43%,45670,49613,57551,57635,428859,26942708
2014/11/10,45900,46850,45550,46050,▲450,＋0.99%,45540,50150,57807,57713,615971,26999006
2014/11/07,45600,46050,45150,45600,▼250,－0.55%,45850,50623,58061,57780,507284,27098114
2014/11/06,45100,46000,45000,45850,▲850,＋1.89%,46440,51153,58333,57849,749941,27151175
2014/11/05,45150,45450,44350,45000,▼200,－0.44%,47080,51700,58617,57912,576515,27250391
2014/11/04,47200,47850,44900,45200,▼2400,－5.04%,48320,52325,58903,57992,1133679,27262968
2014/11/03,48750,49050,47150,47600,▼950,－1.96%,49170,52915,59223,58069,645333,27171231
2014/10/31,49200,49500,48050,48550,▼500,－1.02%,49730,53330,59512,58130,575821,27191399
2014/10/30,50700,51400,48750,49050,▼2150,－4.20%,49890,53828,59759,58191,865176,27269542
2014/10/29,49850,51700,48600,51200,▲1750,＋3.54%,50620,54390,59997,58248,861024,27570597
2014/10/28,50300,50400,49000,49450,▼950,－1.88%,50880,54810,60228,58282,559299,27694368
2014/10/27,49900,50400,49750,50400,▲1050,＋2.13%,51430,55383,60478,58330,507307,27786007
2014/10/24,52800,52800,48850,49350,▼3350,－6.36%,52070,55973,60673,58369,1421805,27723146
2014/10/23,52500,53200,52000,52700,▲200,＋0.38%,52660,56635,60870,58418,307512,27598534
2014/10/22,53000,53600,51900,52500,▲300,＋0.57%,53040,57125,61042,58442,366782,27557920
2014/10/21,53300,53500,51700,52200,▼1400,－2.61%,53580,57680,61198,58471,419297,27449962
2014/10/20,53100,53800,52700,53600,▲1300,＋2.49%,54460,58320,61333,58503,436695,27448838
2014/10/17,54700,54800,51600,52300,▼2300,－4.21%,54840,58905,61428,58527,725821,27398757
2014/10/16,54200,55200,53800,54600,▼600,－1.09%,55620,59470,61553,58558,274901,27413028
2014/10/15,56600,57200,54900,55200,▼1400,－2.47%,56060,59860,61643,58570,319016,27425323
2014/10/14,56000,56700,55200,56600,▲1100,＋1.98%,56520,60220,61725,58579,288924,27482676
2014/10/13,55800,56100,54600,55500,▼700,－1.25%,56600,60565,61802,58580,273768,27524314
2014/10/10,56700,56800,55600,56200,▼600,－1.06%,56680,60970,61883,58594,261376,27596103
2014/10/08,57000,57900,56200,56800,▼700,－1.22%,57140,61330,61972,58604,321077,27522072
2014/10/07,57200,58400,57200,57500,▲500,＋0.88%,57840,61630,62050,58607,296346,27466871
2014/10/06,57200,57900,56600,57000,▲1100,＋1.97%,58260,61825,62117,58597,457624,27457200
2014/10/02,57500,58100,55500,55900,▼2600,－4.44%,59040,62105,62188,58589,654578,27299357
2014/10/01,60200,60200,57300,58500,▼1800,－2.99%,60300,62505,62240,58594,399080,27370824
2014/09/30,59500,60800,59300,60300,▲700,＋1.17%,61120,62775,62248,58577,247942,27401285
2014/09/29,61200,61500,59100,59600,▼1300,－2.13%,61560,62930,62217,58548,443122,27386358
2014/09/26,61500,62200,60600,60900,▼1300,－2.09%,62360,63145,62202,58521,360119,27331218
2014/09/25,63200,63900,61900,62200,▼400,－0.64%,63180,63310,62147,58480,370282,27263204
2014/09/24,62100,63100,61700,62600,▲100,＋0.16%,63800,63290,62033,58433,214090,27258855
2014/09/23,62800,63500,62200,62500,▼1100,－1.73%,64000,63205,61912,58378,281532,27248260
2014/09/22,65200,65200,63300,63600,▼1400,－2.15%,63980,63155,61755,58320,225487,27255934
2014/09/19,65100,66500,64300,65000,▼300,－0.46%,63740,63100,61587,58253,505648,27263351
2014/09/18,63200,65900,62500,65300,▲1700,＋2.67%,63440,63020,61377,58160,1042772,27219802
2014/09/17,62900,63700,62400,63600,▲1200,＋1.92%,63100,62850,61153,58063,201345,27236410
2014/09/16,62700,62900,62100,62400,0.0,0.00%,63060,62825,60960,57973,188813,27235028
2014/09/15,63500,63500,61800,62400,▼1100,－1.73%,63140,62875,60787,57903,205413,27201593
2014/09/12,63700,64200,62800,63500,▼100,－0.16%,62940,62820,60622,57838,224077,27188655
2014/09/11,62700,64400,62600,63600,▲200,＋0.32%,62760,62705,60440,57763,346139,27103202
2014/09/05,62100,63700,62000,63400,▲600,＋0.96%,62820,62590,60260,57681,199696,27040002
2014/09/04,61800,63800,61700,62800,▲1400,＋2.28%,62920,62515,60100,57610,386754,27027384
2014/09/03,62400,63000,60900,61400,▼1200,－1.92%,63040,62520,59958,57547,369384,26959239
2014/09/02,64400,64500,62600,62600,▼1300,－2.03%,63540,62560,59837,57507,213992,26907903
2014/09/01,63500,64100,62900,63900,0.0,0.00%,63860,62650,59688,57460,137402,26955131
2014/08/29,63600,63900,62700,63900,▲500,＋0.79%,63440,62700,59503,57407,205022,26927371
2014/08/28,63500,64100,63000,63400,▼500,－0.78%,62840,62675,59328,57349,187030,26928083
2014/08/27,64700,64700,63000,63900,▼300,－0.47%,62460,62670,59158,57298,313656,26931571
2014/08/26,62200,64200,62200,64200,▲2400,＋3.88%,62180,62730,58983,57250,431149,26978154
2014/08/25,60900,62300,59800,61800,▲900,＋1.48%,62020,62740,58815,57202,181814,26844615
2014/08/22,61400,61800,59100,60900,▼600,－0.98%,62040,62755,58695,57173,445503,26811560
2014/08/21,62200,63000,60500,61500,▼1000,－1.60%,62480,62770,58592,57158,405785,26784246
2014/08/20,63200,63500,62100,62500,▼900,－1.42%,62860,62845,58480,57131,193559,26666141
2014/08/19,62300,63700,62300,63400,▲1500,＋2.42%,62620,62815,58353,57096,404667,26647278
2014/08/18,63100,63800,61700,61900,▼1200,－1.90%,62180,62660,58215,57057,284046,26527493
2014/08/14,63700,63900,62700,63100,▼300,－0.47%,62060,62530,58092,57033,352586,26515505
2014/08/13,61100,63400,61100,63400,▲2100,＋3.43%,61820,62365,57952,56997,371127,26447766
2014/08/12,61700,62100,60700,61300,▲100,＋0.16%,61720,62195,57813,56951,243160,26369168
2014/08/11,61700,62000,60500,61200,▼100,－0.16%,61900,62135,57720,56921,203689,26339218
2014/08/08,61800,62500,60800,61300,▼600,－0.97%,62540,62135,57618,56894,240261,26311086
2014/08/07,63300,63400,61800,61900,▼1000,－1.59%,63260,62090,57498,56853,333567,26249794
2014/08/06,62000,63400,61500,62900,▲700,＋1.13%,63560,62070,57365,56808,383950,26212469
2014/08/05,64400,64400,61300,62200,▼2200,－3.42%,63640,62000,57207,56759,589863,26142647
2014/08/04,65200,65200,63200,64400,▼500,－0.77%,64220,61965,57080,56719,476113,26114808
2014/08/01,62500,64900,62400,64900,▲1500,＋2.37%,64220,61810,56915,56665,438680,26113285
2014/07/31,63300,64300,62000,63400,▲100,＋0.16%,63660,61515,56748,56601,772957,25999833
2014/07/30,65400,65400,63200,63300,▼1800,－2.76%,63220,61295,56623,56552,673678,25989058
2014/07/29,64800,65800,64500,65100,▲700,＋1.09%,63160,61050,56498,56503,910942,25914673
2014/07/28,61500,64400,61300,64400,▲2300,＋3.70%,62520,60730,56335,56437,719138,25532338
2014/07/25,61000,62800,61000,62100,▲900,＋1.47%,61700,60390,56183,56384,513591,25314075
2014/07/24,63100,63100,60500,61200,▼1800,－2.86%,61140,60055,56065,56353,449336,25260541
2014/07/23,62200,63300,62100,63000,▲1100,＋1.78%,60860,59760,55967,56319,599864,25212750
2014/07/22,60100,61900,60100,61900,▲1600,＋2.65%,60260,59265,55842,56276,485816,25095878
2014/07/21,59700,60500,59200,60300,▲1000,＋1.69%,59900,58845,55743,56247,306724,25030798
2014/07/18,59300,60000,58500,59300,▼500,－0.84%,60080,58450,55673,56233,272244,24965472
2014/07/17,60300,60400,59100,59800,▼200,－0.33%,60300,58080,55625,56233,295148,24929595
2014/07/16,60100,60400,58700,60000,▼100,－0.17%,60640,57690,55563,56230,355636,24909528
2014/07/15,61400,61500,59500,60100,▼1100,－1.80%,60940,57290,55497,56222,354572,24850266
2014/07/14,60100,62000,59900,61200,▲800,＋1.32%,61220,56910,55433,56213,367544,24718604
2014/07/11,60700,61100,60200,60400,▼1100,－1.79%,61240,56480,55358,56193,360610,24649722
2014/07/10,62000,62300,61300,61500,0.0,0.00%,60960,56100,55305,56168,333639,24530902
2014/07/09,61100,61900,60300,61500,0.0,0.00%,60460,55715,55237,56136,337740,24369562
2014/07/08,61500,62000,60900,61500,▲200,＋0.33%,59840,55355,55163,56130,596779,24299075
2014/07/07,59000,61400,58800,61300,▲2300,＋3.90%,59280,54985,55077,56130,871280,24132653
2014/07/04,59400,59500,58900,59000,0.0,0.00%,58540,54605,54990,56128,349260,23939816
2014/07/03,58400,59400,58400,59000,▲600,＋1.03%,57820,54295,54948,56128,455494,23936460
2014/07/02,59000,59100,58200,58400,▼300,－0.51%,57080,54015,54905,56116,620223,23958781
2014/07/01,58000,59400,57000,58700,▲1100,＋1.91%,56020,53755,54878,56107,789249,23912925
2014/06/30,56400,57800,56300,57600,▲2200,＋3.97%,54980,53490,54840,56109,929364,23833783
2014/06/27,55600,56200,55000,55400,▲100,＋0.18%,53940,53315,54813,56129,446270,23789639
