[일시]삼성SDI,시가,고가,저가,종가,대비,대비율,<가격이동평균>5,20,60,120,[거래량],[외국인_보유량]
1987/06/15,40604,40604,40186,40186,▲837,＋2.13%,39951,41859,44639,45270,530,N/A
1987/06/13,40186,40186,39348,39348,▼837,－2.08%,40035,42060,44814,45298,340,N/A
1987/06/12,39432,40186,39432,40186,0.0,0.00%,40537,42312,45044,45353,110,N/A
1987/06/11,39348,40186,39348,40186,▲335,＋0.84%,40872,42542,45270,45381,60,N/A
1987/06/10,40604,40604,39851,39851,▼753,－1.86%,41207,42789,45496,45430,440,N/A
1987/06/09,41860,41860,40604,40604,▼1256,－3.00%,41609,43078,45686,45482,60,N/A
1987/06/08,41860,41860,41860,41860,0.0,0.00%,42027,43329,45846,45508,340,N/A
1987/06/05,41860,41860,41860,41860,0.0,0.00%,42362,43559,46012,45510,0,N/A
1987/06/04,41860,44371,41860,41860,0.0,0.00%,42613,43798,46166,45499,530,N/A
1987/06/03,42279,42279,41860,41860,▼837,－1.96%,42781,44028,46304,45473,70,N/A
1987/06/02,42697,42697,42697,42697,▼837,－1.92%,42779,44237,46442,45433,0,N/A
1987/06/01,44371,44371,43534,43534,▲419,＋0.97%,42612,44405,46551,45384,80,N/A
1987/05/30,43116,43116,43116,43116,▲419,＋0.98%,42377,44572,46604,45314,40,N/A
1987/05/29,42697,42697,42697,42697,▲846,＋2.02%,42377,44802,46657,45241,170,N/A
1987/05/28,41023,41852,41023,41852,▼8,－0.02%,42628,44932,46713,45157,560,N/A
1987/05/27,41860,44371,41860,41860,▼502,－1.19%,43099,45100,46783,45067,530,N/A
1987/05/26,42279,43116,42279,42362,▼753,－1.75%,43568,45267,46852,44976,270,N/A
1987/05/25,44371,44371,43116,43116,▼837,－1.90%,43970,45305,46914,44877,900,N/A
1987/05/23,44371,44371,43534,43953,▼251,－0.57%,44305,45225,46940,44765,390,N/A
1987/05/22,44204,44204,44204,44204,0.0,0.00%,44539,45133,46953,44647,20,N/A
1987/05/21,44371,44371,43953,44204,▼167,－0.38%,44824,45154,46981,44522,170,N/A
1987/05/20,44371,44371,44371,44371,▼419,－0.93%,45108,45217,47009,44398,860,N/A
1987/05/19,45125,45125,44790,44790,▼335,－0.74%,45527,45301,47051,44278,270,N/A
1987/05/18,45125,45125,45125,45125,▼502,－1.10%,45895,45385,47092,44156,10,N/A
1987/05/16,45627,45627,45627,45627,0.0,0.00%,46163,45435,47136,44033,130,N/A
1987/05/15,46046,46046,45627,45627,▼837,－1.80%,46247,45518,47158,43892,150,N/A
1987/05/14,46464,46464,46464,46464,▼167,－0.36%,46331,45602,47172,43737,0,N/A
1987/05/13,47134,47302,46632,46632,▲167,＋0.36%,46414,45665,47144,43566,600,N/A
1987/05/12,46883,46883,46464,46464,▲419,＋0.91%,46632,45782,47126,43390,3210,N/A
1987/05/11,46883,46883,46046,46046,0.0,0.00%,46398,45904,47126,43209,400,N/A
1987/05/09,46883,46883,46046,46046,▼837,－1.79%,46230,45945,47098,43034,190,N/A
1987/05/08,46883,46883,46883,46883,▼837,－1.75%,46063,45954,47090,42857,230,N/A
1987/05/07,45627,47720,45627,47720,▲2428,＋5.36%,45309,45912,47055,42671,600,N/A
1987/05/06,45209,46046,45209,45292,▲84,＋0.19%,44070,45807,46985,42479,140,N/A
1987/05/04,44874,45209,44790,45209,0.0,0.00%,43434,45824,46956,42311,790,N/A
1987/05/02,45627,45627,44371,45209,▲2093,＋4.85%,43317,45866,46938,42144,310,N/A
1987/05/01,43116,43199,42781,43116,▲1591,＋3.83%,43367,45908,46924,41980,780,N/A
1987/04/30,39599,41525,39599,41525,▼586,－1.39%,43953,46054,46951,41828,2180,N/A
1987/04/29,43534,43534,42111,42111,▼2512,－5.63%,44941,46406,46984,41691,400,N/A
1987/04/28,46046,46046,44623,44623,▼837,－1.84%,45745,46728,46979,41544,270,N/A
1987/04/27,45627,45627,45460,45460,▼586,－1.27%,46280,46904,46931,41374,60,N/A
1987/04/25,46046,46130,45292,46046,▼419,－0.90%,46649,47164,46896,41205,1150,N/A
1987/04/24,46046,46464,46046,46464,▲335,＋0.73%,46984,47519,46827,41025,970,N/A
1987/04/23,46883,46883,46046,46130,▼1172,－2.48%,47486,47884,46729,40845,530,N/A
1987/04/22,47302,48557,47302,47302,0.0,0.00%,48038,48264,46679,40670,290,N/A
1987/04/21,47302,47302,47302,47302,▼419,－0.88%,47955,48461,46602,40480,10,N/A
1987/04/20,48474,48474,47720,47720,▼1256,－2.56%,47737,48608,46527,40291,300,N/A
1987/04/18,48976,48976,46883,48976,▲84,＋0.17%,47402,48813,46486,40097,970,N/A
1987/04/17,47720,48892,47302,48892,▲2009,＋4.29%,46732,48917,46423,39892,480,N/A
1987/04/16,46883,48139,46213,46883,▲670,＋1.45%,46079,48980,46384,39688,5220,N/A
1987/04/15,45209,46883,45209,46213,▲167,＋0.36%,45912,49144,46384,39493,90,N/A
1987/04/14,45209,46130,45209,46046,▲419,＋0.92%,45878,49294,46354,39297,420,N/A
1987/04/13,45627,45627,45209,45627,0.0,0.00%,45878,49328,46319,39095,1970,N/A
1987/04/11,43534,45627,43534,45627,▼419,－0.91%,46464,49361,46333,38897,3180,N/A
1987/04/10,45627,46046,45209,46046,0.0,0.00%,47051,49382,46328,38692,2550,N/A
1987/04/09,43534,46046,43534,46046,0.0,0.00%,47469,49382,46314,38489,1720,N/A
1987/04/08,48139,48139,46046,46046,▼2512,－5.17%,48390,49382,46294,38286,1610,N/A
1987/04/07,47720,48557,47720,48557,0.0,0.00%,49813,49382,46238,38077,2620,N/A
1987/04/06,48557,49813,48557,48557,▲419,＋0.87%,50851,49190,46132,37844,1530,N/A
1987/04/04,48139,48139,48139,48139,▼2512,－4.96%,51890,48997,46012,37613,210,N/A
1987/04/03,50650,50650,50650,50650,▼2512,－4.72%,52509,48884,45900,37388,0,N/A
1987/04/02,53664,53664,51906,53162,▼586,－1.09%,52425,48645,45781,37144,530,N/A
1987/04/01,56260,56260,53748,53748,0.0,0.00%,52157,48331,45663,36882,6480,N/A
1987/03/31,51237,53748,51237,53748,▲2512,＋4.90%,51622,48009,45493,36609,3530,N/A
1987/03/30,50232,51237,50232,51237,▲1005,＋2.00%,50902,47708,45364,36332,2960,N/A
1987/03/28,50650,50650,50232,50232,▼1591,－3.07%,50684,47494,45278,36079,150,N/A
1987/03/27,51069,52660,51069,51823,▲753,＋1.48%,50483,47306,45170,35827,1230,N/A
1987/03/26,49395,51069,49395,51069,▲921,＋1.84%,49462,46954,45008,35557,6530,N/A
1987/03/25,50148,50148,50148,50148,0.0,0.00%,48507,46678,44831,35299,1200,N/A
1987/03/24,49227,51069,49227,50148,▲921,＋1.87%,47687,46494,44641,35048,2080,N/A
1987/03/23,49227,49227,46883,49227,▲2512,＋5.38%,46866,46205,44424,34805,1430,N/A
1987/03/21,46464,46883,46464,46716,▲419,＋0.90%,46230,46021,44217,34569,2800,N/A
1987/03/20,46046,46883,46046,46297,▲251,＋0.55%,46096,45924,44025,34356,1280,N/A
1987/03/19,46046,46883,46046,46046,0.0,0.00%,45778,45786,43825,34152,7250,N/A
1987/03/18,46046,46046,45209,46046,0.0,0.00%,45510,45661,43602,33950,4630,N/A
1987/03/17,46046,46046,45209,46046,0.0,0.00%,45477,45565,43351,33747,4360,N/A
1987/03/16,45627,46046,45627,46046,▲1340,＋3.00%,45443,45481,43100,33547,2460,N/A
1987/03/14,44706,44706,44706,44706,0.0,0.00%,45611,45418,42840,33353,630,N/A
1987/03/13,44790,45209,44706,44706,▼1172,－2.55%,46130,45355,42590,33170,810,N/A
1987/03/12,44371,45878,44371,45878,0.0,0.00%,46732,45211,42341,32989,1280,N/A
1987/03/11,46883,46883,45878,45878,▼1005,－2.14%,46950,45006,42064,32799,4910,N/A
1987/03/09,45209,46883,45209,46883,▼419,－0.88%,47067,44880,41788,32605,4170,N/A
1987/03/07,46464,47720,46464,47302,▼419,－0.88%,46649,44629,41505,32406,3520,N/A
1987/03/06,46464,47720,46464,47720,▲753,＋1.60%,46297,44294,41219,32211,4970,N/A
1987/03/05,46883,47302,46046,46967,▲502,＋1.08%,46046,44064,40930,32015,14420,N/A
1987/03/04,44790,46464,44790,46464,▲1674,＋3.74%,45527,43850,40626,31826,1400,N/A
1987/03/03,44790,45209,44790,44790,▼753,－1.65%,45343,43666,40302,31641,370,N/A
1987/03/02,46464,46464,45544,45544,▼921,－1.98%,45343,43691,39988,31467,950,N/A
1987/02/28,44539,46464,44539,46464,▲2093,＋4.72%,44941,43675,39655,31289,3290,N/A
1987/02/27,44371,45544,44371,44371,▼1172,－2.57%,44355,43679,39292,31111,4250,N/A
1987/02/26,45544,45544,45544,45544,▲753,＋1.68%,44305,43804,38971,30947,20,N/A
1987/02/25,43534,44790,43534,44790,▲1256,＋2.88%,44070,43746,38625,30773,5980,N/A
1987/02/24,43534,43953,43534,43534,0.0,0.00%,44070,43704,38287,30609,640,N/A
1987/02/23,43785,43869,43451,43534,▼586,－1.33%,44053,43850,37973,30456,1760,N/A
1987/02/21,44371,44371,43618,44120,▼251,－0.57%,43710,43942,37666,30306,1310,N/A
1987/02/20,45627,45627,43702,44371,▼419,－0.93%,43241,43997,37351,30149,1580,N/A
1987/02/19,45962,45962,43534,44790,▲1340,＋3.08%,43040,44018,37036,29993,8220,N/A
1987/02/18,42362,43451,42362,43451,▲1633,＋3.90%,42454,43913,36705,29834,660,N/A
1987/02/17,42027,42027,41776,41818,▲42,＋0.10%,41885,43850,36398,29685,1920,N/A
1987/02/16,43032,43116,41023,41776,▼1591,－3.67%,42145,43827,36108,29550,1750,N/A
1987/02/14,43953,44371,41860,43367,▲1507,＋3.60%,42329,43811,35817,29416,3010,N/A
1987/02/13,40604,41860,40604,41860,▲1256,＋3.09%,42212,43819,35513,29270,11400,N/A
1987/02/12,41944,41944,40604,40604,▼2512,－5.83%,42898,44028,35224,29134,5540,N/A
1987/02/11,42697,43534,42111,43116,▲419,＋0.98%,43819,44175,34962,29014,3550,N/A
1987/02/10,41860,43534,41106,42697,▼84,－0.20%,44505,44321,34662,28867,3370,N/A
1987/02/09,45041,45209,42781,42781,▼2512,－5.55%,45343,44489,34358,28724,2880,N/A
1987/02/07,45209,47720,45209,45292,▲84,＋0.19%,45661,44539,34056,28578,1370,N/A
1987/02/06,44790,46130,44790,45209,▼1340,－2.88%,45393,44380,33708,28410,6230,N/A
1987/02/05,46799,47302,44371,46548,▼335,－0.71%,45644,44141,33361,28244,5870,N/A
1987/02/04,45125,46883,45125,46883,▲2512,＋5.66%,45410,43752,32991,28065,9670,N/A
1987/02/03,41450,44371,41450,44371,▲419,＋0.95%,45075,43262,32602,27885,8420,N/A
1987/02/02,45962,45962,43953,43953,▼2512,－5.41%,45158,42885,32240,27729,5210,N/A
1987/01/31,46046,46883,46046,46464,▲1088,＋2.40%,44907,42446,31872,27575,6830,N/A
1987/01/30,44790,46046,44790,45376,▲167,＋0.37%,44053,41839,31462,27399,7960,N/A
1987/01/28,46464,46464,44371,45209,▲419,＋0.93%,43250,41203,31056,27230,6260,N/A
1987/01/27,42697,45125,41106,44790,▲2093,＋4.90%,42496,40491,30663,27064,4630,N/A
1987/01/26,44706,44706,42362,42697,▲502,＋1.19%,42245,39800,30278,26900,7100,N/A
1987/01/24,41441,43032,41441,42195,▲837,＋2.02%,42915,39189,29916,26757,10570,N/A
1987/01/23,40186,41441,40186,41358,▼84,－0.20%,43183,38566,29556,26618,10860,N/A
1987/01/22,42697,44371,41441,41441,▼2093,－4.81%,44120,37984,29215,26486,5790,N/A
1987/01/21,48557,48557,43534,43534,▼2512,－5.45%,45041,37376,28876,26354,9640,N/A
1987/01/20,41860,46046,41860,46046,▲2512,＋5.77%,45091,36665,28506,26207,12010,N/A
1987/01/19,44790,45125,43534,43534,▼2512,－5.45%,44305,35859,28102,26033,10300,N/A
1987/01/17,46046,47302,45627,46046,0.0,0.00%,43685,35189,27725,25881,9570,N/A
1987/01/16,42697,46297,42111,46046,▲2260,＋5.16%,42228,34406,27299,25710,23710,N/A
1987/01/15,44539,44623,43785,43785,▲1674,＋3.98%,40437,33539,26879,25544,29480,N/A
1987/01/14,41944,42111,41776,42111,▲1674,＋4.14%,39047,32701,26484,25402,17750,N/A
1987/01/13,40169,40437,39599,40437,▲1674,＋4.32%,37657,31893,26105,25274,15640,N/A
1987/01/12,36828,38762,36669,38762,▲1674,＋4.51%,36435,31148,25766,25159,33330,N/A
1987/01/10,37657,37657,36000,37088,▲251,＋0.68%,35213,30445,25455,25048,10700,N/A
1987/01/09,33672,36837,33672,36837,▲1674,＋4.76%,33990,29847,25185,24943,10030,N/A
1987/01/08,36000,36000,34308,35162,▲837,＋2.44%,32818,29244,24920,24846,20030,N/A
1987/01/07,34325,34325,34325,34325,▲1674,＋5.13%,31881,28712,24688,24769,3220,N/A
1987/01/06,31487,32651,31487,32651,▲1674,＋5.41%,30961,28231,24479,24707,2550,N/A
1987/01/05,30809,30976,30809,30976,0.0,0.00%,30375,27854,24297,24648,470,N/A
1986/12/26,31822,31897,30976,30976,▲502,＋1.65%,30037,27565,24144,24596,11760,N/A
1986/12/24,29804,30474,29386,30474,▲745,＋2.51%,29702,27289,23995,24549,5360,N/A
1986/12/23,29804,30315,29310,29729,▲8,＋0.03%,29593,27013,23865,24506,12360,N/A
1986/12/22,28883,29972,28883,29721,▲435,＋1.49%,29675,26778,23749,24475,4580,N/A
1986/12/20,29302,29302,29134,29285,▼17,－0.06%,29808,26514,23638,24447,1680,N/A
1986/12/19,29988,30139,29302,29302,▼628,－2.10%,29692,26265,23533,24419,4930,N/A
1986/12/18,29402,29930,28716,29930,▼209,－0.69%,29238,26055,23422,24391,8390,N/A
1986/12/17,31177,31177,29729,30139,▼243,－0.80%,28443,25785,23307,24357,10110,N/A
1986/12/16,30382,30382,29294,30382,▲1674,＋5.83%,27522,25522,23202,24315,22500,N/A
1986/12/15,28046,28708,28046,28708,▲1674,＋6.19%,26385,25258,23100,24268,8590,N/A
1986/12/13,26372,27209,26204,27033,▲1080,＋4.16%,25667,25045,23026,24235,8100,N/A
1986/12/12,26372,26790,25367,25953,▲419,＋1.64%,25216,24928,22980,24218,5540,N/A
1986/12/11,24781,25535,24781,25535,▲837,＋3.39%,24932,24851,22945,24209,8360,N/A
1986/12/10,25116,25116,24697,24697,▼419,－1.67%,24764,24792,22924,24198,3250,N/A
1986/12/09,25116,25200,24279,25116,▲335,＋1.35%,24848,24776,22930,24196,6030,N/A
1986/12/08,24530,24781,24446,24781,▲251,＋1.02%,24865,24696,22923,24189,8860,N/A
1986/12/06,24530,24530,24530,24530,▼167,－0.68%,24999,24591,22921,24188,640,N/A
1986/12/05,24488,24865,24488,24697,▼419,－1.67%,25082,24457,22931,24185,1030,N/A
1986/12/04,24655,25116,24655,25116,▼84,－0.33%,25149,24315,22938,24180,3330,N/A
1986/12/03,25451,25869,25116,25200,▼251,－0.99%,25015,24110,22945,24169,2200,N/A
1986/12/02,25116,25535,25116,25451,▲502,＋2.01%,24835,23934,22948,24155,6790,N/A
1986/12/01,25032,25032,24697,24949,▼84,－0.33%,24768,23746,22951,24143,1230,N/A
1986/11/29,24446,25032,24446,25032,▲586,＋2.40%,24684,23545,22963,24141,2430,N/A
1986/11/28,24279,24446,23994,24446,▲151,＋0.62%,24650,23323,22973,24142,2840,N/A
1986/11/27,25116,25116,24279,24295,▼820,－3.27%,24784,23147,22992,24151,670,N/A
1986/11/26,24279,25367,24279,25116,▲586,＋2.39%,24815,22987,23014,24157,3000,N/A
1986/11/25,24614,24614,24279,24530,▼335,－1.35%,24731,22799,23027,24153,2180,N/A
1986/11/24,25032,25032,24697,24865,▼251,－1.00%,24706,22661,23045,24151,1610,N/A
1986/11/22,24362,25116,24362,25116,▲670,＋2.74%,24605,22464,23066,24142,530,N/A
1986/11/21,24614,24614,24362,24446,▼251,－1.02%,24455,22234,23073,24132,2390,N/A
1986/11/20,25116,25200,24697,24697,▲293,＋1.20%,24270,22054,23091,24130,3190,N/A
1986/11/19,24697,25200,24404,24404,▲42,＋0.17%,23869,21823,23099,24127,4330,N/A
1986/11/18,24781,24781,24195,24362,0.0,0.00%,23358,21570,23112,24121,17150,N/A
1986/11/17,23776,24362,23450,24362,▲837,＋3.56%,22856,21357,23126,24119,6200,N/A
1986/11/15,23107,23525,23073,23525,▲837,＋3.69%,22186,21143,23139,24111,2580,N/A
1986/11/14,21432,22688,21432,22688,▲837,＋3.83%,21817,21014,23168,24110,1610,N/A
1986/11/13,21842,21851,21106,21851,0.0,0.00%,21616,20926,23217,24115,3710,N/A
1986/11/12,21349,21851,21349,21851,▲837,＋3.98%,21432,20894,23278,24130,2210,N/A
1986/11/11,21014,21014,21014,21014,▼670,－3.09%,21181,20890,23336,24146,300,N/A
1986/11/10,20938,21683,20938,21683,0.0,0.00%,21164,20928,23405,24168,2670,N/A
1986/11/08,21349,21683,20930,21683,▲753,＋3.60%,21047,20932,23464,24185,830,N/A
1986/11/07,20595,21432,20595,20930,▲335,＋1.63%,20980,20949,23521,24203,550,N/A
1986/11/06,20302,20595,20093,20595,▼335,－1.60%,21148,21039,23598,24229,470,N/A
1986/11/05,21097,21181,20930,20930,▼167,－0.79%,21215,21146,23680,24265,1690,N/A
1986/11/04,21349,21349,21097,21097,▼251,－1.18%,21131,21252,23758,24294,420,N/A
1986/11/03,21767,21767,21349,21349,▼419,－1.92%,21081,21349,23832,24315,290,N/A
1986/11/01,20763,21767,20763,21767,▲837,＋4.00%,20826,21411,23908,24339,440,N/A
1986/10/31,20511,20930,20511,20930,▲419,＋2.04%,20344,21474,23964,24361,1430,N/A
1986/10/30,20511,20511,20511,20511,▼335,－1.61%,20176,21621,24036,24390,0,N/A
1986/10/29,20269,20846,20269,20846,▲770,＋3.84%,20093,21807,24120,24422,840,N/A
1986/10/28,19465,20076,19465,20076,▲720,＋3.72%,20109,21978,24209,24459,510,N/A
1986/10/27,19256,19356,19256,19356,▼737,－3.67%,20280,22188,24319,24505,350,N/A
1986/10/25,19256,20093,19256,20093,0.0,0.00%,20654,22413,24443,24556,1170,N/A
1986/10/24,20093,20093,20093,20093,▼837,－4.00%,20989,22623,24552,24595,60,N/A
1986/10/23,20511,20930,20503,20930,0.0,0.00%,21323,22870,24641,24628,890,N/A
1986/10/22,21349,21516,20930,20930,▼293,－1.38%,21491,23058,24701,24649,700,N/A
1986/10/21,21223,21223,21223,21223,▼544,－2.50%,21709,23246,24771,24666,10,N/A
1986/10/20,21767,21767,21767,21767,0.0,0.00%,22010,23441,24850,24676,310,N/A
1986/10/18,21767,21767,21767,21767,0.0,0.00%,22202,23609,24935,24679,50,N/A
1986/10/17,21600,21767,21600,21767,▼251,－1.14%,22462,23797,24999,24675,200,N/A
1986/10/16,22018,22018,22018,22018,▼712,－3.13%,22713,23977,25049,24671,0,N/A
